x,y,mux,sel,byte,mask
20,13,CFG_RMUX3,3,398,1
20,13,CFG_RMUX3,2,399,128
20,13,CFG_RMUX3,0,399,64
20,13,CFG_RMUX2,0,399,32
20,13,CFG_RMUX2,2,399,16
20,13,CFG_RMUX2,3,399,8
20,13,CFG_RMUX1,3,399,2
20,13,CFG_RMUX1,2,399,1
20,13,CFG_RMUX1,0,400,128
20,13,CFG_RMUX0,0,400,64
20,13,CFG_RMUX0,2,400,32
20,13,CFG_RMUX0,3,400,16
19,13,CFG_RMUX3,3,403,16
19,13,CFG_RMUX3,2,403,8
19,13,CFG_RMUX3,0,403,4
19,13,CFG_RMUX2,0,403,2
19,13,CFG_RMUX2,2,403,1
19,13,CFG_RMUX2,3,404,128
19,13,CFG_RMUX1,3,404,32
19,13,CFG_RMUX1,2,404,16
19,13,CFG_RMUX1,0,404,8
19,13,CFG_RMUX0,0,404,4
19,13,CFG_RMUX0,2,404,2
19,13,CFG_RMUX0,3,404,1
18,13,CFG_RMUX3,3,407,1
18,13,CFG_RMUX3,2,408,128
18,13,CFG_RMUX3,0,408,64
18,13,CFG_RMUX2,0,408,32
18,13,CFG_RMUX2,2,408,16
18,13,CFG_RMUX2,3,408,8
18,13,CFG_RMUX1,3,408,2
18,13,CFG_RMUX1,2,408,1
18,13,CFG_RMUX1,0,409,128
18,13,CFG_RMUX0,0,409,64
18,13,CFG_RMUX0,2,409,32
18,13,CFG_RMUX0,3,409,16
17,13,CFG_RMUX3,3,412,16
17,13,CFG_RMUX3,2,412,8
17,13,CFG_RMUX3,0,412,4
17,13,CFG_RMUX2,0,412,2
17,13,CFG_RMUX2,2,412,1
17,13,CFG_RMUX2,3,413,128
17,13,CFG_RMUX1,3,413,32
17,13,CFG_RMUX1,2,413,16
17,13,CFG_RMUX1,0,413,8
17,13,CFG_RMUX0,0,413,4
17,13,CFG_RMUX0,2,413,2
17,13,CFG_RMUX0,3,413,1
16,13,CFG_RMUX3,3,416,1
16,13,CFG_RMUX3,2,417,128
16,13,CFG_RMUX3,0,417,64
16,13,CFG_RMUX2,0,417,32
16,13,CFG_RMUX2,2,417,16
16,13,CFG_RMUX2,3,417,8
16,13,CFG_RMUX1,3,417,2
16,13,CFG_RMUX1,2,417,1
16,13,CFG_RMUX1,0,418,128
16,13,CFG_RMUX0,0,418,64
16,13,CFG_RMUX0,2,418,32
16,13,CFG_RMUX0,3,418,16
15,13,CFG_RMUX3,3,421,16
15,13,CFG_RMUX3,2,421,8
15,13,CFG_RMUX3,0,421,4
15,13,CFG_RMUX2,0,421,2
15,13,CFG_RMUX2,2,421,1
15,13,CFG_RMUX2,3,422,128
15,13,CFG_RMUX1,3,422,32
15,13,CFG_RMUX1,2,422,16
15,13,CFG_RMUX1,0,422,8
15,13,CFG_RMUX0,0,422,4
15,13,CFG_RMUX0,2,422,2
15,13,CFG_RMUX0,3,422,1
14,13,CFG_RMUX3,3,425,1
14,13,CFG_RMUX3,2,426,128
14,13,CFG_RMUX3,0,426,64
14,13,CFG_RMUX2,0,426,32
14,13,CFG_RMUX2,2,426,16
14,13,CFG_RMUX2,3,426,8
14,13,CFG_RMUX1,3,426,2
14,13,CFG_RMUX1,2,426,1
14,13,CFG_RMUX1,0,427,128
14,13,CFG_RMUX0,0,427,64
14,13,CFG_RMUX0,2,427,32
14,13,CFG_RMUX0,3,427,16
20,13,CFG_RMUX3,5,514,1
20,13,CFG_RMUX3,4,515,128
20,13,CFG_RMUX3,1,515,64
20,13,CFG_RMUX2,1,515,32
20,13,CFG_RMUX2,4,515,16
20,13,CFG_RMUX2,5,515,8
20,13,CFG_RMUX1,5,515,2
20,13,CFG_RMUX1,4,515,1
20,13,CFG_RMUX1,1,516,128
20,13,CFG_RMUX0,1,516,64
20,13,CFG_RMUX0,4,516,32
20,13,CFG_RMUX0,5,516,16
19,13,CFG_RMUX3,5,519,16
19,13,CFG_RMUX3,4,519,8
19,13,CFG_RMUX3,1,519,4
19,13,CFG_RMUX2,1,519,2
19,13,CFG_RMUX2,4,519,1
19,13,CFG_RMUX2,5,520,128
19,13,CFG_RMUX1,5,520,32
19,13,CFG_RMUX1,4,520,16
19,13,CFG_RMUX1,1,520,8
19,13,CFG_RMUX0,1,520,4
19,13,CFG_RMUX0,4,520,2
19,13,CFG_RMUX0,5,520,1
18,13,CFG_RMUX3,5,523,1
18,13,CFG_RMUX3,4,524,128
18,13,CFG_RMUX3,1,524,64
18,13,CFG_RMUX2,1,524,32
18,13,CFG_RMUX2,4,524,16
18,13,CFG_RMUX2,5,524,8
18,13,CFG_RMUX1,5,524,2
18,13,CFG_RMUX1,4,524,1
18,13,CFG_RMUX1,1,525,128
18,13,CFG_RMUX0,1,525,64
18,13,CFG_RMUX0,4,525,32
18,13,CFG_RMUX0,5,525,16
17,13,CFG_RMUX3,5,528,16
17,13,CFG_RMUX3,4,528,8
17,13,CFG_RMUX3,1,528,4
17,13,CFG_RMUX2,1,528,2
17,13,CFG_RMUX2,4,528,1
17,13,CFG_RMUX2,5,529,128
17,13,CFG_RMUX1,5,529,32
17,13,CFG_RMUX1,4,529,16
17,13,CFG_RMUX1,1,529,8
17,13,CFG_RMUX0,1,529,4
17,13,CFG_RMUX0,4,529,2
17,13,CFG_RMUX0,5,529,1
16,13,CFG_RMUX3,5,532,1
16,13,CFG_RMUX3,4,533,128
16,13,CFG_RMUX3,1,533,64
16,13,CFG_RMUX2,1,533,32
16,13,CFG_RMUX2,4,533,16
16,13,CFG_RMUX2,5,533,8
16,13,CFG_RMUX1,5,533,2
16,13,CFG_RMUX1,4,533,1
16,13,CFG_RMUX1,1,534,128
16,13,CFG_RMUX0,1,534,64
16,13,CFG_RMUX0,4,534,32
16,13,CFG_RMUX0,5,534,16
15,13,CFG_RMUX3,5,537,16
15,13,CFG_RMUX3,4,537,8
15,13,CFG_RMUX3,1,537,4
15,13,CFG_RMUX2,1,537,2
15,13,CFG_RMUX2,4,537,1
15,13,CFG_RMUX2,5,538,128
15,13,CFG_RMUX1,5,538,32
15,13,CFG_RMUX1,4,538,16
15,13,CFG_RMUX1,1,538,8
15,13,CFG_RMUX0,1,538,4
15,13,CFG_RMUX0,4,538,2
15,13,CFG_RMUX0,5,538,1
14,13,CFG_RMUX3,5,541,1
14,13,CFG_RMUX3,4,542,128
14,13,CFG_RMUX3,1,542,64
14,13,CFG_RMUX2,1,542,32
14,13,CFG_RMUX2,4,542,16
14,13,CFG_RMUX2,5,542,8
14,13,CFG_RMUX1,5,542,2
14,13,CFG_RMUX1,4,542,1
14,13,CFG_RMUX1,1,543,128
14,13,CFG_RMUX0,1,543,64
14,13,CFG_RMUX0,4,543,32
14,13,CFG_RMUX0,5,543,16
20,13,CFG_RMUX3,9,630,1
20,13,CFG_RMUX3,8,631,128
20,13,CFG_RMUX3,6,631,64
20,13,CFG_RMUX2,6,631,32
20,13,CFG_RMUX2,8,631,16
20,13,CFG_RMUX2,9,631,8
20,13,CFG_RMUX1,9,631,2
20,13,CFG_RMUX1,8,631,1
20,13,CFG_RMUX1,6,632,128
20,13,CFG_RMUX0,6,632,64
20,13,CFG_RMUX0,8,632,32
20,13,CFG_RMUX0,9,632,16
19,13,CFG_RMUX3,9,635,16
19,13,CFG_RMUX3,8,635,8
19,13,CFG_RMUX3,6,635,4
19,13,CFG_RMUX2,6,635,2
19,13,CFG_RMUX2,8,635,1
19,13,CFG_RMUX2,9,636,128
19,13,CFG_RMUX1,9,636,32
19,13,CFG_RMUX1,8,636,16
19,13,CFG_RMUX1,6,636,8
19,13,CFG_RMUX0,6,636,4
19,13,CFG_RMUX0,8,636,2
19,13,CFG_RMUX0,9,636,1
18,13,CFG_RMUX3,9,639,1
18,13,CFG_RMUX3,8,640,128
18,13,CFG_RMUX3,6,640,64
18,13,CFG_RMUX2,6,640,32
18,13,CFG_RMUX2,8,640,16
18,13,CFG_RMUX2,9,640,8
18,13,CFG_RMUX1,9,640,2
18,13,CFG_RMUX1,8,640,1
18,13,CFG_RMUX1,6,641,128
18,13,CFG_RMUX0,6,641,64
18,13,CFG_RMUX0,8,641,32
18,13,CFG_RMUX0,9,641,16
17,13,CFG_RMUX3,9,644,16
17,13,CFG_RMUX3,8,644,8
17,13,CFG_RMUX3,6,644,4
17,13,CFG_RMUX2,6,644,2
17,13,CFG_RMUX2,8,644,1
17,13,CFG_RMUX2,9,645,128
17,13,CFG_RMUX1,9,645,32
17,13,CFG_RMUX1,8,645,16
17,13,CFG_RMUX1,6,645,8
17,13,CFG_RMUX0,6,645,4
17,13,CFG_RMUX0,8,645,2
17,13,CFG_RMUX0,9,645,1
16,13,CFG_RMUX3,9,648,1
16,13,CFG_RMUX3,8,649,128
16,13,CFG_RMUX3,6,649,64
16,13,CFG_RMUX2,6,649,32
16,13,CFG_RMUX2,8,649,16
16,13,CFG_RMUX2,9,649,8
16,13,CFG_RMUX1,9,649,2
16,13,CFG_RMUX1,8,649,1
16,13,CFG_RMUX1,6,650,128
16,13,CFG_RMUX0,6,650,64
16,13,CFG_RMUX0,8,650,32
16,13,CFG_RMUX0,9,650,16
15,13,CFG_RMUX3,9,653,16
15,13,CFG_RMUX3,8,653,8
15,13,CFG_RMUX3,6,653,4
15,13,CFG_RMUX2,6,653,2
15,13,CFG_RMUX2,8,653,1
15,13,CFG_RMUX2,9,654,128
15,13,CFG_RMUX1,9,654,32
15,13,CFG_RMUX1,8,654,16
15,13,CFG_RMUX1,6,654,8
15,13,CFG_RMUX0,6,654,4
15,13,CFG_RMUX0,8,654,2
15,13,CFG_RMUX0,9,654,1
14,13,CFG_RMUX3,9,657,1
14,13,CFG_RMUX3,8,658,128
14,13,CFG_RMUX3,6,658,64
14,13,CFG_RMUX2,6,658,32
14,13,CFG_RMUX2,8,658,16
14,13,CFG_RMUX2,9,658,8
14,13,CFG_RMUX1,9,658,2
14,13,CFG_RMUX1,8,658,1
14,13,CFG_RMUX1,6,659,128
14,13,CFG_RMUX0,6,659,64
14,13,CFG_RMUX0,8,659,32
14,13,CFG_RMUX0,9,659,16
20,13,CFG_RMUX3,11,746,1
20,13,CFG_RMUX3,10,747,128
20,13,CFG_RMUX3,7,747,64
20,13,CFG_RMUX2,7,747,32
20,13,CFG_RMUX2,10,747,16
20,13,CFG_RMUX2,11,747,8
20,13,CFG_RMUX1,11,747,2
20,13,CFG_RMUX1,10,747,1
20,13,CFG_RMUX1,7,748,128
20,13,CFG_RMUX0,7,748,64
20,13,CFG_RMUX0,10,748,32
20,13,CFG_RMUX0,11,748,16
19,13,CFG_RMUX3,11,751,16
19,13,CFG_RMUX3,10,751,8
19,13,CFG_RMUX3,7,751,4
19,13,CFG_RMUX2,7,751,2
19,13,CFG_RMUX2,10,751,1
19,13,CFG_RMUX2,11,752,128
19,13,CFG_RMUX1,11,752,32
19,13,CFG_RMUX1,10,752,16
19,13,CFG_RMUX1,7,752,8
19,13,CFG_RMUX0,7,752,4
19,13,CFG_RMUX0,10,752,2
19,13,CFG_RMUX0,11,752,1
18,13,CFG_RMUX3,11,755,1
18,13,CFG_RMUX3,10,756,128
18,13,CFG_RMUX3,7,756,64
18,13,CFG_RMUX2,7,756,32
18,13,CFG_RMUX2,10,756,16
18,13,CFG_RMUX2,11,756,8
18,13,CFG_RMUX1,11,756,2
18,13,CFG_RMUX1,10,756,1
18,13,CFG_RMUX1,7,757,128
18,13,CFG_RMUX0,7,757,64
18,13,CFG_RMUX0,10,757,32
18,13,CFG_RMUX0,11,757,16
17,13,CFG_RMUX3,11,760,16
17,13,CFG_RMUX3,10,760,8
17,13,CFG_RMUX3,7,760,4
17,13,CFG_RMUX2,7,760,2
17,13,CFG_RMUX2,10,760,1
17,13,CFG_RMUX2,11,761,128
17,13,CFG_RMUX1,11,761,32
17,13,CFG_RMUX1,10,761,16
17,13,CFG_RMUX1,7,761,8
17,13,CFG_RMUX0,7,761,4
17,13,CFG_RMUX0,10,761,2
17,13,CFG_RMUX0,11,761,1
16,13,CFG_RMUX3,11,764,1
16,13,CFG_RMUX3,10,765,128
16,13,CFG_RMUX3,7,765,64
16,13,CFG_RMUX2,7,765,32
16,13,CFG_RMUX2,10,765,16
16,13,CFG_RMUX2,11,765,8
16,13,CFG_RMUX1,11,765,2
16,13,CFG_RMUX1,10,765,1
16,13,CFG_RMUX1,7,766,128
16,13,CFG_RMUX0,7,766,64
16,13,CFG_RMUX0,10,766,32
16,13,CFG_RMUX0,11,766,16
15,13,CFG_RMUX3,11,769,16
15,13,CFG_RMUX3,10,769,8
15,13,CFG_RMUX3,7,769,4
15,13,CFG_RMUX2,7,769,2
15,13,CFG_RMUX2,10,769,1
15,13,CFG_RMUX2,11,770,128
15,13,CFG_RMUX1,11,770,32
15,13,CFG_RMUX1,10,770,16
15,13,CFG_RMUX1,7,770,8
15,13,CFG_RMUX0,7,770,4
15,13,CFG_RMUX0,10,770,2
15,13,CFG_RMUX0,11,770,1
14,13,CFG_RMUX3,11,773,1
14,13,CFG_RMUX3,10,774,128
14,13,CFG_RMUX3,7,774,64
14,13,CFG_RMUX2,7,774,32
14,13,CFG_RMUX2,10,774,16
14,13,CFG_RMUX2,11,774,8
14,13,CFG_RMUX1,11,774,2
14,13,CFG_RMUX1,10,774,1
14,13,CFG_RMUX1,7,775,128
14,13,CFG_RMUX0,7,775,64
14,13,CFG_RMUX0,10,775,32
14,13,CFG_RMUX0,11,775,16
20,13,CFG_RMUX3,15,862,1
20,13,CFG_RMUX3,14,863,128
20,13,CFG_RMUX3,12,863,64
20,13,CFG_RMUX2,12,863,32
20,13,CFG_RMUX2,14,863,16
20,13,CFG_RMUX2,15,863,8
20,13,CFG_RMUX1,15,863,2
20,13,CFG_RMUX1,14,863,1
20,13,CFG_RMUX1,12,864,128
20,13,CFG_RMUX0,12,864,64
20,13,CFG_RMUX0,14,864,32
20,13,CFG_RMUX0,15,864,16
19,13,CFG_RMUX3,15,867,16
19,13,CFG_RMUX3,14,867,8
19,13,CFG_RMUX3,12,867,4
19,13,CFG_RMUX2,12,867,2
19,13,CFG_RMUX2,14,867,1
19,13,CFG_RMUX2,15,868,128
19,13,CFG_RMUX1,15,868,32
19,13,CFG_RMUX1,14,868,16
19,13,CFG_RMUX1,12,868,8
19,13,CFG_RMUX0,12,868,4
19,13,CFG_RMUX0,14,868,2
19,13,CFG_RMUX0,15,868,1
18,13,CFG_RMUX3,15,871,1
18,13,CFG_RMUX3,14,872,128
18,13,CFG_RMUX3,12,872,64
18,13,CFG_RMUX2,12,872,32
18,13,CFG_RMUX2,14,872,16
18,13,CFG_RMUX2,15,872,8
18,13,CFG_RMUX1,15,872,2
18,13,CFG_RMUX1,14,872,1
18,13,CFG_RMUX1,12,873,128
18,13,CFG_RMUX0,12,873,64
18,13,CFG_RMUX0,14,873,32
18,13,CFG_RMUX0,15,873,16
17,13,CFG_RMUX3,15,876,16
17,13,CFG_RMUX3,14,876,8
17,13,CFG_RMUX3,12,876,4
17,13,CFG_RMUX2,12,876,2
17,13,CFG_RMUX2,14,876,1
17,13,CFG_RMUX2,15,877,128
17,13,CFG_RMUX1,15,877,32
17,13,CFG_RMUX1,14,877,16
17,13,CFG_RMUX1,12,877,8
17,13,CFG_RMUX0,12,877,4
17,13,CFG_RMUX0,14,877,2
17,13,CFG_RMUX0,15,877,1
16,13,CFG_RMUX3,15,880,1
16,13,CFG_RMUX3,14,881,128
16,13,CFG_RMUX3,12,881,64
16,13,CFG_RMUX2,12,881,32
16,13,CFG_RMUX2,14,881,16
16,13,CFG_RMUX2,15,881,8
16,13,CFG_RMUX1,15,881,2
16,13,CFG_RMUX1,14,881,1
16,13,CFG_RMUX1,12,882,128
16,13,CFG_RMUX0,12,882,64
16,13,CFG_RMUX0,14,882,32
16,13,CFG_RMUX0,15,882,16
15,13,CFG_RMUX3,15,885,16
15,13,CFG_RMUX3,14,885,8
15,13,CFG_RMUX3,12,885,4
15,13,CFG_RMUX2,12,885,2
15,13,CFG_RMUX2,14,885,1
15,13,CFG_RMUX2,15,886,128
15,13,CFG_RMUX1,15,886,32
15,13,CFG_RMUX1,14,886,16
15,13,CFG_RMUX1,12,886,8
15,13,CFG_RMUX0,12,886,4
15,13,CFG_RMUX0,14,886,2
15,13,CFG_RMUX0,15,886,1
14,13,CFG_RMUX3,15,889,1
14,13,CFG_RMUX3,14,890,128
14,13,CFG_RMUX3,12,890,64
14,13,CFG_RMUX2,12,890,32
14,13,CFG_RMUX2,14,890,16
14,13,CFG_RMUX2,15,890,8
14,13,CFG_RMUX1,15,890,2
14,13,CFG_RMUX1,14,890,1
14,13,CFG_RMUX1,12,891,128
14,13,CFG_RMUX0,12,891,64
14,13,CFG_RMUX0,14,891,32
14,13,CFG_RMUX0,15,891,16
20,13,CFG_RMUX3,17,978,1
20,13,CFG_RMUX3,16,979,128
20,13,CFG_RMUX3,13,979,64
20,13,CFG_RMUX2,13,979,32
20,13,CFG_RMUX2,16,979,16
20,13,CFG_RMUX2,17,979,8
20,13,CFG_RMUX1,17,979,2
20,13,CFG_RMUX1,16,979,1
20,13,CFG_RMUX1,13,980,128
20,13,CFG_RMUX0,13,980,64
20,13,CFG_RMUX0,16,980,32
20,13,CFG_RMUX0,17,980,16
19,13,CFG_RMUX3,17,983,16
19,13,CFG_RMUX3,16,983,8
19,13,CFG_RMUX3,13,983,4
19,13,CFG_RMUX2,13,983,2
19,13,CFG_RMUX2,16,983,1
19,13,CFG_RMUX2,17,984,128
19,13,CFG_RMUX1,17,984,32
19,13,CFG_RMUX1,16,984,16
19,13,CFG_RMUX1,13,984,8
19,13,CFG_RMUX0,13,984,4
19,13,CFG_RMUX0,16,984,2
19,13,CFG_RMUX0,17,984,1
18,13,CFG_RMUX3,17,987,1
18,13,CFG_RMUX3,16,988,128
18,13,CFG_RMUX3,13,988,64
18,13,CFG_RMUX2,13,988,32
18,13,CFG_RMUX2,16,988,16
18,13,CFG_RMUX2,17,988,8
18,13,CFG_RMUX1,17,988,2
18,13,CFG_RMUX1,16,988,1
18,13,CFG_RMUX1,13,989,128
18,13,CFG_RMUX0,13,989,64
18,13,CFG_RMUX0,16,989,32
18,13,CFG_RMUX0,17,989,16
17,13,CFG_RMUX3,17,992,16
17,13,CFG_RMUX3,16,992,8
17,13,CFG_RMUX3,13,992,4
17,13,CFG_RMUX2,13,992,2
17,13,CFG_RMUX2,16,992,1
17,13,CFG_RMUX2,17,993,128
17,13,CFG_RMUX1,17,993,32
17,13,CFG_RMUX1,16,993,16
17,13,CFG_RMUX1,13,993,8
17,13,CFG_RMUX0,13,993,4
17,13,CFG_RMUX0,16,993,2
17,13,CFG_RMUX0,17,993,1
16,13,CFG_RMUX3,17,996,1
16,13,CFG_RMUX3,16,997,128
16,13,CFG_RMUX3,13,997,64
16,13,CFG_RMUX2,13,997,32
16,13,CFG_RMUX2,16,997,16
16,13,CFG_RMUX2,17,997,8
16,13,CFG_RMUX1,17,997,2
16,13,CFG_RMUX1,16,997,1
16,13,CFG_RMUX1,13,998,128
16,13,CFG_RMUX0,13,998,64
16,13,CFG_RMUX0,16,998,32
16,13,CFG_RMUX0,17,998,16
15,13,CFG_RMUX3,17,1001,16
15,13,CFG_RMUX3,16,1001,8
15,13,CFG_RMUX3,13,1001,4
15,13,CFG_RMUX2,13,1001,2
15,13,CFG_RMUX2,16,1001,1
15,13,CFG_RMUX2,17,1002,128
15,13,CFG_RMUX1,17,1002,32
15,13,CFG_RMUX1,16,1002,16
15,13,CFG_RMUX1,13,1002,8
15,13,CFG_RMUX0,13,1002,4
15,13,CFG_RMUX0,16,1002,2
15,13,CFG_RMUX0,17,1002,1
14,13,CFG_RMUX3,17,1005,1
14,13,CFG_RMUX3,16,1006,128
14,13,CFG_RMUX3,13,1006,64
14,13,CFG_RMUX2,13,1006,32
14,13,CFG_RMUX2,16,1006,16
14,13,CFG_RMUX2,17,1006,8
14,13,CFG_RMUX1,17,1006,2
14,13,CFG_RMUX1,16,1006,1
14,13,CFG_RMUX1,13,1007,128
14,13,CFG_RMUX0,13,1007,64
14,13,CFG_RMUX0,16,1007,32
14,13,CFG_RMUX0,17,1007,16
20,13,CFG_RMUX3,21,1094,1
20,13,CFG_RMUX3,20,1095,128
20,13,CFG_RMUX3,18,1095,64
20,13,CFG_RMUX2,18,1095,32
20,13,CFG_RMUX2,20,1095,16
20,13,CFG_RMUX2,21,1095,8
20,13,CFG_RMUX1,21,1095,2
20,13,CFG_RMUX1,20,1095,1
20,13,CFG_RMUX1,18,1096,128
20,13,CFG_RMUX0,18,1096,64
20,13,CFG_RMUX0,20,1096,32
20,13,CFG_RMUX0,21,1096,16
19,13,CFG_RMUX3,21,1099,16
19,13,CFG_RMUX3,20,1099,8
19,13,CFG_RMUX3,18,1099,4
19,13,CFG_RMUX2,18,1099,2
19,13,CFG_RMUX2,20,1099,1
19,13,CFG_RMUX2,21,1100,128
19,13,CFG_RMUX1,21,1100,32
19,13,CFG_RMUX1,20,1100,16
19,13,CFG_RMUX1,18,1100,8
19,13,CFG_RMUX0,18,1100,4
19,13,CFG_RMUX0,20,1100,2
19,13,CFG_RMUX0,21,1100,1
18,13,CFG_RMUX3,21,1103,1
18,13,CFG_RMUX3,20,1104,128
18,13,CFG_RMUX3,18,1104,64
18,13,CFG_RMUX2,18,1104,32
18,13,CFG_RMUX2,20,1104,16
18,13,CFG_RMUX2,21,1104,8
18,13,CFG_RMUX1,21,1104,2
18,13,CFG_RMUX1,20,1104,1
18,13,CFG_RMUX1,18,1105,128
18,13,CFG_RMUX0,18,1105,64
18,13,CFG_RMUX0,20,1105,32
18,13,CFG_RMUX0,21,1105,16
17,13,CFG_RMUX3,21,1108,16
17,13,CFG_RMUX3,20,1108,8
17,13,CFG_RMUX3,18,1108,4
17,13,CFG_RMUX2,18,1108,2
17,13,CFG_RMUX2,20,1108,1
17,13,CFG_RMUX2,21,1109,128
17,13,CFG_RMUX1,21,1109,32
17,13,CFG_RMUX1,20,1109,16
17,13,CFG_RMUX1,18,1109,8
17,13,CFG_RMUX0,18,1109,4
17,13,CFG_RMUX0,20,1109,2
17,13,CFG_RMUX0,21,1109,1
16,13,CFG_RMUX3,21,1112,1
16,13,CFG_RMUX3,20,1113,128
16,13,CFG_RMUX3,18,1113,64
16,13,CFG_RMUX2,18,1113,32
16,13,CFG_RMUX2,20,1113,16
16,13,CFG_RMUX2,21,1113,8
16,13,CFG_RMUX1,21,1113,2
16,13,CFG_RMUX1,20,1113,1
16,13,CFG_RMUX1,18,1114,128
16,13,CFG_RMUX0,18,1114,64
16,13,CFG_RMUX0,20,1114,32
16,13,CFG_RMUX0,21,1114,16
15,13,CFG_RMUX3,21,1117,16
15,13,CFG_RMUX3,20,1117,8
15,13,CFG_RMUX3,18,1117,4
15,13,CFG_RMUX2,18,1117,2
15,13,CFG_RMUX2,20,1117,1
15,13,CFG_RMUX2,21,1118,128
15,13,CFG_RMUX1,21,1118,32
15,13,CFG_RMUX1,20,1118,16
15,13,CFG_RMUX1,18,1118,8
15,13,CFG_RMUX0,18,1118,4
15,13,CFG_RMUX0,20,1118,2
15,13,CFG_RMUX0,21,1118,1
14,13,CFG_RMUX3,21,1121,1
14,13,CFG_RMUX3,20,1122,128
14,13,CFG_RMUX3,18,1122,64
14,13,CFG_RMUX2,18,1122,32
14,13,CFG_RMUX2,20,1122,16
14,13,CFG_RMUX2,21,1122,8
14,13,CFG_RMUX1,21,1122,2
14,13,CFG_RMUX1,20,1122,1
14,13,CFG_RMUX1,18,1123,128
14,13,CFG_RMUX0,18,1123,64
14,13,CFG_RMUX0,20,1123,32
14,13,CFG_RMUX0,21,1123,16
20,13,CFG_RMUX3,23,1210,1
20,13,CFG_RMUX3,22,1211,128
20,13,CFG_RMUX3,19,1211,64
20,13,CFG_RMUX2,19,1211,32
20,13,CFG_RMUX2,22,1211,16
20,13,CFG_RMUX2,23,1211,8
20,13,CFG_RMUX1,23,1211,2
20,13,CFG_RMUX1,22,1211,1
20,13,CFG_RMUX1,19,1212,128
20,13,CFG_RMUX0,19,1212,64
20,13,CFG_RMUX0,22,1212,32
20,13,CFG_RMUX0,23,1212,16
19,13,CFG_RMUX3,23,1215,16
19,13,CFG_RMUX3,22,1215,8
19,13,CFG_RMUX3,19,1215,4
19,13,CFG_RMUX2,19,1215,2
19,13,CFG_RMUX2,22,1215,1
19,13,CFG_RMUX2,23,1216,128
19,13,CFG_RMUX1,23,1216,32
19,13,CFG_RMUX1,22,1216,16
19,13,CFG_RMUX1,19,1216,8
19,13,CFG_RMUX0,19,1216,4
19,13,CFG_RMUX0,22,1216,2
19,13,CFG_RMUX0,23,1216,1
18,13,CFG_RMUX3,23,1219,1
18,13,CFG_RMUX3,22,1220,128
18,13,CFG_RMUX3,19,1220,64
18,13,CFG_RMUX2,19,1220,32
18,13,CFG_RMUX2,22,1220,16
18,13,CFG_RMUX2,23,1220,8
18,13,CFG_RMUX1,23,1220,2
18,13,CFG_RMUX1,22,1220,1
18,13,CFG_RMUX1,19,1221,128
18,13,CFG_RMUX0,19,1221,64
18,13,CFG_RMUX0,22,1221,32
18,13,CFG_RMUX0,23,1221,16
17,13,CFG_RMUX3,23,1224,16
17,13,CFG_RMUX3,22,1224,8
17,13,CFG_RMUX3,19,1224,4
17,13,CFG_RMUX2,19,1224,2
17,13,CFG_RMUX2,22,1224,1
17,13,CFG_RMUX2,23,1225,128
17,13,CFG_RMUX1,23,1225,32
17,13,CFG_RMUX1,22,1225,16
17,13,CFG_RMUX1,19,1225,8
17,13,CFG_RMUX0,19,1225,4
17,13,CFG_RMUX0,22,1225,2
17,13,CFG_RMUX0,23,1225,1
16,13,CFG_RMUX3,23,1228,1
16,13,CFG_RMUX3,22,1229,128
16,13,CFG_RMUX3,19,1229,64
16,13,CFG_RMUX2,19,1229,32
16,13,CFG_RMUX2,22,1229,16
16,13,CFG_RMUX2,23,1229,8
16,13,CFG_RMUX1,23,1229,2
16,13,CFG_RMUX1,22,1229,1
16,13,CFG_RMUX1,19,1230,128
16,13,CFG_RMUX0,19,1230,64
16,13,CFG_RMUX0,22,1230,32
16,13,CFG_RMUX0,23,1230,16
15,13,CFG_RMUX3,23,1233,16
15,13,CFG_RMUX3,22,1233,8
15,13,CFG_RMUX3,19,1233,4
15,13,CFG_RMUX2,19,1233,2
15,13,CFG_RMUX2,22,1233,1
15,13,CFG_RMUX2,23,1234,128
15,13,CFG_RMUX1,23,1234,32
15,13,CFG_RMUX1,22,1234,16
15,13,CFG_RMUX1,19,1234,8
15,13,CFG_RMUX0,19,1234,4
15,13,CFG_RMUX0,22,1234,2
15,13,CFG_RMUX0,23,1234,1
14,13,CFG_RMUX3,23,1237,1
14,13,CFG_RMUX3,22,1238,128
14,13,CFG_RMUX3,19,1238,64
14,13,CFG_RMUX2,19,1238,32
14,13,CFG_RMUX2,22,1238,16
14,13,CFG_RMUX2,23,1238,8
14,13,CFG_RMUX1,23,1238,2
14,13,CFG_RMUX1,22,1238,1
14,13,CFG_RMUX1,19,1239,128
14,13,CFG_RMUX0,19,1239,64
14,13,CFG_RMUX0,22,1239,32
14,13,CFG_RMUX0,23,1239,16
20,13,CFG_SEAMMUX,29,1324,1
20,13,CFG_SEAMMUX,28,1325,128
20,13,CFG_SEAMMUX,27,1325,64
20,13,CFG_SEAMMUX,26,1325,32
20,13,CFG_SEAMMUX,25,1325,16
20,13,CFG_SEAMMUX,24,1325,8
20,13,CFG_SEAMMUX,5,1325,1
20,13,CFG_SEAMMUX,4,1326,128
20,13,CFG_SEAMMUX,3,1326,64
20,13,CFG_SEAMMUX,2,1326,32
20,13,CFG_SEAMMUX,1,1326,16
20,13,CFG_SEAMMUX,0,1326,8
20,13,CFG_CTRLMUX3,4,1326,1
20,13,CFG_CTRLMUX3,2,1327,128
20,13,CFG_CTRLMUX3,0,1327,64
