table,src_res,src_x,src_y,dst_res,dst_x,dst_y,codeword,owner,owner_evidence,reason
rrg_edges_full.csv,IMUX01,18,7,IMUX35,18,7,3;9,X18Y7_IMUX05,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,14,4,IMUX35,14,4,3;9,X14Y4_IMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,15,9,IMUX27,15,9,2;9,X15Y9_IMUX11,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,16,3,IMUX43,16,3,0;9,X16Y3_IMUX00,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,16,6,IMUX35,16,6,3;9,X16Y6_IMUX11,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,16,8,IMUX19,16,8,0;9,X16Y8_IMUX02,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX03,18,7,IMUX27,18,7,2;9,X18Y7_IMUX11,21,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX05,10,1,IMUX01,10,1,0;9,X10Y1_IMUX06,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX05,15,7,IMUX01,15,7,0;9,X15Y7_IMUX06,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX05,18,1,IMUX15,18,1,3;9,X18Y1_IMUX09,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX09,16,1,IMUX51,16,1,3;9,X16Y1_IMUX15,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX11,20,5,IMUX59,20,5,1;9,X20Y5_IMUX07,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX15,15,7,IMUX43,15,7,4;9,X15Y7_IMUX23,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX15,15,7,IMUX51,15,7,3;9,X15Y7_IMUX17,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX15,16,8,IMUX51,16,8,3;9,X16Y8_IMUX23,16,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX17,19,5,IMUX31,19,5,7;9,X19Y5_IMUX37,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX18,15,2,IMUX55,15,2,6;9,X15Y2_IMUX34,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX19,8,1,IMUX35,8,1,0;9,X8Y1_IMUX23,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX21,19,3,IMUX31,19,3,1;9,X19Y3_IMUX11,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX25,16,1,IMUX11,16,1,3;9,X16Y1_IMUX27,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX25,16,11,IMUX43,16,11,7;9,X16Y11_IMUX51,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX25,16,2,IMUX35,16,2,0;9,X16Y2_IMUX19,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX25,20,4,IMUX43,20,4,7;9,X20Y4_IMUX29,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX27,14,7,IMUX55,14,7,8;9,X14Y7_IMUX59,54,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX27,5,3,IMUX55,5,3,8;9,X5Y3_IMUX01,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX29,20,3,IMUX11,20,3,5;9,X20Y3_IMUX23,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,14,1,IMUX21,14,1,3;9,X14Y1_IMUX45,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,14,4,IMUX23,14,4,0;9,X14Y4_IMUX01,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,14,7,IMUX19,14,7,1;9,X14Y7_IMUX11,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,15,6,IMUX19,15,6,1;9,X15Y6_IMUX11,38,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,16,2,IMUX19,16,2,1;9,X16Y2_IMUX11,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,19,12,IMUX19,19,12,1;9,X19Y12_IMUX11,38,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,20,10,IMUX19,20,10,1;9,X20Y10_IMUX11,44,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX31,20,9,IMUX19,20,9,1;9,X20Y9_IMUX09,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX34,14,9,IMUX23,14,9,0;9,X14Y9_IMUX02,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX35,11,3,IMUX27,11,3,0;9,X11Y3_IMUX19,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX35,15,3,IMUX27,15,3,0;9,X15Y3_IMUX19,32,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX35,16,9,IMUX27,16,9,0;9,X16Y9_IMUX19,34,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX37,14,7,IMUX13,14,7,2;9,X14Y7_IMUX53,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX37,16,7,IMUX29,16,7,4;9,X16Y7_IMUX45,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX43,14,7,IMUX13,14,7,2;9,X14Y7_IMUX53,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX43,15,9,IMUX11,15,9,6;9,X15Y9_IMUX03,28,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX47,14,5,IMUX29,14,5,4;9,X14Y5_IMUX57,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX49,6,3,IMUX13,6,3,2;9,X6Y3_IMUX53,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX50,20,6,IMUX09,20,6,1;9,X20Y6_IMUX62,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX51,14,7,IMUX13,14,7,2;9,X14Y7_IMUX53,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX51,15,6,IMUX15,15,6,8;9,X15Y6_IMUX19,36,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX51,19,3,IMUX31,19,3,1;9,X19Y3_IMUX11,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX51,19,9,IMUX21,19,9,3;9,X19Y9_IMUX45,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX51,9,2,IMUX15,9,2,8;9,X9Y2_IMUX19,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX53,16,1,IMUX15,16,1,8;9,X16Y1_IMUX19,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX55,20,5,IMUX21,20,5,3;9,X20Y5_IMUX33,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX55,20,9,IMUX47,20,9,2;9,X20Y9_IMUX25,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX57,20,4,IMUX63,20,4,1;9,X20Y4_IMUX55,49,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX59,12,1,IMUX51,12,1,8;9,X12Y1_IMUX56,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX59,12,3,IMUX03,12,3,2;9,X12Y3_IMUX51,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX59,14,7,IMUX15,14,7,8;9,X14Y7_IMUX19,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX59,19,1,IMUX03,19,1,2;9,X19Y1_IMUX43,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX61,14,5,IMUX29,14,5,4;9,X14Y5_IMUX57,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX63,14,9,IMUX23,14,9,0;9,X14Y9_IMUX02,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,IMUX63,15,9,IMUX23,15,9,0;9,X15Y9_IMUX02,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,14,5,RMUX18,14,4,6;9,X14Y8_RMUX50,1,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,15,6,RMUX18,15,5,6;9,X15Y9_RMUX50,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,17,4,RMUX18,17,3,6;9,X17Y7_RMUX50,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,18,7,RMUX18,18,6,6;9,X18Y10_RMUX50,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,19,2,RMUX18,19,1,6;9,X19Y5_RMUX50,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,19,5,RMUX18,19,4,6;9,X19Y8_RMUX50,73,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,19,6,RMUX18,19,5,6;9,X19Y9_RMUX50,30,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX02,20,2,RMUX18,20,1,6;9,X20Y5_RMUX50,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,1,RMUX14,11,1,5;8,X7Y1_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,1,RMUX15,10,1,4;8,X7Y1_RMUX51,93,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,2,RMUX14,11,2,5;8,X7Y2_RMUX51,62,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,2,RMUX15,10,2,4;8,X7Y2_RMUX51,75,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,3,RMUX14,11,3,5;8,X7Y3_RMUX51,42,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,3,RMUX15,10,3,4;8,X7Y3_RMUX51,100,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,4,RMUX14,11,4,5;8,X7Y4_RMUX51,40,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,10,4,RMUX15,10,4,4;8,X7Y4_RMUX51,88,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,1,RMUX15,11,1,4;8,X8Y1_RMUX51,76,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,2,RMUX14,12,2,5;8,X8Y2_RMUX51,64,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,2,RMUX15,11,2,4;8,X8Y2_RMUX51,89,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,3,RMUX14,12,3,5;8,X8Y3_RMUX51,60,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,3,RMUX15,11,3,4;8,X8Y3_RMUX51,103,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,4,RMUX14,12,4,5;8,X8Y4_RMUX51,58,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,11,4,RMUX15,11,4,4;8,X8Y4_RMUX51,125,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,12,1,RMUX15,12,1,4;8,X9Y1_RMUX51,89,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,12,2,RMUX15,12,2,4;8,X9Y2_RMUX51,99,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,12,3,RMUX15,12,3,4;8,X9Y3_RMUX51,113,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,12,4,RMUX15,12,4,4;8,X9Y4_RMUX51,108,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,1,RMUX15,14,1,4;8,X11Y1_RMUX51,106,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,2,RMUX14,15,2,5;8,X11Y2_RMUX51,51,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,2,RMUX15,14,2,4;8,X11Y2_RMUX51,72,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,2,RMUX21,14,2,4;8,X11Y2_RMUX51,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,3,RMUX14,15,3,5;8,X11Y3_RMUX51,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,3,RMUX15,14,3,4;8,X11Y3_RMUX51,133,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,4,RMUX14,15,4,5;8,X11Y4_RMUX51,46,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,14,4,RMUX15,14,4,4;8,X11Y4_RMUX51,142,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,1,RMUX15,15,1,4;8,X12Y1_RMUX51,98,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,2,RMUX14,16,2,5;8,X12Y2_RMUX51,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,2,RMUX15,15,2,4;8,X12Y2_RMUX51,72,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,3,RMUX14,16,3,5;8,X12Y3_RMUX51,36,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,3,RMUX15,15,3,4;8,X12Y3_RMUX51,95,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,3,RMUX21,15,3,4;8,X12Y3_RMUX51,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,4,RMUX14,16,4,5;8,X12Y4_RMUX51,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,15,4,RMUX15,15,4,4;8,X12Y4_RMUX51,99,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,16,3,RMUX15,16,3,4;8,X13Y3_RMUX51,80,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,16,3,RMUX21,16,3,4;8,X13Y3_RMUX51,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,1,RMUX15,17,1,4;8,X14Y1_RMUX51,42,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,10,RMUX14,18,10,5;8,X14Y10_RMUX51,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,10,RMUX15,17,10,4;8,X14Y10_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,11,RMUX14,18,11,5;8,X14Y11_RMUX51,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,11,RMUX21,17,11,4;8,X14Y11_RMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,12,RMUX14,18,12,5;8,X14Y12_RMUX51,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,2,RMUX14,18,2,5;8,X14Y2_RMUX51,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,2,RMUX15,17,2,4;8,X14Y2_RMUX51,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,3,RMUX14,18,3,5;8,X14Y3_RMUX51,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,3,RMUX15,17,3,4;8,X14Y3_RMUX51,30,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,4,RMUX14,18,4,5;8,X14Y4_RMUX51,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,4,RMUX15,17,4,4;8,X14Y4_RMUX51,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,5,RMUX14,18,5,5;8,X14Y5_RMUX51,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,5,RMUX15,17,5,4;8,X14Y5_RMUX51,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,6,RMUX14,18,6,5;8,X14Y6_RMUX51,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,6,RMUX15,17,6,4;8,X14Y6_RMUX51,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,7,RMUX14,18,7,5;8,X14Y7_RMUX51,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,7,RMUX15,17,7,4;8,X14Y7_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,8,RMUX14,18,8,5;8,X14Y8_RMUX51,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,8,RMUX15,17,8,4;8,X14Y8_RMUX51,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,9,RMUX14,18,9,5;8,X14Y9_RMUX51,16,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,17,9,RMUX15,17,9,4;8,X14Y9_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,1,RMUX15,18,1,4;8,X15Y1_RMUX51,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,10,RMUX14,19,10,5;8,X15Y10_RMUX51,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,11,RMUX14,19,11,5;8,X15Y11_RMUX51,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,12,RMUX14,19,12,5;8,X15Y12_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,2,RMUX14,19,2,5;8,X15Y2_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,2,RMUX15,18,2,4;8,X15Y2_RMUX51,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,3,RMUX14,19,3,5;8,X15Y3_RMUX51,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,3,RMUX15,18,3,4;8,X15Y3_RMUX51,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,4,RMUX14,19,4,5;8,X15Y4_RMUX51,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,4,RMUX15,18,4,4;8,X15Y4_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,5,RMUX14,19,5,5;8,X15Y5_RMUX51,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,5,RMUX15,18,5,4;8,X15Y5_RMUX51,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,6,RMUX14,19,6,5;8,X15Y6_RMUX51,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,7,RMUX14,19,7,5;8,X15Y7_RMUX51,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,8,RMUX14,19,8,5;8,X15Y8_RMUX51,46,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,8,RMUX15,18,8,4;8,X15Y8_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,8,RMUX21,18,8,4;8,X15Y8_RMUX51,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,9,RMUX14,19,9,5;8,X15Y9_RMUX51,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,18,9,RMUX15,18,9,4;8,X15Y9_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,10,RMUX14,20,10,5;8,X16Y10_RMUX51,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,11,RMUX14,20,11,5;8,X16Y11_RMUX51,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,12,RMUX14,20,12,5;8,X16Y12_RMUX51,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,2,RMUX14,20,2,5;8,X16Y2_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,3,RMUX14,20,3,5;8,X16Y3_RMUX51,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,4,RMUX14,20,4,5;8,X16Y4_RMUX51,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,4,RMUX21,19,4,4;8,X16Y4_RMUX51,30,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,5,RMUX14,20,5,5;8,X16Y5_RMUX51,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,6,RMUX14,20,6,5;8,X16Y6_RMUX51,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,7,RMUX14,20,7,5;8,X16Y7_RMUX51,16,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,7,RMUX21,19,7,4;8,X16Y7_RMUX51,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,8,RMUX14,20,8,5;8,X16Y8_RMUX51,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,19,9,RMUX14,20,9,5;8,X16Y9_RMUX51,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,20,2,RMUX15,20,2,4;8,X17Y2_RMUX51,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,20,3,RMUX15,20,3,4;8,X17Y3_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,20,3,RMUX21,20,3,4;8,X17Y3_RMUX51,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,20,4,RMUX15,20,4,4;8,X17Y4_RMUX51,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,1,RMUX15,4,1,4;8,X1Y1_RMUX51,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,2,RMUX15,4,2,4;8,X1Y2_RMUX51,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,3,RMUX14,5,3,5;8,X1Y3_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,3,RMUX15,4,3,4;8,X1Y3_RMUX51,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,4,RMUX14,5,4,5;8,X1Y4_RMUX51,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,4,4,RMUX15,4,4,4;8,X1Y4_RMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,1,RMUX15,5,1,4;8,X2Y1_RMUX51,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,2,RMUX14,6,2,5;8,X2Y2_RMUX51,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,2,RMUX15,5,2,4;8,X2Y2_RMUX51,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,3,RMUX14,6,3,5;8,X2Y3_RMUX51,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,3,RMUX15,5,3,4;8,X2Y3_RMUX51,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,4,RMUX14,6,4,5;8,X2Y4_RMUX51,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,5,4,RMUX15,5,4,4;8,X2Y4_RMUX51,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,1,RMUX15,6,1,4;8,X3Y1_RMUX51,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,2,RMUX14,7,2,5;8,X3Y2_RMUX51,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,2,RMUX15,6,2,4;8,X3Y2_RMUX51,30,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,3,RMUX14,7,3,5;8,X3Y3_RMUX51,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,3,RMUX15,6,3,4;8,X3Y3_RMUX51,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,4,RMUX14,7,4,5;8,X3Y4_RMUX51,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,6,4,RMUX15,6,4,4;8,X3Y4_RMUX51,47,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,1,RMUX15,7,1,4;8,X4Y1_RMUX51,60,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,2,RMUX14,8,2,5;8,X4Y2_RMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,2,RMUX15,7,2,4;8,X4Y2_RMUX51,38,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,3,RMUX14,8,3,5;8,X4Y3_RMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,3,RMUX15,7,3,4;8,X4Y3_RMUX51,50,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,4,RMUX14,8,4,5;8,X4Y4_RMUX51,32,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,7,4,RMUX15,7,4,4;8,X4Y4_RMUX51,52,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,1,RMUX15,8,1,4;8,X5Y1_RMUX51,58,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,2,RMUX14,9,2,5;8,X5Y2_RMUX51,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,2,RMUX15,8,2,4;8,X5Y2_RMUX51,49,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,3,RMUX14,9,3,5;8,X5Y3_RMUX51,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,3,RMUX15,8,3,4;8,X5Y3_RMUX51,49,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,4,RMUX14,9,4,5;8,X5Y4_RMUX51,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,8,4,RMUX15,8,4,4;8,X5Y4_RMUX51,58,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,9,1,RMUX15,9,1,4;8,X6Y1_RMUX51,71,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,9,2,RMUX14,10,2,5;8,X6Y2_RMUX51,48,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,9,2,RMUX15,9,2,4;8,X6Y2_RMUX51,60,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX03,9,3,RMUX14,10,3,5;8,X6Y3_RMUX51,38,codeword attributed to a uniquely vendor-used member
