x,y,feature,byte,mask
9,3,CFG_LUTCMUX[31],81204,8
9,3,CFG_LUTCMUX[3],74244,8
9,3,CFG_LUTCMUX[4],75056,8
9,3,CFG_LUTCMUX[5],74708,8
9,3,CFG_LUTCMUX[6],75520,8
9,3,CFG_LUTCMUX[7],75172,8
9,3,CFG_LUTCMUX[8],75984,8
9,3,CFG_LUTCMUX[9],75636,8
9,4,CFG_BYPASSEN[0],66240,16
9,4,CFG_BYPASSEN[10],71344,16
9,4,CFG_BYPASSEN[11],71808,16
9,4,CFG_BYPASSEN[12],72272,16
9,4,CFG_BYPASSEN[13],72736,16
9,4,CFG_BYPASSEN[14],73200,16
9,4,CFG_BYPASSEN[15],73664,16
9,4,CFG_BYPASSEN[1],66704,16
9,4,CFG_BYPASSEN[2],67168,16
9,4,CFG_BYPASSEN[3],67632,16
9,4,CFG_BYPASSEN[4],68096,16
9,4,CFG_BYPASSEN[5],68560,16
9,4,CFG_BYPASSEN[6],69024,16
9,4,CFG_BYPASSEN[7],69488,16
9,4,CFG_BYPASSEN[8],70416,16
9,4,CFG_BYPASSEN[9],70880,16
9,4,CFG_CARRY_CRL[0],66124,8
9,4,CFG_CARRY_CRL[10],71228,8
9,4,CFG_CARRY_CRL[11],71692,8
9,4,CFG_CARRY_CRL[12],72156,8
9,4,CFG_CARRY_CRL[13],72620,8
9,4,CFG_CARRY_CRL[14],73084,8
9,4,CFG_CARRY_CRL[15],73548,8
9,4,CFG_CARRY_CRL[1],66588,8
9,4,CFG_CARRY_CRL[2],67052,8
9,4,CFG_CARRY_CRL[3],67516,8
9,4,CFG_CARRY_CRL[4],67980,8
9,4,CFG_CARRY_CRL[5],68444,8
9,4,CFG_CARRY_CRL[6],68908,8
9,4,CFG_CARRY_CRL[7],69372,8
9,4,CFG_CARRY_CRL[8],70300,8
9,4,CFG_CARRY_CRL[9],70764,8
9,4,CFG_LUTCMUX[0],66240,8
9,4,CFG_LUTCMUX[10],68560,8
9,4,CFG_LUTCMUX[11],68212,8
9,4,CFG_LUTCMUX[12],69024,8
9,4,CFG_LUTCMUX[13],68676,8
9,4,CFG_LUTCMUX[14],69488,8
9,4,CFG_LUTCMUX[15],69140,8
9,4,CFG_LUTCMUX[16],70416,8
9,4,CFG_LUTCMUX[17],70068,8
9,4,CFG_LUTCMUX[18],70880,8
9,4,CFG_LUTCMUX[19],70532,8
9,4,CFG_LUTCMUX[1],65892,8
9,4,CFG_LUTCMUX[20],71344,8
9,4,CFG_LUTCMUX[21],70996,8
9,4,CFG_LUTCMUX[22],71808,8
9,4,CFG_LUTCMUX[23],71460,8
9,4,CFG_LUTCMUX[24],72272,8
9,4,CFG_LUTCMUX[25],71924,8
9,4,CFG_LUTCMUX[26],72736,8
9,4,CFG_LUTCMUX[27],72388,8
9,4,CFG_LUTCMUX[28],73200,8
9,4,CFG_LUTCMUX[29],72852,8
9,4,CFG_LUTCMUX[2],66704,8
9,4,CFG_LUTCMUX[30],73664,8
9,4,CFG_LUTCMUX[31],73316,8
9,4,CFG_LUTCMUX[3],66356,8
9,4,CFG_LUTCMUX[4],67168,8
9,4,CFG_LUTCMUX[5],66820,8
9,4,CFG_LUTCMUX[6],67632,8
9,4,CFG_LUTCMUX[7],67284,8
9,4,CFG_LUTCMUX[8],68096,8
9,4,CFG_LUTCMUX[9],67748,8
10,1,CFG_BYPASSEN[0],89899,1
10,1,CFG_BYPASSEN[10],95003,1
10,1,CFG_BYPASSEN[11],95467,1
10,1,CFG_BYPASSEN[12],95931,1
10,1,CFG_BYPASSEN[13],96395,1
10,1,CFG_BYPASSEN[14],96859,1
10,1,CFG_BYPASSEN[15],97323,1
10,1,CFG_BYPASSEN[1],90363,1
10,1,CFG_BYPASSEN[2],90827,1
10,1,CFG_BYPASSEN[3],91291,1
10,1,CFG_BYPASSEN[4],91755,1
10,1,CFG_BYPASSEN[5],92219,1
10,1,CFG_BYPASSEN[6],92683,1
10,1,CFG_BYPASSEN[7],93147,1
10,1,CFG_BYPASSEN[8],94075,1
10,1,CFG_BYPASSEN[9],94539,1
10,1,CFG_CARRY_CRL[0],89784,128
10,1,CFG_CARRY_CRL[10],94888,128
10,1,CFG_CARRY_CRL[11],95352,128
10,1,CFG_CARRY_CRL[12],95816,128
10,1,CFG_CARRY_CRL[13],96280,128
10,1,CFG_CARRY_CRL[14],96744,128
10,1,CFG_CARRY_CRL[15],97208,128
10,1,CFG_CARRY_CRL[1],90248,128
10,1,CFG_CARRY_CRL[2],90712,128
10,1,CFG_CARRY_CRL[3],91176,128
10,1,CFG_CARRY_CRL[4],91640,128
10,1,CFG_CARRY_CRL[5],92104,128
10,1,CFG_CARRY_CRL[6],92568,128
10,1,CFG_CARRY_CRL[7],93032,128
10,1,CFG_CARRY_CRL[8],93960,128
10,1,CFG_CARRY_CRL[9],94424,128
10,1,CFG_LUTCMUX[0],89900,128
10,1,CFG_LUTCMUX[10],92220,128
10,1,CFG_LUTCMUX[11],91872,128
10,1,CFG_LUTCMUX[12],92684,128
10,1,CFG_LUTCMUX[13],92336,128
10,1,CFG_LUTCMUX[14],93148,128
10,1,CFG_LUTCMUX[15],92800,128
10,1,CFG_LUTCMUX[16],94076,128
10,1,CFG_LUTCMUX[17],93728,128
10,1,CFG_LUTCMUX[18],94540,128
10,1,CFG_LUTCMUX[19],94192,128
10,1,CFG_LUTCMUX[1],89552,128
10,1,CFG_LUTCMUX[20],95004,128
10,1,CFG_LUTCMUX[21],94656,128
10,1,CFG_LUTCMUX[22],95468,128
10,1,CFG_LUTCMUX[23],95120,128
10,1,CFG_LUTCMUX[24],95932,128
10,1,CFG_LUTCMUX[25],95584,128
10,1,CFG_LUTCMUX[26],96396,128
10,1,CFG_LUTCMUX[27],96048,128
10,1,CFG_LUTCMUX[28],96860,128
10,1,CFG_LUTCMUX[29],96512,128
10,1,CFG_LUTCMUX[2],90364,128
10,1,CFG_LUTCMUX[30],97324,128
10,1,CFG_LUTCMUX[31],96976,128
10,1,CFG_LUTCMUX[3],90016,128
10,1,CFG_LUTCMUX[4],90828,128
10,1,CFG_LUTCMUX[5],90480,128
10,1,CFG_LUTCMUX[6],91292,128
10,1,CFG_LUTCMUX[7],90944,128
10,1,CFG_LUTCMUX[8],91756,128
10,1,CFG_LUTCMUX[9],91408,128
10,2,CFG_BYPASSEN[0],82011,1
10,2,CFG_BYPASSEN[10],87115,1
10,2,CFG_BYPASSEN[11],87579,1
10,2,CFG_BYPASSEN[12],88043,1
10,2,CFG_BYPASSEN[13],88507,1
10,2,CFG_BYPASSEN[14],88971,1
10,2,CFG_BYPASSEN[15],89435,1
10,2,CFG_BYPASSEN[1],82475,1
10,2,CFG_BYPASSEN[2],82939,1
10,2,CFG_BYPASSEN[3],83403,1
10,2,CFG_BYPASSEN[4],83867,1
10,2,CFG_BYPASSEN[5],84331,1
10,2,CFG_BYPASSEN[6],84795,1
10,2,CFG_BYPASSEN[7],85259,1
10,2,CFG_BYPASSEN[8],86187,1
10,2,CFG_BYPASSEN[9],86651,1
10,2,CFG_CARRY_CRL[0],81896,128
10,2,CFG_CARRY_CRL[10],87000,128
10,2,CFG_CARRY_CRL[11],87464,128
10,2,CFG_CARRY_CRL[12],87928,128
10,2,CFG_CARRY_CRL[13],88392,128
10,2,CFG_CARRY_CRL[14],88856,128
10,2,CFG_CARRY_CRL[15],89320,128
10,2,CFG_CARRY_CRL[1],82360,128
10,2,CFG_CARRY_CRL[2],82824,128
10,2,CFG_CARRY_CRL[3],83288,128
10,2,CFG_CARRY_CRL[4],83752,128
10,2,CFG_CARRY_CRL[5],84216,128
10,2,CFG_CARRY_CRL[6],84680,128
10,2,CFG_CARRY_CRL[7],85144,128
10,2,CFG_CARRY_CRL[8],86072,128
10,2,CFG_CARRY_CRL[9],86536,128
10,2,CFG_LUTCMUX[0],82012,128
10,2,CFG_LUTCMUX[10],84332,128
10,2,CFG_LUTCMUX[11],83984,128
10,2,CFG_LUTCMUX[12],84796,128
10,2,CFG_LUTCMUX[13],84448,128
10,2,CFG_LUTCMUX[14],85260,128
10,2,CFG_LUTCMUX[15],84912,128
10,2,CFG_LUTCMUX[16],86188,128
10,2,CFG_LUTCMUX[17],85840,128
10,2,CFG_LUTCMUX[18],86652,128
10,2,CFG_LUTCMUX[19],86304,128
10,2,CFG_LUTCMUX[1],81664,128
10,2,CFG_LUTCMUX[20],87116,128
10,2,CFG_LUTCMUX[21],86768,128
10,2,CFG_LUTCMUX[22],87580,128
10,2,CFG_LUTCMUX[23],87232,128
10,2,CFG_LUTCMUX[24],88044,128
10,2,CFG_LUTCMUX[25],87696,128
10,2,CFG_LUTCMUX[26],88508,128
10,2,CFG_LUTCMUX[27],88160,128
10,2,CFG_LUTCMUX[28],88972,128
10,2,CFG_LUTCMUX[29],88624,128
10,2,CFG_LUTCMUX[2],82476,128
10,2,CFG_LUTCMUX[30],89436,128
10,2,CFG_LUTCMUX[31],89088,128
10,2,CFG_LUTCMUX[3],82128,128
10,2,CFG_LUTCMUX[4],82940,128
10,2,CFG_LUTCMUX[5],82592,128
10,2,CFG_LUTCMUX[6],83404,128
10,2,CFG_LUTCMUX[7],83056,128
10,2,CFG_LUTCMUX[8],83868,128
10,2,CFG_LUTCMUX[9],83520,128
10,3,CFG_BYPASSEN[0],74123,1
10,3,CFG_BYPASSEN[10],79227,1
10,3,CFG_BYPASSEN[11],79691,1
10,3,CFG_BYPASSEN[12],80155,1
10,3,CFG_BYPASSEN[13],80619,1
10,3,CFG_BYPASSEN[14],81083,1
10,3,CFG_BYPASSEN[15],81547,1
10,3,CFG_BYPASSEN[1],74587,1
10,3,CFG_BYPASSEN[2],75051,1
10,3,CFG_BYPASSEN[3],75515,1
10,3,CFG_BYPASSEN[4],75979,1
10,3,CFG_BYPASSEN[5],76443,1
10,3,CFG_BYPASSEN[6],76907,1
10,3,CFG_BYPASSEN[7],77371,1
10,3,CFG_BYPASSEN[8],78299,1
10,3,CFG_BYPASSEN[9],78763,1
10,3,CFG_CARRY_CRL[0],74008,128
10,3,CFG_CARRY_CRL[10],79112,128
10,3,CFG_CARRY_CRL[11],79576,128
10,3,CFG_CARRY_CRL[12],80040,128
10,3,CFG_CARRY_CRL[13],80504,128
10,3,CFG_CARRY_CRL[14],80968,128
10,3,CFG_CARRY_CRL[15],81432,128
10,3,CFG_CARRY_CRL[1],74472,128
10,3,CFG_CARRY_CRL[2],74936,128
10,3,CFG_CARRY_CRL[3],75400,128
10,3,CFG_CARRY_CRL[4],75864,128
10,3,CFG_CARRY_CRL[5],76328,128
10,3,CFG_CARRY_CRL[6],76792,128
10,3,CFG_CARRY_CRL[7],77256,128
10,3,CFG_CARRY_CRL[8],78184,128
10,3,CFG_CARRY_CRL[9],78648,128
10,3,CFG_LUTCMUX[0],74124,128
10,3,CFG_LUTCMUX[10],76444,128
10,3,CFG_LUTCMUX[11],76096,128
10,3,CFG_LUTCMUX[12],76908,128
10,3,CFG_LUTCMUX[13],76560,128
10,3,CFG_LUTCMUX[14],77372,128
10,3,CFG_LUTCMUX[15],77024,128
10,3,CFG_LUTCMUX[16],78300,128
10,3,CFG_LUTCMUX[17],77952,128
10,3,CFG_LUTCMUX[18],78764,128
10,3,CFG_LUTCMUX[19],78416,128
10,3,CFG_LUTCMUX[1],73776,128
10,3,CFG_LUTCMUX[20],79228,128
10,3,CFG_LUTCMUX[21],78880,128
10,3,CFG_LUTCMUX[22],79692,128
10,3,CFG_LUTCMUX[23],79344,128
10,3,CFG_LUTCMUX[24],80156,128
10,3,CFG_LUTCMUX[25],79808,128
10,3,CFG_LUTCMUX[26],80620,128
10,3,CFG_LUTCMUX[27],80272,128
10,3,CFG_LUTCMUX[28],81084,128
10,3,CFG_LUTCMUX[29],80736,128
10,3,CFG_LUTCMUX[2],74588,128
10,3,CFG_LUTCMUX[30],81548,128
10,3,CFG_LUTCMUX[31],81200,128
10,3,CFG_LUTCMUX[3],74240,128
10,3,CFG_LUTCMUX[4],75052,128
10,3,CFG_LUTCMUX[5],74704,128
10,3,CFG_LUTCMUX[6],75516,128
10,3,CFG_LUTCMUX[7],75168,128
10,3,CFG_LUTCMUX[8],75980,128
10,3,CFG_LUTCMUX[9],75632,128
10,4,CFG_BYPASSEN[0],66235,1
10,4,CFG_BYPASSEN[10],71339,1
10,4,CFG_BYPASSEN[11],71803,1
10,4,CFG_BYPASSEN[12],72267,1
10,4,CFG_BYPASSEN[13],72731,1
10,4,CFG_BYPASSEN[14],73195,1
10,4,CFG_BYPASSEN[15],73659,1
10,4,CFG_BYPASSEN[1],66699,1
10,4,CFG_BYPASSEN[2],67163,1
10,4,CFG_BYPASSEN[3],67627,1
10,4,CFG_BYPASSEN[4],68091,1
10,4,CFG_BYPASSEN[5],68555,1
10,4,CFG_BYPASSEN[6],69019,1
10,4,CFG_BYPASSEN[7],69483,1
10,4,CFG_BYPASSEN[8],70411,1
10,4,CFG_BYPASSEN[9],70875,1
10,4,CFG_CARRY_CRL[0],66120,128
10,4,CFG_CARRY_CRL[10],71224,128
10,4,CFG_CARRY_CRL[11],71688,128
10,4,CFG_CARRY_CRL[12],72152,128
10,4,CFG_CARRY_CRL[13],72616,128
10,4,CFG_CARRY_CRL[14],73080,128
10,4,CFG_CARRY_CRL[15],73544,128
10,4,CFG_CARRY_CRL[1],66584,128
10,4,CFG_CARRY_CRL[2],67048,128
10,4,CFG_CARRY_CRL[3],67512,128
10,4,CFG_CARRY_CRL[4],67976,128
10,4,CFG_CARRY_CRL[5],68440,128
10,4,CFG_CARRY_CRL[6],68904,128
10,4,CFG_CARRY_CRL[7],69368,128
10,4,CFG_CARRY_CRL[8],70296,128
10,4,CFG_CARRY_CRL[9],70760,128
10,4,CFG_LUTCMUX[0],66236,128
10,4,CFG_LUTCMUX[10],68556,128
10,4,CFG_LUTCMUX[11],68208,128
10,4,CFG_LUTCMUX[12],69020,128
10,4,CFG_LUTCMUX[13],68672,128
10,4,CFG_LUTCMUX[14],69484,128
10,4,CFG_LUTCMUX[15],69136,128
10,4,CFG_LUTCMUX[16],70412,128
10,4,CFG_LUTCMUX[17],70064,128
10,4,CFG_LUTCMUX[18],70876,128
10,4,CFG_LUTCMUX[19],70528,128
10,4,CFG_LUTCMUX[1],65888,128
10,4,CFG_LUTCMUX[20],71340,128
10,4,CFG_LUTCMUX[21],70992,128
10,4,CFG_LUTCMUX[22],71804,128
10,4,CFG_LUTCMUX[23],71456,128
10,4,CFG_LUTCMUX[24],72268,128
10,4,CFG_LUTCMUX[25],71920,128
10,4,CFG_LUTCMUX[26],72732,128
10,4,CFG_LUTCMUX[27],72384,128
10,4,CFG_LUTCMUX[28],73196,128
10,4,CFG_LUTCMUX[29],72848,128
10,4,CFG_LUTCMUX[2],66700,128
10,4,CFG_LUTCMUX[30],73660,128
10,4,CFG_LUTCMUX[31],73312,128
10,4,CFG_LUTCMUX[3],66352,128
10,4,CFG_LUTCMUX[4],67164,128
10,4,CFG_LUTCMUX[5],66816,128
10,4,CFG_LUTCMUX[6],67628,128
10,4,CFG_LUTCMUX[7],67280,128
10,4,CFG_LUTCMUX[8],68092,128
10,4,CFG_LUTCMUX[9],67744,128
11,1,CFG_BYPASSEN[0],89895,16
11,1,CFG_BYPASSEN[10],94999,16
11,1,CFG_BYPASSEN[11],95463,16
11,1,CFG_BYPASSEN[12],95927,16
11,1,CFG_BYPASSEN[13],96391,16
11,1,CFG_BYPASSEN[14],96855,16
11,1,CFG_BYPASSEN[15],97319,16
11,1,CFG_BYPASSEN[1],90359,16
11,1,CFG_BYPASSEN[2],90823,16
11,1,CFG_BYPASSEN[3],91287,16
11,1,CFG_BYPASSEN[4],91751,16
11,1,CFG_BYPASSEN[5],92215,16
11,1,CFG_BYPASSEN[6],92679,16
11,1,CFG_BYPASSEN[7],93143,16
11,1,CFG_BYPASSEN[8],94071,16
11,1,CFG_BYPASSEN[9],94535,16
11,1,CFG_CARRY_CRL[0],89779,8
11,1,CFG_CARRY_CRL[10],94883,8
11,1,CFG_CARRY_CRL[11],95347,8
11,1,CFG_CARRY_CRL[12],95811,8
11,1,CFG_CARRY_CRL[13],96275,8
11,1,CFG_CARRY_CRL[14],96739,8
11,1,CFG_CARRY_CRL[15],97203,8
11,1,CFG_CARRY_CRL[1],90243,8
11,1,CFG_CARRY_CRL[2],90707,8
11,1,CFG_CARRY_CRL[3],91171,8
11,1,CFG_CARRY_CRL[4],91635,8
11,1,CFG_CARRY_CRL[5],92099,8
11,1,CFG_CARRY_CRL[6],92563,8
11,1,CFG_CARRY_CRL[7],93027,8
11,1,CFG_CARRY_CRL[8],93955,8
11,1,CFG_CARRY_CRL[9],94419,8
11,1,CFG_LUTCMUX[0],89895,8
11,1,CFG_LUTCMUX[10],92215,8
11,1,CFG_LUTCMUX[11],91867,8
11,1,CFG_LUTCMUX[12],92679,8
11,1,CFG_LUTCMUX[13],92331,8
11,1,CFG_LUTCMUX[14],93143,8
11,1,CFG_LUTCMUX[15],92795,8
11,1,CFG_LUTCMUX[16],94071,8
11,1,CFG_LUTCMUX[17],93723,8
11,1,CFG_LUTCMUX[18],94535,8
11,1,CFG_LUTCMUX[19],94187,8
11,1,CFG_LUTCMUX[1],89547,8
11,1,CFG_LUTCMUX[20],94999,8
11,1,CFG_LUTCMUX[21],94651,8
11,1,CFG_LUTCMUX[22],95463,8
11,1,CFG_LUTCMUX[23],95115,8
11,1,CFG_LUTCMUX[24],95927,8
11,1,CFG_LUTCMUX[25],95579,8
11,1,CFG_LUTCMUX[26],96391,8
11,1,CFG_LUTCMUX[27],96043,8
11,1,CFG_LUTCMUX[28],96855,8
11,1,CFG_LUTCMUX[29],96507,8
11,1,CFG_LUTCMUX[2],90359,8
11,1,CFG_LUTCMUX[30],97319,8
11,1,CFG_LUTCMUX[31],96971,8
11,1,CFG_LUTCMUX[3],90011,8
11,1,CFG_LUTCMUX[4],90823,8
11,1,CFG_LUTCMUX[5],90475,8
11,1,CFG_LUTCMUX[6],91287,8
11,1,CFG_LUTCMUX[7],90939,8
11,1,CFG_LUTCMUX[8],91751,8
11,1,CFG_LUTCMUX[9],91403,8
11,2,CFG_BYPASSEN[0],82007,16
11,2,CFG_BYPASSEN[10],87111,16
11,2,CFG_BYPASSEN[11],87575,16
11,2,CFG_BYPASSEN[12],88039,16
11,2,CFG_BYPASSEN[13],88503,16
11,2,CFG_BYPASSEN[14],88967,16
11,2,CFG_BYPASSEN[15],89431,16
11,2,CFG_BYPASSEN[1],82471,16
11,2,CFG_BYPASSEN[2],82935,16
11,2,CFG_BYPASSEN[3],83399,16
11,2,CFG_BYPASSEN[4],83863,16
11,2,CFG_BYPASSEN[5],84327,16
11,2,CFG_BYPASSEN[6],84791,16
11,2,CFG_BYPASSEN[7],85255,16
11,2,CFG_BYPASSEN[8],86183,16
11,2,CFG_BYPASSEN[9],86647,16
11,2,CFG_CARRY_CRL[0],81891,8
11,2,CFG_CARRY_CRL[10],86995,8
11,2,CFG_CARRY_CRL[11],87459,8
11,2,CFG_CARRY_CRL[12],87923,8
11,2,CFG_CARRY_CRL[13],88387,8
11,2,CFG_CARRY_CRL[14],88851,8
11,2,CFG_CARRY_CRL[15],89315,8
11,2,CFG_CARRY_CRL[1],82355,8
11,2,CFG_CARRY_CRL[2],82819,8
11,2,CFG_CARRY_CRL[3],83283,8
11,2,CFG_CARRY_CRL[4],83747,8
11,2,CFG_CARRY_CRL[5],84211,8
11,2,CFG_CARRY_CRL[6],84675,8
11,2,CFG_CARRY_CRL[7],85139,8
11,2,CFG_CARRY_CRL[8],86067,8
11,2,CFG_CARRY_CRL[9],86531,8
11,2,CFG_LUTCMUX[0],82007,8
11,2,CFG_LUTCMUX[10],84327,8
11,2,CFG_LUTCMUX[11],83979,8
11,2,CFG_LUTCMUX[12],84791,8
11,2,CFG_LUTCMUX[13],84443,8
11,2,CFG_LUTCMUX[14],85255,8
11,2,CFG_LUTCMUX[15],84907,8
11,2,CFG_LUTCMUX[16],86183,8
11,2,CFG_LUTCMUX[17],85835,8
11,2,CFG_LUTCMUX[18],86647,8
11,2,CFG_LUTCMUX[19],86299,8
11,2,CFG_LUTCMUX[1],81659,8
11,2,CFG_LUTCMUX[20],87111,8
11,2,CFG_LUTCMUX[21],86763,8
11,2,CFG_LUTCMUX[22],87575,8
11,2,CFG_LUTCMUX[23],87227,8
11,2,CFG_LUTCMUX[24],88039,8
11,2,CFG_LUTCMUX[25],87691,8
11,2,CFG_LUTCMUX[26],88503,8
11,2,CFG_LUTCMUX[27],88155,8
11,2,CFG_LUTCMUX[28],88967,8
11,2,CFG_LUTCMUX[29],88619,8
11,2,CFG_LUTCMUX[2],82471,8
11,2,CFG_LUTCMUX[30],89431,8
11,2,CFG_LUTCMUX[31],89083,8
11,2,CFG_LUTCMUX[3],82123,8
11,2,CFG_LUTCMUX[4],82935,8
11,2,CFG_LUTCMUX[5],82587,8
11,2,CFG_LUTCMUX[6],83399,8
11,2,CFG_LUTCMUX[7],83051,8
11,2,CFG_LUTCMUX[8],83863,8
11,2,CFG_LUTCMUX[9],83515,8
11,3,CFG_BYPASSEN[0],74119,16
11,3,CFG_BYPASSEN[10],79223,16
11,3,CFG_BYPASSEN[11],79687,16
11,3,CFG_BYPASSEN[12],80151,16
11,3,CFG_BYPASSEN[13],80615,16
11,3,CFG_BYPASSEN[14],81079,16
11,3,CFG_BYPASSEN[15],81543,16
11,3,CFG_BYPASSEN[1],74583,16
11,3,CFG_BYPASSEN[2],75047,16
11,3,CFG_BYPASSEN[3],75511,16
11,3,CFG_BYPASSEN[4],75975,16
11,3,CFG_BYPASSEN[5],76439,16
11,3,CFG_BYPASSEN[6],76903,16
11,3,CFG_BYPASSEN[7],77367,16
11,3,CFG_BYPASSEN[8],78295,16
11,3,CFG_BYPASSEN[9],78759,16
11,3,CFG_CARRY_CRL[0],74003,8
11,3,CFG_CARRY_CRL[10],79107,8
11,3,CFG_CARRY_CRL[11],79571,8
11,3,CFG_CARRY_CRL[12],80035,8
11,3,CFG_CARRY_CRL[13],80499,8
11,3,CFG_CARRY_CRL[14],80963,8
11,3,CFG_CARRY_CRL[15],81427,8
11,3,CFG_CARRY_CRL[1],74467,8
11,3,CFG_CARRY_CRL[2],74931,8
11,3,CFG_CARRY_CRL[3],75395,8
11,3,CFG_CARRY_CRL[4],75859,8
11,3,CFG_CARRY_CRL[5],76323,8
11,3,CFG_CARRY_CRL[6],76787,8
11,3,CFG_CARRY_CRL[7],77251,8
11,3,CFG_CARRY_CRL[8],78179,8
11,3,CFG_CARRY_CRL[9],78643,8
11,3,CFG_LUTCMUX[0],74119,8
11,3,CFG_LUTCMUX[10],76439,8
11,3,CFG_LUTCMUX[11],76091,8
11,3,CFG_LUTCMUX[12],76903,8
11,3,CFG_LUTCMUX[13],76555,8
11,3,CFG_LUTCMUX[14],77367,8
11,3,CFG_LUTCMUX[15],77019,8
11,3,CFG_LUTCMUX[16],78295,8
11,3,CFG_LUTCMUX[17],77947,8
11,3,CFG_LUTCMUX[18],78759,8
11,3,CFG_LUTCMUX[19],78411,8
11,3,CFG_LUTCMUX[1],73771,8
11,3,CFG_LUTCMUX[20],79223,8
11,3,CFG_LUTCMUX[21],78875,8
11,3,CFG_LUTCMUX[22],79687,8
11,3,CFG_LUTCMUX[23],79339,8
11,3,CFG_LUTCMUX[24],80151,8
11,3,CFG_LUTCMUX[25],79803,8
11,3,CFG_LUTCMUX[26],80615,8
11,3,CFG_LUTCMUX[27],80267,8
11,3,CFG_LUTCMUX[28],81079,8
11,3,CFG_LUTCMUX[29],80731,8
11,3,CFG_LUTCMUX[2],74583,8
11,3,CFG_LUTCMUX[30],81543,8
11,3,CFG_LUTCMUX[31],81195,8
11,3,CFG_LUTCMUX[3],74235,8
11,3,CFG_LUTCMUX[4],75047,8
11,3,CFG_LUTCMUX[5],74699,8
11,3,CFG_LUTCMUX[6],75511,8
11,3,CFG_LUTCMUX[7],75163,8
11,3,CFG_LUTCMUX[8],75975,8
11,3,CFG_LUTCMUX[9],75627,8
11,4,CFG_BYPASSEN[0],66231,16
11,4,CFG_BYPASSEN[10],71335,16
11,4,CFG_BYPASSEN[11],71799,16
11,4,CFG_BYPASSEN[12],72263,16
11,4,CFG_BYPASSEN[13],72727,16
11,4,CFG_BYPASSEN[14],73191,16
11,4,CFG_BYPASSEN[15],73655,16
11,4,CFG_BYPASSEN[1],66695,16
11,4,CFG_BYPASSEN[2],67159,16
11,4,CFG_BYPASSEN[3],67623,16
11,4,CFG_BYPASSEN[4],68087,16
11,4,CFG_BYPASSEN[5],68551,16
11,4,CFG_BYPASSEN[6],69015,16
11,4,CFG_BYPASSEN[7],69479,16
11,4,CFG_BYPASSEN[8],70407,16
11,4,CFG_BYPASSEN[9],70871,16
11,4,CFG_CARRY_CRL[0],66115,8
11,4,CFG_CARRY_CRL[10],71219,8
11,4,CFG_CARRY_CRL[11],71683,8
11,4,CFG_CARRY_CRL[12],72147,8
11,4,CFG_CARRY_CRL[13],72611,8
11,4,CFG_CARRY_CRL[14],73075,8
11,4,CFG_CARRY_CRL[15],73539,8
11,4,CFG_CARRY_CRL[1],66579,8
11,4,CFG_CARRY_CRL[2],67043,8
11,4,CFG_CARRY_CRL[3],67507,8
11,4,CFG_CARRY_CRL[4],67971,8
11,4,CFG_CARRY_CRL[5],68435,8
11,4,CFG_CARRY_CRL[6],68899,8
11,4,CFG_CARRY_CRL[7],69363,8
11,4,CFG_CARRY_CRL[8],70291,8
11,4,CFG_CARRY_CRL[9],70755,8
11,4,CFG_LUTCMUX[0],66231,8
11,4,CFG_LUTCMUX[10],68551,8
11,4,CFG_LUTCMUX[11],68203,8
11,4,CFG_LUTCMUX[12],69015,8
11,4,CFG_LUTCMUX[13],68667,8
11,4,CFG_LUTCMUX[14],69479,8
11,4,CFG_LUTCMUX[15],69131,8
11,4,CFG_LUTCMUX[16],70407,8
11,4,CFG_LUTCMUX[17],70059,8
11,4,CFG_LUTCMUX[18],70871,8
11,4,CFG_LUTCMUX[19],70523,8
11,4,CFG_LUTCMUX[1],65883,8
11,4,CFG_LUTCMUX[20],71335,8
11,4,CFG_LUTCMUX[21],70987,8
11,4,CFG_LUTCMUX[22],71799,8
11,4,CFG_LUTCMUX[23],71451,8
11,4,CFG_LUTCMUX[24],72263,8
11,4,CFG_LUTCMUX[25],71915,8
11,4,CFG_LUTCMUX[26],72727,8
11,4,CFG_LUTCMUX[27],72379,8
11,4,CFG_LUTCMUX[28],73191,8
11,4,CFG_LUTCMUX[29],72843,8
11,4,CFG_LUTCMUX[2],66695,8
11,4,CFG_LUTCMUX[30],73655,8
11,4,CFG_LUTCMUX[31],73307,8
11,4,CFG_LUTCMUX[3],66347,8
11,4,CFG_LUTCMUX[4],67159,8
11,4,CFG_LUTCMUX[5],66811,8
11,4,CFG_LUTCMUX[6],67623,8
11,4,CFG_LUTCMUX[7],67275,8
11,4,CFG_LUTCMUX[8],68087,8
11,4,CFG_LUTCMUX[9],67739,8
12,1,CFG_BYPASSEN[0],89890,1
12,1,CFG_BYPASSEN[10],94994,1
12,1,CFG_BYPASSEN[11],95458,1
12,1,CFG_BYPASSEN[12],95922,1
12,1,CFG_BYPASSEN[13],96386,1
12,1,CFG_BYPASSEN[14],96850,1
12,1,CFG_BYPASSEN[15],97314,1
12,1,CFG_BYPASSEN[1],90354,1
12,1,CFG_BYPASSEN[2],90818,1
12,1,CFG_BYPASSEN[3],91282,1
12,1,CFG_BYPASSEN[4],91746,1
12,1,CFG_BYPASSEN[5],92210,1
12,1,CFG_BYPASSEN[6],92674,1
12,1,CFG_BYPASSEN[7],93138,1
12,1,CFG_BYPASSEN[8],94066,1
12,1,CFG_BYPASSEN[9],94530,1
12,1,CFG_CARRY_CRL[0],89775,128
