signal,logical_bit,step,src_wire,dst_wire,evidence
gpio5_io_out_data,1,0,X9Y5_BufMUX02,X9Y5_InputMUX03,vendor-gpio5-loop
gpio5_io_out_data,1,1,X9Y5_InputMUX03,X9Y4_RMUX41,vendor-gpio5-loop
gpio5_io_out_data,1,2,X9Y4_RMUX41,X9Y4_IMUX03,vendor-gpio5-loop
gpio5_io_out_en,1,0,X9Y5_BufMUX10,X9Y5_InputMUX11,vendor-gpio5-loop
gpio5_io_out_en,1,1,X9Y5_InputMUX11,X9Y4_RMUX82,vendor-gpio5-loop
gpio5_io_out_en,1,2,X9Y4_RMUX82,X9Y4_IMUX02,vendor-gpio5-loop
gpio5_io_in,2,0,X9Y4_OMUX02,X9Y4_RMUX02,vendor-gpio5-loop
gpio5_io_in,2,1,X9Y4_RMUX02,X9Y5_BBMUXS02,vendor-gpio5-loop
gpio5_io_in,2,2,X9Y5_BBMUXS02,X0Y5_SinkMUXPseudo151,vendor-gpio5-loop
