"edge","template","column","routes","source"
"RMUX8@19,5->RMUX26@18,5","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,5->RMUX27@18,5","RMUX8(+1,+0)->RMUX27","18","2","afexe_bitgen_20260919"
"RMUX8@19,5->RMUX33@18,5","RMUX8(+1,+0)->RMUX33","18","2","afexe_bitgen_20260919"
"RMUX8@19,5->RMUX37@18,5","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,5->RMUX38@19,4","RMUX9(+0,+1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX9@19,5->RMUX38@19,5","RMUX9(+0,+0)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,5->RMUX61@19,6","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,5->RMUX63@18,5","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
"RMUX19@19,5->RMUX88@19,4","RMUX19(+0,+1)->RMUX88","19","2","afexe_bitgen_20260919"
"RMUX19@19,5->RMUX89@19,4","RMUX19(+0,+1)->RMUX89","19","2","afexe_bitgen_20260919"
"RMUX19@19,5->RMUX95@19,4","RMUX19(+0,+1)->RMUX95","19","2","afexe_bitgen_20260919"
"RMUX25@19,5->RMUX0@19,2","RMUX25(+0,+3)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,5->RMUX0@19,5","RMUX25(+0,+0)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,5->RMUX1@19,5","RMUX25(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX27@19,5->RMUX4@19,6","RMUX27(+0,-1)->RMUX4","19","2","afexe_bitgen_20260919"
"RMUX27@19,5->RMUX11@19,6","RMUX27(+0,-1)->RMUX11","19","2","afexe_bitgen_20260919"
"RMUX27@19,5->RMUX15@19,6","RMUX27(+0,-1)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX32@19,5->RMUX33@19,3","RMUX32(+0,+2)->RMUX33","19","2","afexe_bitgen_20260919"
"RMUX33@19,5->RMUX45@19,5","RMUX33(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX37@19,5->RMUX48@19,7","RMUX37(+0,-2)->RMUX48","19","2","afexe_bitgen_20260919"
"RMUX38@19,5->RMUX50@18,5","RMUX38(+1,+0)->RMUX50","18","2","afexe_bitgen_20260919"
"RMUX39@19,5->RMUX52@19,4","RMUX39(+0,+1)->RMUX52","19","2","afexe_bitgen_20260919"
"RMUX39@19,5->RMUX53@19,4","RMUX39(+0,+1)->RMUX53","19","2","afexe_bitgen_20260919"
"RMUX39@19,5->RMUX58@19,4","RMUX39(+0,+1)->RMUX58","19","2","afexe_bitgen_20260919"
"RMUX44@19,5->RMUX85@19,5","RMUX44(+0,+0)->RMUX85","19","2","afexe_bitgen_20260919"
"RMUX45@19,5->RMUX86@18,5","RMUX45(+1,+0)->RMUX86","18","2","afexe_bitgen_20260919"
"RMUX49@19,5->RMUX7@20,5","RMUX49(-1,+0)->RMUX7","20","2","afexe_bitgen_20260919"
"RMUX51@19,5->RMUX15@19,5","RMUX51(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX55@19,5->RMUX24@19,3","RMUX55(+0,+2)->RMUX24","19","2","afexe_bitgen_20260919"
"RMUX55@19,5->RMUX31@19,4","RMUX55(+0,+1)->RMUX31","19","2","afexe_bitgen_20260919"
"RMUX57@19,5->RMUX45@19,5","RMUX57(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX57@19,5->RMUX34@19,6","RMUX57(+0,-1)->RMUX34","19","2","afexe_bitgen_20260919"
"RMUX57@19,5->RMUX38@19,6","RMUX57(+0,-1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX67@19,5->RMUX72@19,5","RMUX67(+0,+0)->RMUX72","19","2","afexe_bitgen_20260919"
"RMUX67@19,5->RMUX94@19,6","RMUX67(+0,-1)->RMUX94","19","2","afexe_bitgen_20260919"
"RMUX68@19,5->RMUX80@18,5","RMUX68(+1,+0)->RMUX80","18","2","afexe_bitgen_20260919"
"RMUX68@19,5->RMUX85@18,5","RMUX68(+1,+0)->RMUX85","18","2","afexe_bitgen_20260919"
"RMUX69@19,5->RMUX93@19,4","RMUX69(+0,+1)->RMUX93","19","2","afexe_bitgen_20260919"
"RMUX73@19,5->RMUX1@19,5","RMUX73(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX73@19,5->RMUX0@19,7","RMUX73(+0,-2)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX75@19,5->RMUX10@19,4","RMUX75(+0,+1)->RMUX10","19","2","afexe_bitgen_20260919"
"RMUX80@19,5->RMUX26@19,7","RMUX80(+0,-2)->RMUX26","19","2","afexe_bitgen_20260919"
"RMUX86@19,5->RMUX50@20,5","RMUX86(-1,+0)->RMUX50","20","2","afexe_bitgen_20260919"
"RMUX91@19,5->RMUX72@18,5","RMUX91(+1,+0)->RMUX72","18","2","afexe_bitgen_20260919"
"RMUX91@19,5->RMUX89@18,5","RMUX91(+1,+0)->RMUX89","18","2","afexe_bitgen_20260919"
"RMUX92@19,5->RMUX81@19,5","RMUX92(+0,+0)->RMUX81","19","2","afexe_bitgen_20260919"
"RMUX2@19,6->RMUX18@19,5","RMUX2(+0,+1)->RMUX18","19","2","afexe_bitgen_20260919"
"RMUX3@19,6->RMUX15@19,6","RMUX3(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX3@19,6->RMUX21@19,6","RMUX3(+0,+0)->RMUX21","19","2","afexe_bitgen_20260919"
"RMUX7@19,6->RMUX25@19,6","RMUX7(+0,+0)->RMUX25","19","2","afexe_bitgen_20260919"
"RMUX8@19,6->RMUX26@18,6","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,6->RMUX27@18,6","RMUX8(+1,+0)->RMUX27","18","2","afexe_bitgen_20260919"
"RMUX8@19,6->RMUX33@18,6","RMUX8(+1,+0)->RMUX33","18","2","afexe_bitgen_20260919"
"RMUX8@19,6->RMUX37@18,6","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,6->RMUX38@19,5","RMUX9(+0,+1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX9@19,6->RMUX38@19,6","RMUX9(+0,+0)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,6->RMUX61@19,7","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,6->RMUX63@18,6","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
"RMUX19@19,6->RMUX88@19,5","RMUX19(+0,+1)->RMUX88","19","2","afexe_bitgen_20260919"
"RMUX19@19,6->RMUX89@19,5","RMUX19(+0,+1)->RMUX89","19","2","afexe_bitgen_20260919"
"RMUX19@19,6->RMUX95@19,5","RMUX19(+0,+1)->RMUX95","19","2","afexe_bitgen_20260919"
"RMUX25@19,6->RMUX0@19,3","RMUX25(+0,+3)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,6->RMUX0@19,6","RMUX25(+0,+0)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,6->RMUX1@19,6","RMUX25(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX27@19,6->RMUX4@19,7","RMUX27(+0,-1)->RMUX4","19","2","afexe_bitgen_20260919"
"RMUX27@19,6->RMUX11@19,7","RMUX27(+0,-1)->RMUX11","19","2","afexe_bitgen_20260919"
"RMUX27@19,6->RMUX15@19,7","RMUX27(+0,-1)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX37@19,6->RMUX48@19,8","RMUX37(+0,-2)->RMUX48","19","2","afexe_bitgen_20260919"
"RMUX38@19,6->RMUX50@18,6","RMUX38(+1,+0)->RMUX50","18","2","afexe_bitgen_20260919"
"RMUX39@19,6->RMUX52@19,5","RMUX39(+0,+1)->RMUX52","19","2","afexe_bitgen_20260919"
"RMUX39@19,6->RMUX53@19,5","RMUX39(+0,+1)->RMUX53","19","2","afexe_bitgen_20260919"
"RMUX39@19,6->RMUX58@19,5","RMUX39(+0,+1)->RMUX58","19","2","afexe_bitgen_20260919"
"RMUX44@19,6->RMUX85@19,6","RMUX44(+0,+0)->RMUX85","19","2","afexe_bitgen_20260919"
"RMUX45@19,6->RMUX86@18,6","RMUX45(+1,+0)->RMUX86","18","2","afexe_bitgen_20260919"
"RMUX49@19,6->RMUX7@20,6","RMUX49(-1,+0)->RMUX7","20","2","afexe_bitgen_20260919"
"RMUX51@19,6->RMUX15@19,6","RMUX51(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX55@19,6->RMUX24@19,4","RMUX55(+0,+2)->RMUX24","19","2","afexe_bitgen_20260919"
"RMUX55@19,6->RMUX31@19,5","RMUX55(+0,+1)->RMUX31","19","2","afexe_bitgen_20260919"
"RMUX57@19,6->RMUX45@19,6","RMUX57(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX57@19,6->RMUX34@19,7","RMUX57(+0,-1)->RMUX34","19","2","afexe_bitgen_20260919"
"RMUX57@19,6->RMUX38@19,7","RMUX57(+0,-1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX67@19,6->RMUX72@19,6","RMUX67(+0,+0)->RMUX72","19","2","afexe_bitgen_20260919"
"RMUX67@19,6->RMUX94@19,7","RMUX67(+0,-1)->RMUX94","19","2","afexe_bitgen_20260919"
"RMUX68@19,6->RMUX80@18,6","RMUX68(+1,+0)->RMUX80","18","2","afexe_bitgen_20260919"
"RMUX68@19,6->RMUX85@18,6","RMUX68(+1,+0)->RMUX85","18","2","afexe_bitgen_20260919"
"RMUX69@19,6->RMUX93@19,5","RMUX69(+0,+1)->RMUX93","19","2","afexe_bitgen_20260919"
"RMUX73@19,6->RMUX1@19,6","RMUX73(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX73@19,6->RMUX0@19,8","RMUX73(+0,-2)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX75@19,6->RMUX10@19,5","RMUX75(+0,+1)->RMUX10","19","2","afexe_bitgen_20260919"
"RMUX80@19,6->RMUX26@19,8","RMUX80(+0,-2)->RMUX26","19","2","afexe_bitgen_20260919"
"RMUX86@19,6->RMUX50@20,6","RMUX86(-1,+0)->RMUX50","20","2","afexe_bitgen_20260919"
"RMUX91@19,6->RMUX72@18,6","RMUX91(+1,+0)->RMUX72","18","2","afexe_bitgen_20260919"
"RMUX91@19,6->RMUX89@18,6","RMUX91(+1,+0)->RMUX89","18","2","afexe_bitgen_20260919"
"RMUX92@19,6->RMUX81@19,6","RMUX92(+0,+0)->RMUX81","19","2","afexe_bitgen_20260919"
"RMUX2@19,7->RMUX18@19,6","RMUX2(+0,+1)->RMUX18","19","2","afexe_bitgen_20260919"
"RMUX3@19,7->RMUX15@19,7","RMUX3(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX7@19,7->RMUX25@19,7","RMUX7(+0,+0)->RMUX25","19","2","afexe_bitgen_20260919"
"RMUX8@19,7->RMUX26@18,7","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,7->RMUX27@18,7","RMUX8(+1,+0)->RMUX27","18","2","afexe_bitgen_20260919"
"RMUX8@19,7->RMUX33@18,7","RMUX8(+1,+0)->RMUX33","18","2","afexe_bitgen_20260919"
"RMUX8@19,7->RMUX37@18,7","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,7->RMUX38@19,6","RMUX9(+0,+1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,7->RMUX61@19,8","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,7->RMUX63@18,7","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
"RMUX19@19,7->RMUX88@19,6","RMUX19(+0,+1)->RMUX88","19","2","afexe_bitgen_20260919"
"RMUX19@19,7->RMUX89@19,6","RMUX19(+0,+1)->RMUX89","19","2","afexe_bitgen_20260919"
"RMUX19@19,7->RMUX95@19,6","RMUX19(+0,+1)->RMUX95","19","2","afexe_bitgen_20260919"
"RMUX25@19,7->RMUX0@19,4","RMUX25(+0,+3)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,7->RMUX0@19,7","RMUX25(+0,+0)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,7->RMUX1@19,7","RMUX25(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX27@19,7->RMUX4@19,8","RMUX27(+0,-1)->RMUX4","19","2","afexe_bitgen_20260919"
"RMUX27@19,7->RMUX11@19,8","RMUX27(+0,-1)->RMUX11","19","2","afexe_bitgen_20260919"
"RMUX27@19,7->RMUX15@19,8","RMUX27(+0,-1)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX37@19,7->RMUX48@19,9","RMUX37(+0,-2)->RMUX48","19","2","afexe_bitgen_20260919"
"RMUX38@19,7->RMUX50@18,7","RMUX38(+1,+0)->RMUX50","18","2","afexe_bitgen_20260919"
"RMUX39@19,7->RMUX52@19,6","RMUX39(+0,+1)->RMUX52","19","2","afexe_bitgen_20260919"
"RMUX39@19,7->RMUX53@19,6","RMUX39(+0,+1)->RMUX53","19","2","afexe_bitgen_20260919"
"RMUX39@19,7->RMUX58@19,6","RMUX39(+0,+1)->RMUX58","19","2","afexe_bitgen_20260919"
"RMUX44@19,7->RMUX85@19,7","RMUX44(+0,+0)->RMUX85","19","2","afexe_bitgen_20260919"
"RMUX45@19,7->RMUX86@18,7","RMUX45(+1,+0)->RMUX86","18","2","afexe_bitgen_20260919"
"RMUX49@19,7->RMUX7@20,7","RMUX49(-1,+0)->RMUX7","20","2","afexe_bitgen_20260919"
"RMUX51@19,7->RMUX15@19,7","RMUX51(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX55@19,7->RMUX24@19,5","RMUX55(+0,+2)->RMUX24","19","2","afexe_bitgen_20260919"
"RMUX55@19,7->RMUX31@19,6","RMUX55(+0,+1)->RMUX31","19","2","afexe_bitgen_20260919"
"RMUX57@19,7->RMUX45@19,7","RMUX57(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX57@19,7->RMUX34@19,8","RMUX57(+0,-1)->RMUX34","19","2","afexe_bitgen_20260919"
"RMUX57@19,7->RMUX38@19,8","RMUX57(+0,-1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX67@19,7->RMUX72@19,7","RMUX67(+0,+0)->RMUX72","19","2","afexe_bitgen_20260919"
"RMUX67@19,7->RMUX94@19,8","RMUX67(+0,-1)->RMUX94","19","2","afexe_bitgen_20260919"
"RMUX68@19,7->RMUX80@18,7","RMUX68(+1,+0)->RMUX80","18","2","afexe_bitgen_20260919"
"RMUX68@19,7->RMUX85@18,7","RMUX68(+1,+0)->RMUX85","18","2","afexe_bitgen_20260919"
"RMUX69@19,7->RMUX93@19,6","RMUX69(+0,+1)->RMUX93","19","2","afexe_bitgen_20260919"
"RMUX73@19,7->RMUX1@19,7","RMUX73(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX73@19,7->RMUX0@19,9","RMUX73(+0,-2)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX75@19,7->RMUX10@19,6","RMUX75(+0,+1)->RMUX10","19","2","afexe_bitgen_20260919"
"RMUX80@19,7->RMUX26@19,9","RMUX80(+0,-2)->RMUX26","19","2","afexe_bitgen_20260919"
"RMUX86@19,7->RMUX50@20,7","RMUX86(-1,+0)->RMUX50","20","2","afexe_bitgen_20260919"
"RMUX91@19,7->RMUX72@18,7","RMUX91(+1,+0)->RMUX72","18","2","afexe_bitgen_20260919"
"RMUX91@19,7->RMUX89@18,7","RMUX91(+1,+0)->RMUX89","18","2","afexe_bitgen_20260919"
"RMUX92@19,7->RMUX81@19,7","RMUX92(+0,+0)->RMUX81","19","2","afexe_bitgen_20260919"
"RMUX2@19,8->RMUX18@19,7","RMUX2(+0,+1)->RMUX18","19","2","afexe_bitgen_20260919"
"RMUX3@19,8->RMUX15@19,8","RMUX3(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX7@19,8->RMUX25@19,8","RMUX7(+0,+0)->RMUX25","19","2","afexe_bitgen_20260919"
"RMUX8@19,8->RMUX26@18,8","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,8->RMUX27@18,8","RMUX8(+1,+0)->RMUX27","18","2","afexe_bitgen_20260919"
"RMUX8@19,8->RMUX37@18,8","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,8->RMUX38@19,8","RMUX9(+0,+0)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,8->RMUX61@19,9","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,8->RMUX63@18,8","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
"RMUX19@19,8->RMUX88@19,7","RMUX19(+0,+1)->RMUX88","19","2","afexe_bitgen_20260919"
"RMUX19@19,8->RMUX89@19,7","RMUX19(+0,+1)->RMUX89","19","2","afexe_bitgen_20260919"
"RMUX19@19,8->RMUX95@19,7","RMUX19(+0,+1)->RMUX95","19","2","afexe_bitgen_20260919"
"RMUX25@19,8->RMUX0@19,5","RMUX25(+0,+3)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,8->RMUX0@19,8","RMUX25(+0,+0)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,8->RMUX1@19,8","RMUX25(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX27@19,8->RMUX4@19,9","RMUX27(+0,-1)->RMUX4","19","2","afexe_bitgen_20260919"
"RMUX27@19,8->RMUX11@19,9","RMUX27(+0,-1)->RMUX11","19","2","afexe_bitgen_20260919"
"RMUX27@19,8->RMUX15@19,9","RMUX27(+0,-1)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX32@19,8->RMUX33@19,6","RMUX32(+0,+2)->RMUX33","19","2","afexe_bitgen_20260919"
"RMUX37@19,8->RMUX48@19,10","RMUX37(+0,-2)->RMUX48","19","2","afexe_bitgen_20260919"
"RMUX38@19,8->RMUX50@18,8","RMUX38(+1,+0)->RMUX50","18","2","afexe_bitgen_20260919"
"RMUX39@19,8->RMUX52@19,7","RMUX39(+0,+1)->RMUX52","19","2","afexe_bitgen_20260919"
"RMUX39@19,8->RMUX53@19,7","RMUX39(+0,+1)->RMUX53","19","2","afexe_bitgen_20260919"
"RMUX39@19,8->RMUX58@19,7","RMUX39(+0,+1)->RMUX58","19","2","afexe_bitgen_20260919"
"RMUX45@19,8->RMUX86@18,8","RMUX45(+1,+0)->RMUX86","18","2","afexe_bitgen_20260919"
"RMUX49@19,8->RMUX7@20,8","RMUX49(-1,+0)->RMUX7","20","2","afexe_bitgen_20260919"
"RMUX51@19,8->RMUX15@19,8","RMUX51(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX55@19,8->RMUX24@19,6","RMUX55(+0,+2)->RMUX24","19","2","afexe_bitgen_20260919"
"RMUX57@19,8->RMUX45@19,8","RMUX57(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX57@19,8->RMUX34@19,9","RMUX57(+0,-1)->RMUX34","19","2","afexe_bitgen_20260919"
"RMUX57@19,8->RMUX38@19,9","RMUX57(+0,-1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX67@19,8->RMUX72@19,8","RMUX67(+0,+0)->RMUX72","19","2","afexe_bitgen_20260919"
"RMUX67@19,8->RMUX94@19,9","RMUX67(+0,-1)->RMUX94","19","2","afexe_bitgen_20260919"
"RMUX68@19,8->RMUX80@18,8","RMUX68(+1,+0)->RMUX80","18","2","afexe_bitgen_20260919"
"RMUX68@19,8->RMUX85@18,8","RMUX68(+1,+0)->RMUX85","18","2","afexe_bitgen_20260919"
"RMUX69@19,8->RMUX93@19,7","RMUX69(+0,+1)->RMUX93","19","2","afexe_bitgen_20260919"
"RMUX73@19,8->RMUX1@19,8","RMUX73(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX73@19,8->RMUX0@19,10","RMUX73(+0,-2)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX75@19,8->RMUX10@19,7","RMUX75(+0,+1)->RMUX10","19","2","afexe_bitgen_20260919"
"RMUX80@19,8->RMUX26@19,10","RMUX80(+0,-2)->RMUX26","19","2","afexe_bitgen_20260919"
"RMUX86@19,8->RMUX50@20,8","RMUX86(-1,+0)->RMUX50","20","2","afexe_bitgen_20260919"
"RMUX91@19,8->RMUX72@18,8","RMUX91(+1,+0)->RMUX72","18","2","afexe_bitgen_20260919"
"RMUX91@19,8->RMUX89@18,8","RMUX91(+1,+0)->RMUX89","18","2","afexe_bitgen_20260919"
"RMUX92@19,8->RMUX81@19,8","RMUX92(+0,+0)->RMUX81","19","2","afexe_bitgen_20260919"
"RMUX2@19,9->RMUX18@19,8","RMUX2(+0,+1)->RMUX18","19","2","afexe_bitgen_20260919"
"RMUX3@19,9->RMUX15@19,9","RMUX3(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX3@19,9->RMUX21@19,9","RMUX3(+0,+0)->RMUX21","19","2","afexe_bitgen_20260919"
"RMUX7@19,9->RMUX25@19,9","RMUX7(+0,+0)->RMUX25","19","2","afexe_bitgen_20260919"
"RMUX8@19,9->RMUX26@18,9","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,9->RMUX33@18,9","RMUX8(+1,+0)->RMUX33","18","2","afexe_bitgen_20260919"
"RMUX8@19,9->RMUX37@18,9","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,9->RMUX38@19,8","RMUX9(+0,+1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX9@19,9->RMUX38@19,9","RMUX9(+0,+0)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,9->RMUX61@19,10","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,9->RMUX63@18,9","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
"RMUX19@19,9->RMUX88@19,8","RMUX19(+0,+1)->RMUX88","19","2","afexe_bitgen_20260919"
"RMUX19@19,9->RMUX89@19,8","RMUX19(+0,+1)->RMUX89","19","2","afexe_bitgen_20260919"
"RMUX19@19,9->RMUX95@19,8","RMUX19(+0,+1)->RMUX95","19","2","afexe_bitgen_20260919"
"RMUX25@19,9->RMUX0@19,6","RMUX25(+0,+3)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,9->RMUX0@19,9","RMUX25(+0,+0)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX25@19,9->RMUX1@19,9","RMUX25(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX27@19,9->RMUX4@19,10","RMUX27(+0,-1)->RMUX4","19","2","afexe_bitgen_20260919"
"RMUX27@19,9->RMUX11@19,10","RMUX27(+0,-1)->RMUX11","19","2","afexe_bitgen_20260919"
"RMUX27@19,9->RMUX15@19,10","RMUX27(+0,-1)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX32@19,9->RMUX33@19,7","RMUX32(+0,+2)->RMUX33","19","2","afexe_bitgen_20260919"
"RMUX33@19,9->RMUX45@19,9","RMUX33(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX37@19,9->RMUX48@19,11","RMUX37(+0,-2)->RMUX48","19","2","afexe_bitgen_20260919"
"RMUX38@19,9->RMUX50@18,9","RMUX38(+1,+0)->RMUX50","18","2","afexe_bitgen_20260919"
"RMUX39@19,9->RMUX52@19,8","RMUX39(+0,+1)->RMUX52","19","2","afexe_bitgen_20260919"
"RMUX39@19,9->RMUX53@19,8","RMUX39(+0,+1)->RMUX53","19","2","afexe_bitgen_20260919"
"RMUX39@19,9->RMUX58@19,8","RMUX39(+0,+1)->RMUX58","19","2","afexe_bitgen_20260919"
"RMUX44@19,9->RMUX85@19,9","RMUX44(+0,+0)->RMUX85","19","2","afexe_bitgen_20260919"
"RMUX45@19,9->RMUX86@18,9","RMUX45(+1,+0)->RMUX86","18","2","afexe_bitgen_20260919"
"RMUX49@19,9->RMUX7@20,9","RMUX49(-1,+0)->RMUX7","20","2","afexe_bitgen_20260919"
"RMUX51@19,9->RMUX15@19,9","RMUX51(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX55@19,9->RMUX24@19,7","RMUX55(+0,+2)->RMUX24","19","2","afexe_bitgen_20260919"
"RMUX55@19,9->RMUX31@19,8","RMUX55(+0,+1)->RMUX31","19","2","afexe_bitgen_20260919"
"RMUX57@19,9->RMUX45@19,9","RMUX57(+0,+0)->RMUX45","19","2","afexe_bitgen_20260919"
"RMUX57@19,9->RMUX34@19,10","RMUX57(+0,-1)->RMUX34","19","2","afexe_bitgen_20260919"
"RMUX57@19,9->RMUX38@19,10","RMUX57(+0,-1)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX67@19,9->RMUX72@19,9","RMUX67(+0,+0)->RMUX72","19","2","afexe_bitgen_20260919"
"RMUX67@19,9->RMUX94@19,10","RMUX67(+0,-1)->RMUX94","19","2","afexe_bitgen_20260919"
"RMUX68@19,9->RMUX80@18,9","RMUX68(+1,+0)->RMUX80","18","2","afexe_bitgen_20260919"
"RMUX68@19,9->RMUX85@18,9","RMUX68(+1,+0)->RMUX85","18","2","afexe_bitgen_20260919"
"RMUX69@19,9->RMUX93@19,8","RMUX69(+0,+1)->RMUX93","19","2","afexe_bitgen_20260919"
"RMUX73@19,9->RMUX1@19,9","RMUX73(+0,+0)->RMUX1","19","2","afexe_bitgen_20260919"
"RMUX73@19,9->RMUX0@19,11","RMUX73(+0,-2)->RMUX0","19","2","afexe_bitgen_20260919"
"RMUX75@19,9->RMUX10@19,8","RMUX75(+0,+1)->RMUX10","19","2","afexe_bitgen_20260919"
"RMUX80@19,9->RMUX26@19,11","RMUX80(+0,-2)->RMUX26","19","2","afexe_bitgen_20260919"
"RMUX86@19,9->RMUX50@20,9","RMUX86(-1,+0)->RMUX50","20","2","afexe_bitgen_20260919"
"RMUX91@19,9->RMUX72@18,9","RMUX91(+1,+0)->RMUX72","18","2","afexe_bitgen_20260919"
"RMUX91@19,9->RMUX89@18,9","RMUX91(+1,+0)->RMUX89","18","2","afexe_bitgen_20260919"
"RMUX92@19,9->RMUX81@19,9","RMUX92(+0,+0)->RMUX81","19","2","afexe_bitgen_20260919"
"RMUX2@19,10->RMUX18@19,9","RMUX2(+0,+1)->RMUX18","19","2","afexe_bitgen_20260919"
"RMUX3@19,10->RMUX15@19,10","RMUX3(+0,+0)->RMUX15","19","2","afexe_bitgen_20260919"
"RMUX7@19,10->RMUX25@19,10","RMUX7(+0,+0)->RMUX25","19","2","afexe_bitgen_20260919"
"RMUX8@19,10->RMUX26@18,10","RMUX8(+1,+0)->RMUX26","18","2","afexe_bitgen_20260919"
"RMUX8@19,10->RMUX37@18,10","RMUX8(+1,+0)->RMUX37","18","2","afexe_bitgen_20260919"
"RMUX9@19,10->RMUX38@19,10","RMUX9(+0,+0)->RMUX38","19","2","afexe_bitgen_20260919"
"RMUX14@19,10->RMUX61@19,11","RMUX14(+0,-1)->RMUX61","19","2","afexe_bitgen_20260919"
"RMUX15@19,10->RMUX63@18,10","RMUX15(+1,+0)->RMUX63","18","2","afexe_bitgen_20260919"
