"edge","template","column","routes","source"
"RMUX19@14,9->RMUX88@14,8","RMUX19(+0,+1)->RMUX88","14","2","afexe_bitgen_20260919"
"RMUX19@14,9->RMUX89@14,8","RMUX19(+0,+1)->RMUX89","14","2","afexe_bitgen_20260919"
"RMUX19@14,9->RMUX95@14,8","RMUX19(+0,+1)->RMUX95","14","2","afexe_bitgen_20260919"
"RMUX25@14,9->RMUX0@14,6","RMUX25(+0,+3)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX25@14,9->RMUX0@14,9","RMUX25(+0,+0)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX25@14,9->RMUX1@14,9","RMUX25(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX27@14,9->RMUX4@14,10","RMUX27(+0,-1)->RMUX4","14","2","afexe_bitgen_20260919"
"RMUX27@14,9->RMUX11@14,10","RMUX27(+0,-1)->RMUX11","14","2","afexe_bitgen_20260919"
"RMUX27@14,9->RMUX15@14,10","RMUX27(+0,-1)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX32@14,9->RMUX33@14,7","RMUX32(+0,+2)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX33@14,9->RMUX45@14,9","RMUX33(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX37@14,9->RMUX48@14,11","RMUX37(+0,-2)->RMUX48","14","2","afexe_bitgen_20260919"
"RMUX39@14,9->RMUX52@14,8","RMUX39(+0,+1)->RMUX52","14","2","afexe_bitgen_20260919"
"RMUX39@14,9->RMUX53@14,8","RMUX39(+0,+1)->RMUX53","14","2","afexe_bitgen_20260919"
"RMUX39@14,9->RMUX58@14,8","RMUX39(+0,+1)->RMUX58","14","2","afexe_bitgen_20260919"
"RMUX44@14,9->RMUX85@14,9","RMUX44(+0,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX51@14,9->RMUX15@14,9","RMUX51(+0,+0)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX55@14,9->RMUX24@14,7","RMUX55(+0,+2)->RMUX24","14","2","afexe_bitgen_20260919"
"RMUX55@14,9->RMUX31@14,8","RMUX55(+0,+1)->RMUX31","14","2","afexe_bitgen_20260919"
"RMUX57@14,9->RMUX45@14,9","RMUX57(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX57@14,9->RMUX34@14,10","RMUX57(+0,-1)->RMUX34","14","2","afexe_bitgen_20260919"
"RMUX57@14,9->RMUX38@14,10","RMUX57(+0,-1)->RMUX38","14","2","afexe_bitgen_20260919"
"RMUX67@14,9->RMUX72@14,9","RMUX67(+0,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX67@14,9->RMUX94@14,10","RMUX67(+0,-1)->RMUX94","14","2","afexe_bitgen_20260919"
"RMUX69@14,9->RMUX93@14,8","RMUX69(+0,+1)->RMUX93","14","2","afexe_bitgen_20260919"
"RMUX73@14,9->RMUX1@14,9","RMUX73(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX73@14,9->RMUX0@14,11","RMUX73(+0,-2)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX75@14,9->RMUX10@14,8","RMUX75(+0,+1)->RMUX10","14","2","afexe_bitgen_20260919"
"RMUX80@14,9->RMUX26@14,11","RMUX80(+0,-2)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX92@14,9->RMUX81@14,9","RMUX92(+0,+0)->RMUX81","14","2","afexe_bitgen_20260919"
"RMUX2@14,10->RMUX18@14,9","RMUX2(+0,+1)->RMUX18","14","2","afexe_bitgen_20260919"
"RMUX7@14,10->RMUX25@14,10","RMUX7(+0,+0)->RMUX25","14","2","afexe_bitgen_20260919"
"RMUX9@14,10->RMUX38@14,9","RMUX9(+0,+1)->RMUX38","14","2","afexe_bitgen_20260919"
"RMUX14@14,10->RMUX61@14,11","RMUX14(+0,-1)->RMUX61","14","2","afexe_bitgen_20260919"
"RMUX19@14,10->RMUX88@14,9","RMUX19(+0,+1)->RMUX88","14","2","afexe_bitgen_20260919"
"RMUX19@14,10->RMUX89@14,9","RMUX19(+0,+1)->RMUX89","14","2","afexe_bitgen_20260919"
"RMUX19@14,10->RMUX95@14,9","RMUX19(+0,+1)->RMUX95","14","2","afexe_bitgen_20260919"
"RMUX25@14,10->RMUX0@14,7","RMUX25(+0,+3)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX25@14,10->RMUX0@14,10","RMUX25(+0,+0)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX25@14,10->RMUX1@14,10","RMUX25(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX27@14,10->RMUX4@14,11","RMUX27(+0,-1)->RMUX4","14","2","afexe_bitgen_20260919"
"RMUX27@14,10->RMUX11@14,11","RMUX27(+0,-1)->RMUX11","14","2","afexe_bitgen_20260919"
"RMUX27@14,10->RMUX15@14,11","RMUX27(+0,-1)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX32@14,10->RMUX33@14,8","RMUX32(+0,+2)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX33@14,10->RMUX45@14,10","RMUX33(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX37@14,10->RMUX48@14,12","RMUX37(+0,-2)->RMUX48","14","2","afexe_bitgen_20260919"
"RMUX39@14,10->RMUX52@14,9","RMUX39(+0,+1)->RMUX52","14","2","afexe_bitgen_20260919"
"RMUX39@14,10->RMUX53@14,9","RMUX39(+0,+1)->RMUX53","14","2","afexe_bitgen_20260919"
"RMUX39@14,10->RMUX58@14,9","RMUX39(+0,+1)->RMUX58","14","2","afexe_bitgen_20260919"
"RMUX44@14,10->RMUX85@14,10","RMUX44(+0,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX51@14,10->RMUX15@14,10","RMUX51(+0,+0)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX55@14,10->RMUX24@14,8","RMUX55(+0,+2)->RMUX24","14","2","afexe_bitgen_20260919"
"RMUX55@14,10->RMUX31@14,9","RMUX55(+0,+1)->RMUX31","14","2","afexe_bitgen_20260919"
"RMUX57@14,10->RMUX45@14,10","RMUX57(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX57@14,10->RMUX34@14,11","RMUX57(+0,-1)->RMUX34","14","2","afexe_bitgen_20260919"
"RMUX67@14,10->RMUX72@14,10","RMUX67(+0,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX67@14,10->RMUX94@14,11","RMUX67(+0,-1)->RMUX94","14","2","afexe_bitgen_20260919"
"RMUX69@14,10->RMUX93@14,9","RMUX69(+0,+1)->RMUX93","14","2","afexe_bitgen_20260919"
"RMUX73@14,10->RMUX1@14,10","RMUX73(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX73@14,10->RMUX0@14,12","RMUX73(+0,-2)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX75@14,10->RMUX10@14,9","RMUX75(+0,+1)->RMUX10","14","2","afexe_bitgen_20260919"
"RMUX80@14,10->RMUX26@14,12","RMUX80(+0,-2)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX86@14,10->RMUX50@15,10","RMUX86(-1,+0)->RMUX50","15","2","afexe_bitgen_20260919"
"RMUX92@14,10->RMUX81@14,10","RMUX92(+0,+0)->RMUX81","14","2","afexe_bitgen_20260919"
"RMUX3@14,11->RMUX15@14,11","RMUX3(+0,+0)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX7@14,11->RMUX25@14,11","RMUX7(+0,+0)->RMUX25","14","2","afexe_bitgen_20260919"
"RMUX14@14,11->RMUX61@14,12","RMUX14(+0,-1)->RMUX61","14","2","afexe_bitgen_20260919"
"RMUX25@14,11->RMUX0@14,8","RMUX25(+0,+3)->RMUX0","14","2","afexe_bitgen_20260919"
"RMUX27@14,11->RMUX4@14,12","RMUX27(+0,-1)->RMUX4","14","2","afexe_bitgen_20260919"
"RMUX27@14,11->RMUX11@14,12","RMUX27(+0,-1)->RMUX11","14","2","afexe_bitgen_20260919"
"RMUX27@14,11->RMUX15@14,12","RMUX27(+0,-1)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX32@14,11->RMUX33@14,9","RMUX32(+0,+2)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX33@14,11->RMUX45@14,11","RMUX33(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX44@14,11->RMUX85@14,11","RMUX44(+0,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX49@14,11->RMUX7@15,11","RMUX49(-1,+0)->RMUX7","15","2","afexe_bitgen_20260919"
"RMUX51@14,11->RMUX15@14,11","RMUX51(+0,+0)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX55@14,11->RMUX24@14,9","RMUX55(+0,+2)->RMUX24","14","2","afexe_bitgen_20260919"
"RMUX57@14,11->RMUX45@14,11","RMUX57(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX57@14,11->RMUX34@14,12","RMUX57(+0,-1)->RMUX34","14","2","afexe_bitgen_20260919"
"RMUX57@14,11->RMUX38@14,12","RMUX57(+0,-1)->RMUX38","14","2","afexe_bitgen_20260919"
"RMUX67@14,11->RMUX72@14,11","RMUX67(+0,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX67@14,11->RMUX94@14,12","RMUX67(+0,-1)->RMUX94","14","2","afexe_bitgen_20260919"
"RMUX73@14,11->RMUX1@14,11","RMUX73(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX86@14,11->RMUX50@15,11","RMUX86(-1,+0)->RMUX50","15","2","afexe_bitgen_20260919"
"RMUX3@14,12->RMUX15@14,12","RMUX3(+0,+0)->RMUX15","14","2","afexe_bitgen_20260919"
"RMUX7@14,12->RMUX25@14,12","RMUX7(+0,+0)->RMUX25","14","2","afexe_bitgen_20260919"
"RMUX32@14,12->RMUX33@14,10","RMUX32(+0,+2)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX33@14,12->RMUX45@14,12","RMUX33(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX44@14,12->RMUX85@14,12","RMUX44(+0,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX49@14,12->RMUX7@15,12","RMUX49(-1,+0)->RMUX7","15","2","afexe_bitgen_20260919"
"RMUX57@14,12->RMUX45@14,12","RMUX57(+0,+0)->RMUX45","14","2","afexe_bitgen_20260919"
"RMUX67@14,12->RMUX72@14,12","RMUX67(+0,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX73@14,12->RMUX1@14,12","RMUX73(+0,+0)->RMUX1","14","2","afexe_bitgen_20260919"
"RMUX75@14,12->RMUX10@14,11","RMUX75(+0,+1)->RMUX10","14","2","afexe_bitgen_20260919"
"RMUX86@14,12->RMUX50@15,12","RMUX86(-1,+0)->RMUX50","15","2","afexe_bitgen_20260919"
"RMUX3@15,1->RMUX15@15,1","RMUX3(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX3@15,1->RMUX21@15,1","RMUX3(+0,+0)->RMUX21","15","2","afexe_bitgen_20260919"
"RMUX8@15,1->RMUX26@14,1","RMUX8(+1,+0)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX8@15,1->RMUX27@14,1","RMUX8(+1,+0)->RMUX27","14","2","afexe_bitgen_20260919"
"RMUX8@15,1->RMUX33@14,1","RMUX8(+1,+0)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX8@15,1->RMUX37@14,1","RMUX8(+1,+0)->RMUX37","14","2","afexe_bitgen_20260919"
"RMUX9@15,1->RMUX38@15,1","RMUX9(+0,+0)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX14@15,1->RMUX61@15,2","RMUX14(+0,-1)->RMUX61","15","2","afexe_bitgen_20260919"
"RMUX15@15,1->RMUX63@14,1","RMUX15(+1,+0)->RMUX63","14","2","afexe_bitgen_20260919"
"RMUX25@15,1->RMUX0@15,1","RMUX25(+0,+0)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX25@15,1->RMUX1@15,1","RMUX25(+0,+0)->RMUX1","15","2","afexe_bitgen_20260919"
"RMUX27@15,1->RMUX4@15,2","RMUX27(+0,-1)->RMUX4","15","2","afexe_bitgen_20260919"
"RMUX27@15,1->RMUX11@15,2","RMUX27(+0,-1)->RMUX11","15","2","afexe_bitgen_20260919"
"RMUX27@15,1->RMUX15@15,2","RMUX27(+0,-1)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX33@15,1->RMUX45@15,1","RMUX33(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX38@15,1->RMUX50@14,1","RMUX38(+1,+0)->RMUX50","14","2","afexe_bitgen_20260919"
"RMUX44@15,1->RMUX85@15,1","RMUX44(+0,+0)->RMUX85","15","2","afexe_bitgen_20260919"
"RMUX45@15,1->RMUX86@14,1","RMUX45(+1,+0)->RMUX86","14","2","afexe_bitgen_20260919"
"RMUX49@15,1->RMUX7@16,1","RMUX49(-1,+0)->RMUX7","16","2","afexe_bitgen_20260919"
"RMUX51@15,1->RMUX15@15,1","RMUX51(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX57@15,1->RMUX45@15,1","RMUX57(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX57@15,1->RMUX34@15,2","RMUX57(+0,-1)->RMUX34","15","2","afexe_bitgen_20260919"
"RMUX57@15,1->RMUX38@15,2","RMUX57(+0,-1)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX68@15,1->RMUX80@14,1","RMUX68(+1,+0)->RMUX80","14","2","afexe_bitgen_20260919"
"RMUX68@15,1->RMUX85@14,1","RMUX68(+1,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX80@15,1->RMUX26@15,3","RMUX80(+0,-2)->RMUX26","15","2","afexe_bitgen_20260919"
"RMUX86@15,1->RMUX50@16,1","RMUX86(-1,+0)->RMUX50","16","2","afexe_bitgen_20260919"
"RMUX91@15,1->RMUX72@14,1","RMUX91(+1,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX91@15,1->RMUX89@14,1","RMUX91(+1,+0)->RMUX89","14","2","afexe_bitgen_20260919"
"RMUX92@15,1->RMUX81@15,1","RMUX92(+0,+0)->RMUX81","15","2","afexe_bitgen_20260919"
"RMUX2@15,2->RMUX18@15,1","RMUX2(+0,+1)->RMUX18","15","2","afexe_bitgen_20260919"
"RMUX3@15,2->RMUX15@15,2","RMUX3(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX3@15,2->RMUX21@15,2","RMUX3(+0,+0)->RMUX21","15","2","afexe_bitgen_20260919"
"RMUX8@15,2->RMUX26@14,2","RMUX8(+1,+0)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX8@15,2->RMUX27@14,2","RMUX8(+1,+0)->RMUX27","14","2","afexe_bitgen_20260919"
"RMUX8@15,2->RMUX33@14,2","RMUX8(+1,+0)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX8@15,2->RMUX37@14,2","RMUX8(+1,+0)->RMUX37","14","2","afexe_bitgen_20260919"
"RMUX9@15,2->RMUX38@15,1","RMUX9(+0,+1)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX9@15,2->RMUX38@15,2","RMUX9(+0,+0)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX15@15,2->RMUX63@14,2","RMUX15(+1,+0)->RMUX63","14","2","afexe_bitgen_20260919"
"RMUX19@15,2->RMUX88@15,1","RMUX19(+0,+1)->RMUX88","15","2","afexe_bitgen_20260919"
"RMUX19@15,2->RMUX89@15,1","RMUX19(+0,+1)->RMUX89","15","2","afexe_bitgen_20260919"
"RMUX19@15,2->RMUX95@15,1","RMUX19(+0,+1)->RMUX95","15","2","afexe_bitgen_20260919"
"RMUX25@15,2->RMUX0@15,2","RMUX25(+0,+0)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX25@15,2->RMUX1@15,2","RMUX25(+0,+0)->RMUX1","15","2","afexe_bitgen_20260919"
"RMUX33@15,2->RMUX45@15,2","RMUX33(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX37@15,2->RMUX48@15,4","RMUX37(+0,-2)->RMUX48","15","2","afexe_bitgen_20260919"
"RMUX38@15,2->RMUX50@14,2","RMUX38(+1,+0)->RMUX50","14","2","afexe_bitgen_20260919"
"RMUX39@15,2->RMUX52@15,1","RMUX39(+0,+1)->RMUX52","15","2","afexe_bitgen_20260919"
"RMUX39@15,2->RMUX53@15,1","RMUX39(+0,+1)->RMUX53","15","2","afexe_bitgen_20260919"
"RMUX39@15,2->RMUX58@15,1","RMUX39(+0,+1)->RMUX58","15","2","afexe_bitgen_20260919"
"RMUX45@15,2->RMUX86@14,2","RMUX45(+1,+0)->RMUX86","14","2","afexe_bitgen_20260919"
"RMUX49@15,2->RMUX7@16,2","RMUX49(-1,+0)->RMUX7","16","2","afexe_bitgen_20260919"
"RMUX51@15,2->RMUX15@15,2","RMUX51(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX55@15,2->RMUX31@15,1","RMUX55(+0,+1)->RMUX31","15","2","afexe_bitgen_20260919"
"RMUX68@15,2->RMUX80@14,2","RMUX68(+1,+0)->RMUX80","14","2","afexe_bitgen_20260919"
"RMUX68@15,2->RMUX85@14,2","RMUX68(+1,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX69@15,2->RMUX93@15,1","RMUX69(+0,+1)->RMUX93","15","2","afexe_bitgen_20260919"
"RMUX73@15,2->RMUX0@15,4","RMUX73(+0,-2)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX75@15,2->RMUX10@15,1","RMUX75(+0,+1)->RMUX10","15","2","afexe_bitgen_20260919"
"RMUX80@15,2->RMUX26@15,4","RMUX80(+0,-2)->RMUX26","15","2","afexe_bitgen_20260919"
"RMUX86@15,2->RMUX50@16,2","RMUX86(-1,+0)->RMUX50","16","2","afexe_bitgen_20260919"
"RMUX91@15,2->RMUX72@14,2","RMUX91(+1,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX91@15,2->RMUX89@14,2","RMUX91(+1,+0)->RMUX89","14","2","afexe_bitgen_20260919"
"RMUX92@15,2->RMUX81@15,2","RMUX92(+0,+0)->RMUX81","15","2","afexe_bitgen_20260919"
"RMUX2@15,3->RMUX18@15,2","RMUX2(+0,+1)->RMUX18","15","2","afexe_bitgen_20260919"
"RMUX3@15,3->RMUX15@15,3","RMUX3(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX3@15,3->RMUX21@15,3","RMUX3(+0,+0)->RMUX21","15","2","afexe_bitgen_20260919"
"RMUX7@15,3->RMUX25@15,3","RMUX7(+0,+0)->RMUX25","15","2","afexe_bitgen_20260919"
"RMUX8@15,3->RMUX26@14,3","RMUX8(+1,+0)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX8@15,3->RMUX27@14,3","RMUX8(+1,+0)->RMUX27","14","2","afexe_bitgen_20260919"
"RMUX8@15,3->RMUX33@14,3","RMUX8(+1,+0)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX8@15,3->RMUX37@14,3","RMUX8(+1,+0)->RMUX37","14","2","afexe_bitgen_20260919"
"RMUX9@15,3->RMUX38@15,2","RMUX9(+0,+1)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX9@15,3->RMUX38@15,3","RMUX9(+0,+0)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX15@15,3->RMUX63@14,3","RMUX15(+1,+0)->RMUX63","14","2","afexe_bitgen_20260919"
"RMUX19@15,3->RMUX88@15,2","RMUX19(+0,+1)->RMUX88","15","2","afexe_bitgen_20260919"
"RMUX19@15,3->RMUX89@15,2","RMUX19(+0,+1)->RMUX89","15","2","afexe_bitgen_20260919"
"RMUX19@15,3->RMUX95@15,2","RMUX19(+0,+1)->RMUX95","15","2","afexe_bitgen_20260919"
"RMUX25@15,3->RMUX0@15,3","RMUX25(+0,+0)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX25@15,3->RMUX1@15,3","RMUX25(+0,+0)->RMUX1","15","2","afexe_bitgen_20260919"
"RMUX27@15,3->RMUX4@15,4","RMUX27(+0,-1)->RMUX4","15","2","afexe_bitgen_20260919"
"RMUX27@15,3->RMUX11@15,4","RMUX27(+0,-1)->RMUX11","15","2","afexe_bitgen_20260919"
"RMUX27@15,3->RMUX15@15,4","RMUX27(+0,-1)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX32@15,3->RMUX33@15,1","RMUX32(+0,+2)->RMUX33","15","2","afexe_bitgen_20260919"
"RMUX33@15,3->RMUX45@15,3","RMUX33(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX37@15,3->RMUX48@15,5","RMUX37(+0,-2)->RMUX48","15","2","afexe_bitgen_20260919"
"RMUX38@15,3->RMUX50@14,3","RMUX38(+1,+0)->RMUX50","14","2","afexe_bitgen_20260919"
"RMUX39@15,3->RMUX52@15,2","RMUX39(+0,+1)->RMUX52","15","2","afexe_bitgen_20260919"
"RMUX39@15,3->RMUX53@15,2","RMUX39(+0,+1)->RMUX53","15","2","afexe_bitgen_20260919"
"RMUX39@15,3->RMUX58@15,2","RMUX39(+0,+1)->RMUX58","15","2","afexe_bitgen_20260919"
"RMUX44@15,3->RMUX85@15,3","RMUX44(+0,+0)->RMUX85","15","2","afexe_bitgen_20260919"
"RMUX45@15,3->RMUX86@14,3","RMUX45(+1,+0)->RMUX86","14","2","afexe_bitgen_20260919"
"RMUX49@15,3->RMUX7@16,3","RMUX49(-1,+0)->RMUX7","16","2","afexe_bitgen_20260919"
"RMUX51@15,3->RMUX15@15,3","RMUX51(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX55@15,3->RMUX24@15,1","RMUX55(+0,+2)->RMUX24","15","2","afexe_bitgen_20260919"
"RMUX55@15,3->RMUX31@15,2","RMUX55(+0,+1)->RMUX31","15","2","afexe_bitgen_20260919"
"RMUX57@15,3->RMUX45@15,3","RMUX57(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX57@15,3->RMUX34@15,4","RMUX57(+0,-1)->RMUX34","15","2","afexe_bitgen_20260919"
"RMUX57@15,3->RMUX38@15,4","RMUX57(+0,-1)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX67@15,3->RMUX72@15,3","RMUX67(+0,+0)->RMUX72","15","2","afexe_bitgen_20260919"
"RMUX67@15,3->RMUX94@15,4","RMUX67(+0,-1)->RMUX94","15","2","afexe_bitgen_20260919"
"RMUX68@15,3->RMUX80@14,3","RMUX68(+1,+0)->RMUX80","14","2","afexe_bitgen_20260919"
"RMUX68@15,3->RMUX85@14,3","RMUX68(+1,+0)->RMUX85","14","2","afexe_bitgen_20260919"
"RMUX69@15,3->RMUX93@15,2","RMUX69(+0,+1)->RMUX93","15","2","afexe_bitgen_20260919"
"RMUX73@15,3->RMUX1@15,3","RMUX73(+0,+0)->RMUX1","15","2","afexe_bitgen_20260919"
"RMUX73@15,3->RMUX0@15,5","RMUX73(+0,-2)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX75@15,3->RMUX10@15,2","RMUX75(+0,+1)->RMUX10","15","2","afexe_bitgen_20260919"
"RMUX80@15,3->RMUX26@15,5","RMUX80(+0,-2)->RMUX26","15","2","afexe_bitgen_20260919"
"RMUX86@15,3->RMUX50@16,3","RMUX86(-1,+0)->RMUX50","16","2","afexe_bitgen_20260919"
"RMUX91@15,3->RMUX72@14,3","RMUX91(+1,+0)->RMUX72","14","2","afexe_bitgen_20260919"
"RMUX91@15,3->RMUX89@14,3","RMUX91(+1,+0)->RMUX89","14","2","afexe_bitgen_20260919"
"RMUX92@15,3->RMUX81@15,3","RMUX92(+0,+0)->RMUX81","15","2","afexe_bitgen_20260919"
"RMUX2@15,4->RMUX18@15,3","RMUX2(+0,+1)->RMUX18","15","2","afexe_bitgen_20260919"
"RMUX3@15,4->RMUX15@15,4","RMUX3(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX3@15,4->RMUX21@15,4","RMUX3(+0,+0)->RMUX21","15","2","afexe_bitgen_20260919"
"RMUX7@15,4->RMUX25@15,4","RMUX7(+0,+0)->RMUX25","15","2","afexe_bitgen_20260919"
"RMUX8@15,4->RMUX26@14,4","RMUX8(+1,+0)->RMUX26","14","2","afexe_bitgen_20260919"
"RMUX8@15,4->RMUX27@14,4","RMUX8(+1,+0)->RMUX27","14","2","afexe_bitgen_20260919"
"RMUX8@15,4->RMUX33@14,4","RMUX8(+1,+0)->RMUX33","14","2","afexe_bitgen_20260919"
"RMUX8@15,4->RMUX37@14,4","RMUX8(+1,+0)->RMUX37","14","2","afexe_bitgen_20260919"
"RMUX9@15,4->RMUX38@15,3","RMUX9(+0,+1)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX9@15,4->RMUX38@15,4","RMUX9(+0,+0)->RMUX38","15","2","afexe_bitgen_20260919"
"RMUX14@15,4->RMUX61@15,5","RMUX14(+0,-1)->RMUX61","15","2","afexe_bitgen_20260919"
"RMUX19@15,4->RMUX88@15,3","RMUX19(+0,+1)->RMUX88","15","2","afexe_bitgen_20260919"
"RMUX19@15,4->RMUX89@15,3","RMUX19(+0,+1)->RMUX89","15","2","afexe_bitgen_20260919"
"RMUX19@15,4->RMUX95@15,3","RMUX19(+0,+1)->RMUX95","15","2","afexe_bitgen_20260919"
"RMUX25@15,4->RMUX0@15,1","RMUX25(+0,+3)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX25@15,4->RMUX0@15,4","RMUX25(+0,+0)->RMUX0","15","2","afexe_bitgen_20260919"
"RMUX25@15,4->RMUX1@15,4","RMUX25(+0,+0)->RMUX1","15","2","afexe_bitgen_20260919"
"RMUX27@15,4->RMUX4@15,5","RMUX27(+0,-1)->RMUX4","15","2","afexe_bitgen_20260919"
"RMUX27@15,4->RMUX11@15,5","RMUX27(+0,-1)->RMUX11","15","2","afexe_bitgen_20260919"
"RMUX27@15,4->RMUX15@15,5","RMUX27(+0,-1)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX32@15,4->RMUX33@15,2","RMUX32(+0,+2)->RMUX33","15","2","afexe_bitgen_20260919"
"RMUX33@15,4->RMUX45@15,4","RMUX33(+0,+0)->RMUX45","15","2","afexe_bitgen_20260919"
"RMUX37@15,4->RMUX48@15,6","RMUX37(+0,-2)->RMUX48","15","2","afexe_bitgen_20260919"
"RMUX38@15,4->RMUX50@14,4","RMUX38(+1,+0)->RMUX50","14","2","afexe_bitgen_20260919"
"RMUX39@15,4->RMUX52@15,3","RMUX39(+0,+1)->RMUX52","15","2","afexe_bitgen_20260919"
"RMUX39@15,4->RMUX53@15,3","RMUX39(+0,+1)->RMUX53","15","2","afexe_bitgen_20260919"
"RMUX39@15,4->RMUX58@15,3","RMUX39(+0,+1)->RMUX58","15","2","afexe_bitgen_20260919"
"RMUX44@15,4->RMUX85@15,4","RMUX44(+0,+0)->RMUX85","15","2","afexe_bitgen_20260919"
"RMUX45@15,4->RMUX86@14,4","RMUX45(+1,+0)->RMUX86","14","2","afexe_bitgen_20260919"
"RMUX49@15,4->RMUX7@16,4","RMUX49(-1,+0)->RMUX7","16","2","afexe_bitgen_20260919"
"RMUX51@15,4->RMUX15@15,4","RMUX51(+0,+0)->RMUX15","15","2","afexe_bitgen_20260919"
"RMUX55@15,4->RMUX24@15,2","RMUX55(+0,+2)->RMUX24","15","2","afexe_bitgen_20260919"
"RMUX55@15,4->RMUX31@15,3","RMUX55(+0,+1)->RMUX31","15","2","afexe_bitgen_20260919"
