src_res,src_x,src_y,dst_res,dst_x,dst_y,source
RMUX46,14,7,IMUX00,14,7,silicon_harvest
RMUX67,18,9,RMUX79,18,5,silicon_harvest
RMUX75,10,1,RMUX15,10,3,silicon_harvest
RMUX20,14,3,RMUX75,10,3,silicon_harvest
OMUX08,14,7,OMUX07,14,7,silicon_harvest
OMUX14,14,7,OMUX13,14,7,silicon_harvest
RMUX07,10,4,RMUX31,10,3,silicon_harvest
RMUX25,15,5,RMUX00,15,7,silicon_harvest
RMUX27,14,7,RMUX20,14,3,silicon_harvest
RMUX16,14,7,IMUX16,14,7,silicon_harvest
RMUX10,14,7,IMUX32,14,7,silicon_harvest
OMUX05,14,7,RMUX21,14,7,silicon_harvest
OMUX11,14,7,RMUX14,14,7,silicon_harvest
OMUX11,14,7,RMUX07,14,7,silicon_harvest
RMUX93,14,4,RMUX87,10,4,silicon_harvest
OMUX19,14,7,IMUX28,14,7,silicon_harvest
RMUX44,14,7,RMUX75,14,6,silicon_harvest
RMUX20,10,4,RMUX74,6,4,silicon_harvest
RMUX57,14,11,RMUX44,14,9,silicon_harvest
RMUX40,14,7,IMUX08,14,7,silicon_harvest
RMUX75,10,3,RMUX20,10,4,silicon_harvest
RMUX68,14,7,RMUX91,15,7,silicon_harvest
OMUX32,14,7,OMUX31,14,7,silicon_harvest
RMUX75,14,6,RMUX10,14,7,silicon_harvest
OMUX20,14,7,OMUX19,14,7,silicon_harvest
RMUX92,14,8,RMUX74,14,12,silicon_harvest
RMUX55,14,5,RMUX40,14,7,silicon_harvest
OMUX13,14,7,IMUX20,14,7,silicon_harvest
OMUX17,14,7,RMUX37,14,7,silicon_harvest
OMUX25,14,7,IMUX36,14,7,silicon_harvest
RMUX79,18,5,RMUX25,15,5,silicon_harvest
RMUX85,14,3,RMUX55,14,5,silicon_harvest
OMUX01,14,7,IMUX04,14,7,silicon_harvest
RMUX81,14,9,RMUX38,16,9,silicon_harvest
RMUX25,14,3,RMUX22,14,7,silicon_harvest
RMUX02,14,1,RMUX09,14,2,silicon_harvest
RMUX44,14,9,RMUX75,14,8,silicon_harvest
RMUX00,15,7,IMUX40,14,7,silicon_harvest
OMUX26,14,7,OMUX25,14,7,silicon_harvest
RMUX69,14,3,RMUX92,14,5,silicon_harvest
RMUX87,10,4,RMUX68,10,3,silicon_harvest
OMUX20,14,7,RMUX27,14,7,silicon_harvest
RMUX44,10,2,RMUX75,10,1,silicon_harvest
RMUX50,14,3,RMUX02,14,1,silicon_harvest
OMUX35,14,7,RMUX68,14,7,silicon_harvest
OMUX35,14,7,RMUX57,14,7,silicon_harvest
RMUX57,14,7,RMUX44,14,5,silicon_harvest
OMUX31,14,7,IMUX44,14,7,silicon_harvest
RMUX49,14,4,RMUX07,10,4,silicon_harvest
RMUX31,10,3,RMUX25,14,3,silicon_harvest
RMUX14,14,7,RMUX50,14,3,silicon_harvest
OMUX02,14,7,OMUX01,14,7,silicon_harvest
OMUX29,14,7,RMUX69,14,7,silicon_harvest
RMUX27,15,10,RMUX21,15,8,silicon_harvest
RMUX07,19,7,RMUX25,19,6,silicon_harvest
RMUX57,18,10,RMUX44,18,6,silicon_harvest
OMUX26,18,10,OMUX25,18,10,silicon_harvest
RMUX27,18,10,RMUX21,18,6,silicon_harvest
OMUX17,18,10,RMUX32,18,10,silicon_harvest
RMUX20,18,8,RMUX81,15,8,silicon_harvest
RMUX68,15,3,RMUX74,17,3,silicon_harvest
RMUX14,14,10,RMUX51,14,7,silicon_harvest
OMUX11,18,10,RMUX03,18,10,silicon_harvest
OMUX07,18,10,IMUX12,18,10,silicon_harvest
OMUX32,18,10,OMUX31,18,10,silicon_harvest
RMUX21,15,8,RMUX87,15,6,silicon_harvest
RMUX32,18,11,RMUX27,18,12,silicon_harvest
RMUX56,18,5,RMUX32,17,5,silicon_harvest
OMUX01,18,10,IMUX04,18,10,silicon_harvest
OMUX02,18,10,OMUX01,18,10,silicon_harvest
RMUX58,18,10,IMUX00,18,10,silicon_harvest
RMUX43,17,9,RMUX73,16,9,silicon_harvest
OMUX29,18,10,RMUX56,18,10,silicon_harvest
OMUX19,18,10,IMUX28,18,10,silicon_harvest
RMUX73,16,9,RMUX01,16,7,silicon_harvest
RMUX01,16,7,RMUX07,19,7,silicon_harvest
OMUX14,18,10,OMUX13,18,10,silicon_harvest
RMUX61,16,10,RMUX64,18,10,silicon_harvest
RMUX44,18,6,RMUX75,18,5,silicon_harvest
OMUX05,18,10,RMUX04,18,10,silicon_harvest
OMUX31,18,10,IMUX44,18,10,silicon_harvest
RMUX44,18,10,RMUX75,18,9,silicon_harvest
RMUX44,17,8,RMUX75,17,7,silicon_harvest
RMUX75,17,7,RMUX15,17,10,silicon_harvest
RMUX69,18,9,RMUX82,18,10,silicon_harvest
RMUX64,18,10,IMUX16,18,10,silicon_harvest
OMUX23,18,10,RMUX44,18,10,silicon_harvest
RMUX81,15,8,RMUX44,17,8,silicon_harvest
RMUX75,18,9,RMUX10,18,10,silicon_harvest
RMUX32,18,10,RMUX32,18,11,silicon_harvest
OMUX13,18,10,IMUX20,18,10,silicon_harvest
RMUX62,16,7,RMUX61,16,10,silicon_harvest
RMUX10,18,10,IMUX32,18,10,silicon_harvest
RMUX56,18,10,RMUX27,15,10,silicon_harvest
RMUX00,19,10,IMUX24,18,10,silicon_harvest
RMUX39,14,1,RMUX69,14,3,silicon_harvest
RMUX74,17,3,RMUX09,18,3,silicon_harvest
RMUX15,17,10,RMUX58,18,10,silicon_harvest
RMUX32,17,5,RMUX43,17,9,silicon_harvest
RMUX04,18,10,IMUX08,18,10,silicon_harvest
RMUX15,15,7,RMUX62,16,7,silicon_harvest
OMUX20,18,10,OMUX19,18,10,silicon_harvest
RMUX14,18,9,RMUX56,18,5,silicon_harvest
RMUX44,18,6,RMUX80,18,3,silicon_harvest
RMUX86,18,5,RMUX50,14,5,silicon_harvest
RMUX03,18,10,RMUX21,14,10,silicon_harvest
OMUX08,18,10,OMUX07,18,10,silicon_harvest
RMUX33,18,1,RMUX39,14,1,silicon_harvest
RMUX87,15,6,RMUX68,15,3,silicon_harvest
RMUX51,14,7,RMUX15,15,7,silicon_harvest
OMUX35,18,10,RMUX57,18,10,silicon_harvest
RMUX09,18,3,RMUX39,18,7,silicon_harvest
RMUX21,18,6,RMUX86,18,5,silicon_harvest
RMUX25,19,6,RMUX00,19,10,silicon_harvest
RMUX82,18,10,IMUX40,18,10,silicon_harvest
OMUX25,18,10,IMUX36,18,10,silicon_harvest
OMUX20,18,10,RMUX27,18,10,silicon_harvest
RMUX27,18,12,RMUX14,18,9,silicon_harvest
RMUX39,18,7,RMUX69,18,9,silicon_harvest
RMUX80,18,3,RMUX33,18,1,silicon_harvest
RMUX03,18,10,RMUX14,14,10,silicon_harvest
RMUX20,10,2,RMUX81,9,2,silicon_harvest
RMUX75,14,2,RMUX20,14,4,silicon_harvest
RMUX03,15,4,RMUX20,12,4,silicon_harvest
RMUX38,10,4,RMUX57,14,4,silicon_harvest
RMUX68,14,9,RMUX80,16,9,silicon_harvest
OMUX11,14,5,RMUX09,14,5,silicon_harvest
RMUX64,14,5,IMUX16,14,5,silicon_harvest
RMUX22,14,5,IMUX00,14,5,silicon_harvest
RMUX44,14,3,RMUX85,14,2,silicon_harvest
RMUX52,14,5,IMUX40,14,5,silicon_harvest
OMUX08,14,5,OMUX07,14,5,silicon_harvest
RMUX74,8,4,RMUX08,12,4,silicon_harvest
OMUX14,14,5,OMUX13,14,5,silicon_harvest
RMUX10,14,5,IMUX32,14,5,silicon_harvest
OMUX05,14,5,RMUX21,14,5,silicon_harvest
OMUX01,14,5,IMUX04,14,5,silicon_harvest
OMUX35,14,5,RMUX62,14,5,silicon_harvest
RMUX34,14,5,IMUX08,14,5,silicon_harvest
RMUX75,14,4,RMUX10,14,5,silicon_harvest
RMUX44,14,5,RMUX75,14,4,silicon_harvest
OMUX07,14,5,IMUX12,14,5,silicon_harvest
OMUX19,14,5,IMUX28,14,5,silicon_harvest
RMUX50,14,5,RMUX03,14,2,silicon_harvest
OMUX26,14,5,OMUX25,14,5,silicon_harvest
RMUX09,14,2,RMUX34,14,5,silicon_harvest
RMUX03,14,2,RMUX20,10,2,silicon_harvest
RMUX62,14,5,RMUX67,14,7,silicon_harvest
OMUX20,14,5,OMUX19,14,5,silicon_harvest
RMUX09,14,4,RMUX39,14,6,silicon_harvest
RMUX45,11,2,RMUX87,14,2,silicon_harvest
RMUX62,14,5,RMUX50,14,6,silicon_harvest
RMUX80,16,9,RMUX37,16,6,silicon_harvest
OMUX17,14,5,RMUX39,14,5,silicon_harvest
RMUX39,14,5,RMUX68,14,9,silicon_harvest
RMUX39,14,6,RMUX69,14,8,silicon_harvest
OMUX32,14,5,OMUX31,14,5,silicon_harvest
OMUX20,14,5,RMUX38,14,5,silicon_harvest
RMUX68,10,2,RMUX74,13,2,silicon_harvest
OMUX02,14,5,OMUX01,14,5,silicon_harvest
OMUX13,14,5,IMUX20,14,5,silicon_harvest
RMUX20,14,4,RMUX74,10,4,silicon_harvest
RMUX87,10,4,RMUX68,10,2,silicon_harvest
RMUX44,14,6,RMUX75,14,2,silicon_harvest
RMUX67,14,7,RMUX73,14,6,silicon_harvest
RMUX74,10,4,RMUX09,14,4,silicon_harvest
RMUX21,14,5,RMUX93,14,4,silicon_harvest
RMUX57,14,4,RMUX44,14,3,silicon_harvest
RMUX74,13,2,RMUX09,14,2,silicon_harvest
RMUX08,12,4,RMUX32,14,4,silicon_harvest
OMUX31,14,5,IMUX44,14,5,silicon_harvest
RMUX37,16,6,RMUX49,16,5,silicon_harvest
RMUX14,14,5,RMUX56,14,4,silicon_harvest
RMUX50,14,6,RMUX03,14,3,silicon_harvest
RMUX49,16,5,RMUX00,15,5,silicon_harvest
RMUX73,14,6,RMUX22,14,5,silicon_harvest
RMUX50,15,5,RMUX03,15,4,silicon_harvest
OMUX25,14,5,IMUX36,14,5,silicon_harvest
RMUX38,14,5,RMUX50,15,5,silicon_harvest
RMUX00,15,5,IMUX24,14,5,silicon_harvest
RMUX20,12,4,RMUX74,8,4,silicon_harvest
RMUX85,14,2,RMUX64,14,5,silicon_harvest
OMUX23,14,5,RMUX44,14,5,silicon_harvest
OMUX29,14,5,RMUX50,14,5,silicon_harvest
RMUX39,14,4,RMUX52,14,5,silicon_harvest
RMUX81,9,2,RMUX45,11,2,silicon_harvest
OMUX11,14,5,RMUX14,14,5,silicon_harvest
RMUX87,14,2,RMUX69,14,3,silicon_harvest
OMUX01,16,7,IMUX04,16,7,silicon_harvest
RMUX44,16,9,RMUX80,16,8,silicon_harvest
RMUX82,16,7,IMUX40,16,7,silicon_harvest
RMUX92,15,7,RMUX91,15,11,silicon_harvest
RMUX51,16,7,RMUX21,20,7,silicon_harvest
RMUX69,16,5,RMUX82,16,7,silicon_harvest
RMUX01,15,6,RMUX07,16,6,silicon_harvest
RMUX03,16,7,RMUX14,14,7,silicon_harvest
RMUX73,15,7,RMUX01,15,6,silicon_harvest
RMUX16,16,7,IMUX16,16,7,silicon_harvest
RMUX21,20,7,RMUX93,20,5,silicon_harvest
RMUX27,16,5,RMUX21,16,4,silicon_harvest
OMUX19,16,7,IMUX28,16,7,silicon_harvest
RMUX07,16,6,RMUX25,16,5,silicon_harvest
RMUX92,17,5,RMUX85,17,6,silicon_harvest
OMUX31,16,7,IMUX44,16,7,silicon_harvest
RMUX92,16,2,RMUX75,16,3,silicon_harvest
RMUX79,17,5,RMUX31,16,5,silicon_harvest
OMUX14,16,7,OMUX13,16,7,silicon_harvest
RMUX22,16,7,IMUX24,16,7,silicon_harvest
RMUX49,17,8,RMUX07,16,8,silicon_harvest
RMUX33,16,7,RMUX44,14,7,silicon_harvest
RMUX73,16,11,RMUX16,16,7,silicon_harvest
RMUX39,15,3,RMUX68,15,5,silicon_harvest
RMUX33,17,3,RMUX39,16,3,silicon_harvest
RMUX46,16,7,IMUX00,16,7,silicon_harvest
RMUX50,16,7,RMUX08,16,3,silicon_harvest
RMUX69,15,3,RMUX92,15,7,silicon_harvest
RMUX43,16,7,RMUX73,15,7,silicon_harvest
RMUX91,15,11,RMUX73,16,11,silicon_harvest
RMUX07,16,8,RMUX46,16,7,silicon_harvest
RMUX44,16,7,RMUX74,16,4,silicon_harvest
OMUX11,16,7,RMUX03,16,7,silicon_harvest
RMUX31,16,5,RMUX25,17,5,silicon_harvest
OMUX35,16,7,RMUX51,16,7,silicon_harvest
RMUX08,16,3,RMUX33,17,3,silicon_harvest
RMUX25,17,5,RMUX00,17,7,silicon_harvest
RMUX74,14,4,RMUX03,15,4,silicon_harvest
RMUX81,15,7,RMUX28,16,7,silicon_harvest
OMUX02,16,7,OMUX01,16,7,silicon_harvest
RMUX00,17,7,IMUX32,16,7,silicon_harvest
RMUX25,16,5,RMUX22,16,7,silicon_harvest
RMUX75,16,3,RMUX20,16,7,silicon_harvest
RMUX15,14,3,RMUX69,15,3,silicon_harvest
OMUX13,16,7,IMUX20,16,7,silicon_harvest
RMUX85,17,6,RMUX49,17,8,silicon_harvest
OMUX05,16,7,RMUX02,16,7,silicon_harvest
RMUX33,17,3,RMUX39,15,3,silicon_harvest
RMUX02,16,7,RMUX09,16,8,silicon_harvest
RMUX21,16,4,RMUX92,16,2,silicon_harvest
RMUX93,20,5,RMUX92,17,5,silicon_harvest
OMUX11,16,7,RMUX14,16,7,silicon_harvest
OMUX20,16,7,RMUX33,16,7,silicon_harvest
RMUX27,14,4,RMUX15,14,3,silicon_harvest
RMUX39,16,3,RMUX69,16,5,silicon_harvest
OMUX29,16,7,RMUX50,16,7,silicon_harvest
RMUX74,16,4,RMUX19,17,4,silicon_harvest
RMUX68,15,5,RMUX75,18,5,silicon_harvest
RMUX09,16,8,RMUX44,16,9,silicon_harvest
OMUX25,16,7,IMUX36,16,7,silicon_harvest
RMUX28,16,7,IMUX08,16,7,silicon_harvest
OMUX17,16,7,RMUX43,16,7,silicon_harvest
OMUX07,16,7,IMUX12,16,7,silicon_harvest
RMUX93,20,5,RMUX87,18,5,silicon_harvest
OMUX32,16,7,OMUX31,16,7,silicon_harvest
OMUX20,16,7,OMUX19,16,7,silicon_harvest
OMUX23,16,7,RMUX44,16,7,silicon_harvest
RMUX80,16,8,RMUX27,16,5,silicon_harvest
RMUX19,17,4,RMUX79,17,5,silicon_harvest
RMUX20,16,7,RMUX81,15,7,silicon_harvest
RMUX56,16,4,RMUX27,14,4,silicon_harvest
OMUX26,16,7,OMUX25,16,7,silicon_harvest
OMUX08,16,7,OMUX07,16,7,silicon_harvest
RMUX57,20,11,RMUX44,20,8,silicon_harvest
RMUX93,18,2,RMUX86,14,2,silicon_harvest
RMUX25,20,10,RMUX16,20,11,silicon_harvest
RMUX22,20,11,IMUX00,20,11,silicon_harvest
OMUX26,20,11,OMUX25,20,11,silicon_harvest
RMUX81,15,7,RMUX39,17,7,silicon_harvest
RMUX69,20,7,RMUX82,20,11,silicon_harvest
RMUX27,20,9,RMUX14,20,5,silicon_harvest
RMUX75,18,5,RMUX15,18,9,silicon_harvest
OMUX11,20,11,RMUX03,20,11,silicon_harvest
RMUX07,20,11,RMUX25,20,10,silicon_harvest
RMUX21,18,6,RMUX93,18,2,silicon_harvest
OMUX20,20,11,RMUX33,20,11,silicon_harvest
RMUX57,20,12,RMUX34,20,11,silicon_harvest
RMUX10,20,11,IMUX24,20,11,silicon_harvest
RMUX39,16,3,RMUX68,16,7,silicon_harvest
OMUX17,20,11,RMUX45,20,11,silicon_harvest
RMUX80,16,7,RMUX26,16,4,silicon_harvest
RMUX57,18,7,RMUX44,18,6,silicon_harvest
OMUX32,20,11,OMUX31,20,11,silicon_harvest
RMUX03,20,11,RMUX14,16,11,silicon_harvest
RMUX80,20,4,RMUX33,20,2,silicon_harvest
RMUX68,17,11,RMUX80,20,11,silicon_harvest
RMUX57,15,11,RMUX38,15,7,silicon_harvest
RMUX27,20,11,RMUX20,20,9,silicon_harvest
RMUX39,20,3,RMUX69,20,7,silicon_harvest
RMUX69,16,5,RMUX92,16,8,silicon_harvest
RMUX20,20,9,RMUX80,17,9,silicon_harvest
RMUX15,18,9,RMUX62,20,9,silicon_harvest
RMUX20,8,4,RMUX74,6,4,silicon_harvest
RMUX74,20,6,RMUX03,19,6,silicon_harvest
RMUX93,16,3,RMUX87,14,3,silicon_harvest
RMUX86,20,7,RMUX57,18,7,silicon_harvest
OMUX08,20,11,OMUX07,20,11,silicon_harvest
RMUX88,20,11,IMUX32,20,11,silicon_harvest
OMUX02,20,11,OMUX01,20,11,silicon_harvest
RMUX38,15,7,RMUX50,16,7,silicon_harvest
RMUX33,20,2,RMUX39,16,2,silicon_harvest
OMUX29,20,11,RMUX50,20,11,silicon_harvest
RMUX62,20,9,RMUX57,20,12,silicon_harvest
OMUX14,20,11,OMUX13,20,11,silicon_harvest
RMUX19,20,9,RMUX88,20,11,silicon_harvest
RMUX75,20,7,RMUX10,20,11,silicon_harvest
RMUX50,20,11,RMUX03,20,7,silicon_harvest
OMUX25,20,11,IMUX36,20,11,silicon_harvest
RMUX34,20,11,IMUX08,20,11,silicon_harvest
RMUX86,19,11,RMUX57,15,11,silicon_harvest
OMUX05,20,11,RMUX21,20,11,silicon_harvest
OMUX07,20,11,IMUX12,20,11,silicon_harvest
OMUX11,20,11,RMUX07,20,11,silicon_harvest
OMUX23,20,11,RMUX27,20,11,silicon_harvest
RMUX14,20,5,RMUX50,20,2,silicon_harvest
RMUX44,20,8,RMUX74,20,6,silicon_harvest
RMUX03,20,7,RMUX20,16,7,silicon_harvest
RMUX68,16,7,RMUX75,20,7,silicon_harvest
RMUX91,16,12,RMUX73,20,12,silicon_harvest
RMUX09,20,1,RMUX39,20,3,silicon_harvest
OMUX35,20,11,RMUX57,20,11,silicon_harvest
RMUX03,19,6,RMUX21,18,6,silicon_harvest
OMUX01,20,11,IMUX04,20,11,silicon_harvest
RMUX21,20,11,RMUX86,20,7,silicon_harvest
OMUX20,20,11,OMUX19,20,11,silicon_harvest
RMUX16,20,11,IMUX16,20,11,silicon_harvest
RMUX33,20,11,RMUX44,16,11,silicon_harvest
RMUX50,20,2,RMUX09,20,1,silicon_harvest
RMUX82,20,11,IMUX40,20,11,silicon_harvest
RMUX39,17,7,RMUX68,17,11,silicon_harvest
RMUX39,16,2,RMUX69,16,5,silicon_harvest
RMUX45,20,11,RMUX86,19,11,silicon_harvest
RMUX44,16,11,RMUX80,16,7,silicon_harvest
RMUX87,14,3,RMUX69,14,2,silicon_harvest
RMUX44,20,8,RMUX80,20,4,silicon_harvest
RMUX74,16,9,RMUX19,20,9,silicon_harvest
RMUX92,16,8,RMUX91,16,12,silicon_harvest
RMUX73,20,12,RMUX22,20,11,silicon_harvest
OMUX19,20,11,IMUX28,20,11,silicon_harvest
OMUX13,20,11,IMUX20,20,11,silicon_harvest
RMUX03,20,7,RMUX21,16,7,silicon_harvest
RMUX21,16,7,RMUX93,16,3,silicon_harvest
OMUX31,20,11,IMUX44,20,11,silicon_harvest
RMUX80,20,11,RMUX27,20,9,silicon_harvest
OMUX11,14,4,RMUX07,14,4,silicon_harvest
RMUX25,14,3,RMUX16,14,4,silicon_harvest
OMUX14,14,4,OMUX13,14,4,silicon_harvest
OMUX07,14,4,IMUX12,14,4,silicon_harvest
RMUX57,14,4,RMUX39,14,3,silicon_harvest
RMUX73,14,6,RMUX22,14,4,silicon_harvest
OMUX23,14,4,RMUX44,14,4,silicon_harvest
OMUX25,14,4,IMUX36,14,4,silicon_harvest
RMUX69,14,4,RMUX87,14,5,silicon_harvest
RMUX22,14,4,IMUX24,14,4,silicon_harvest
OMUX32,14,4,OMUX31,14,4,silicon_harvest
OMUX29,14,4,RMUX63,14,4,silicon_harvest
RMUX87,14,5,RMUX58,14,4,silicon_harvest
RMUX39,14,3,RMUX69,14,4,silicon_harvest
RMUX75,14,3,RMUX10,14,4,silicon_harvest
OMUX17,14,4,RMUX39,14,4,silicon_harvest
RMUX07,14,4,RMUX25,14,3,silicon_harvest
OMUX20,14,4,RMUX33,14,4,silicon_harvest
OMUX31,14,4,IMUX44,14,4,silicon_harvest
OMUX20,14,4,OMUX19,14,4,silicon_harvest
RMUX08,14,4,RMUX33,15,4,silicon_harvest
RMUX10,14,4,IMUX32,14,4,silicon_harvest
RMUX76,14,4,IMUX40,14,4,silicon_harvest
RMUX16,14,4,IMUX16,14,4,silicon_harvest
RMUX28,14,4,IMUX08,14,4,silicon_harvest
RMUX33,15,4,RMUX28,14,4,silicon_harvest
RMUX63,14,4,RMUX63,10,4,silicon_harvest
RMUX67,14,9,RMUX73,14,6,silicon_harvest
RMUX33,12,4,RMUX45,11,4,silicon_harvest
OMUX08,14,4,OMUX07,14,4,silicon_harvest
OMUX29,14,4,RMUX56,14,4,silicon_harvest
OMUX05,14,4,RMUX08,14,4,silicon_harvest
RMUX45,11,4,RMUX76,14,4,silicon_harvest
RMUX44,14,4,RMUX75,14,3,silicon_harvest
OMUX35,14,4,RMUX57,14,4,silicon_harvest
OMUX01,14,4,IMUX04,14,4,silicon_harvest
OMUX19,14,4,IMUX28,14,4,silicon_harvest
RMUX56,14,4,RMUX33,12,4,silicon_harvest
OMUX02,14,4,OMUX01,14,4,silicon_harvest
OMUX26,14,4,OMUX25,14,4,silicon_harvest
RMUX58,14,4,IMUX00,14,4,silicon_harvest
RMUX63,10,4,RMUX63,6,4,silicon_harvest
RMUX44,10,4,RMUX75,10,3,silicon_harvest
OMUX11,14,4,RMUX09,14,4,silicon_harvest
RMUX33,14,4,RMUX44,10,4,silicon_harvest
OMUX13,14,4,IMUX20,14,4,silicon_harvest
OMUX31,16,6,IMUX44,16,6,silicon_harvest
RMUX63,17,6,RMUX58,16,6,silicon_harvest
RMUX56,17,8,RMUX27,16,8,silicon_harvest
RMUX22,16,6,IMUX16,16,6,silicon_harvest
OMUX26,16,6,OMUX25,16,6,silicon_harvest
RMUX09,17,2,RMUX39,17,5,silicon_harvest
RMUX92,18,6,RMUX74,18,9,silicon_harvest
RMUX51,16,6,RMUX21,17,6,silicon_harvest
RMUX45,16,6,RMUX92,18,6,silicon_harvest
RMUX15,8,4,RMUX68,9,4,silicon_harvest
OMUX29,16,6,RMUX63,16,6,silicon_harvest
RMUX74,18,9,RMUX03,19,9,silicon_harvest
RMUX81,13,3,RMUX39,14,3,silicon_harvest
RMUX07,16,8,RMUX46,16,6,silicon_harvest
RMUX86,18,8,RMUX56,17,8,silicon_harvest
RMUX44,16,6,RMUX74,16,2,silicon_harvest
RMUX27,6,2,RMUX15,6,3,silicon_harvest
RMUX93,17,2,RMUX86,13,2,silicon_harvest
OMUX01,16,6,IMUX04,16,6,silicon_harvest
OMUX07,16,6,IMUX12,16,6,silicon_harvest
RMUX44,16,9,RMUX91,16,6,silicon_harvest
RMUX91,15,5,RMUX73,16,5,silicon_harvest
RMUX63,16,6,RMUX69,14,6,silicon_harvest
RMUX68,14,5,RMUX91,15,5,silicon_harvest
RMUX21,18,9,RMUX86,18,8,silicon_harvest
OMUX05,16,6,RMUX02,16,6,silicon_harvest
OMUX35,16,6,RMUX68,16,6,silicon_harvest
RMUX86,13,2,RMUX56,10,2,silicon_harvest
RMUX68,9,4,RMUX81,10,4,silicon_harvest
OMUX32,16,6,OMUX31,16,6,silicon_harvest
RMUX46,16,6,IMUX00,16,6,silicon_harvest
OMUX17,16,6,RMUX45,16,6,silicon_harvest
RMUX91,16,6,RMUX79,17,6,silicon_harvest
RMUX58,16,6,IMUX32,16,6,silicon_harvest
RMUX39,17,5,RMUX63,17,6,silicon_harvest
RMUX02,16,6,RMUX09,16,8,silicon_harvest
RMUX56,10,2,RMUX27,6,2,silicon_harvest
RMUX69,14,6,RMUX87,14,7,silicon_harvest
RMUX14,16,6,RMUX56,16,4,silicon_harvest
RMUX27,16,8,RMUX21,16,4,silicon_harvest
RMUX20,16,3,RMUX75,12,3,silicon_harvest
RMUX16,16,6,IMUX40,16,6,silicon_harvest
RMUX26,12,4,RMUX03,9,4,silicon_harvest
RMUX03,9,4,RMUX15,8,4,silicon_harvest
RMUX07,16,4,RMUX25,16,2,silicon_harvest
RMUX74,16,2,RMUX09,17,2,silicon_harvest
OMUX35,16,6,RMUX51,16,6,silicon_harvest
RMUX25,16,5,RMUX22,16,6,silicon_harvest
OMUX20,16,6,RMUX27,16,6,silicon_harvest
RMUX75,12,3,RMUX20,12,4,silicon_harvest
RMUX03,19,9,RMUX21,18,9,silicon_harvest
OMUX25,16,6,IMUX36,16,6,silicon_harvest
OMUX02,16,6,OMUX01,16,6,silicon_harvest
OMUX23,16,6,RMUX44,16,6,silicon_harvest
OMUX08,16,6,OMUX07,16,6,silicon_harvest
RMUX25,16,2,RMUX16,16,6,silicon_harvest
RMUX15,6,3,RMUX68,9,3,silicon_harvest
RMUX27,16,6,RMUX20,16,3,silicon_harvest
OMUX13,16,6,IMUX20,16,6,silicon_harvest
OMUX19,16,6,IMUX28,16,6,silicon_harvest
OMUX14,16,6,OMUX13,16,6,silicon_harvest
RMUX40,16,6,IMUX08,16,6,silicon_harvest
RMUX75,16,3,RMUX10,16,6,silicon_harvest
RMUX21,17,6,RMUX93,17,2,silicon_harvest
OMUX11,16,6,RMUX07,16,6,silicon_harvest
OMUX20,16,6,OMUX19,16,6,silicon_harvest
RMUX79,17,6,RMUX40,16,6,silicon_harvest
OMUX11,16,6,RMUX14,16,6,silicon_harvest
RMUX68,9,3,RMUX81,13,3,silicon_harvest
RMUX81,10,4,RMUX39,14,4,silicon_harvest
RMUX10,16,6,IMUX24,16,6,silicon_harvest
RMUX68,16,6,RMUX85,17,6,silicon_harvest
RMUX73,16,5,RMUX07,16,4,silicon_harvest
RMUX69,15,5,RMUX92,15,6,silicon_harvest
OMUX17,20,10,RMUX32,20,10,silicon_harvest
RMUX03,20,10,RMUX21,16,10,silicon_harvest
RMUX03,20,5,RMUX21,16,5,silicon_harvest
RMUX44,20,6,RMUX74,20,5,silicon_harvest
RMUX57,20,10,RMUX44,20,6,silicon_harvest
OMUX35,20,10,RMUX57,20,10,silicon_harvest
RMUX50,20,10,RMUX19,20,9,silicon_harvest
RMUX88,20,10,IMUX40,20,10,silicon_harvest
RMUX63,19,5,RMUX69,15,5,silicon_harvest
RMUX21,20,8,RMUX93,20,7,silicon_harvest
OMUX01,20,10,IMUX04,20,10,silicon_harvest
RMUX68,17,10,RMUX81,18,10,silicon_harvest
RMUX57,20,10,RMUX44,20,9,silicon_harvest
RMUX40,20,10,IMUX08,20,10,silicon_harvest
RMUX21,20,10,RMUX93,20,6,silicon_harvest
RMUX92,18,1,RMUX75,18,5,silicon_harvest
OMUX32,20,10,OMUX31,20,10,silicon_harvest
OMUX20,20,10,OMUX19,20,10,silicon_harvest
RMUX92,15,6,RMUX81,15,10,silicon_harvest
RMUX45,16,1,RMUX92,18,1,silicon_harvest
OMUX13,20,10,IMUX20,20,10,silicon_harvest
RMUX61,15,6,RMUX55,16,6,silicon_harvest
RMUX31,16,10,RMUX40,20,10,silicon_harvest
OMUX08,20,10,OMUX07,20,10,silicon_harvest
RMUX02,17,3,RMUX09,17,5,silicon_harvest
OMUX20,20,10,RMUX33,20,10,silicon_harvest
RMUX81,18,10,RMUX28,20,10,silicon_harvest
RMUX80,16,6,RMUX26,16,4,silicon_harvest
OMUX02,20,10,OMUX01,20,10,silicon_harvest
RMUX86,18,6,RMUX61,15,6,silicon_harvest
RMUX19,20,9,RMUX88,20,10,silicon_harvest
OMUX31,20,10,IMUX44,20,10,silicon_harvest
OMUX25,20,10,IMUX36,20,10,silicon_harvest
RMUX39,17,6,RMUX68,17,10,silicon_harvest
RMUX27,20,11,RMUX21,20,9,silicon_harvest
RMUX69,20,4,RMUX92,20,6,silicon_harvest
