x,y,mux,sel_index,byte,mask
4,5,SeamMUX4,2,65453,8
4,5,SeamMUX4,3,65453,16
4,5,SeamMUX4,4,65453,32
4,5,SeamMUX4,5,65453,64
4,5,SeamMUX5,0,65685,2
4,5,SeamMUX5,1,65685,4
4,5,SeamMUX5,2,65685,8
4,5,SeamMUX5,3,65685,16
4,5,SeamMUX5,4,65685,32
4,5,SeamMUX5,5,65685,64
4,5,SeamMUX6,0,64292,16
4,5,SeamMUX6,1,64292,8
4,5,SeamMUX6,2,64292,4
4,5,SeamMUX6,3,64292,2
4,5,SeamMUX6,4,64292,1
4,5,SeamMUX6,5,64293,128
4,5,SeamMUX7,0,64524,16
4,5,SeamMUX7,1,64524,8
4,5,SeamMUX7,2,64524,4
4,5,SeamMUX7,3,64524,2
4,5,SeamMUX7,4,64524,1
4,5,SeamMUX7,5,64525,128
4,5,SeamMUX8,0,64756,16
4,5,SeamMUX8,1,64756,8
4,5,SeamMUX8,2,64756,4
4,5,SeamMUX8,3,64756,2
4,5,SeamMUX8,4,64756,1
4,5,SeamMUX8,5,64757,128
4,5,SeamMUX9,0,65220,16
4,5,SeamMUX9,1,65220,8
4,5,SeamMUX9,2,65220,4
4,5,SeamMUX9,3,65220,2
4,5,SeamMUX9,4,65220,1
4,5,SeamMUX9,5,65221,128
5,5,BBMUXS0,0,64290,16
5,5,BBMUXS0,1,64406,16
5,5,BBMUXS0,2,64290,32
5,5,BBMUXS0,3,64406,32
5,5,BBMUXS0,4,64290,64
5,5,BBMUXS0,5,64406,64
5,5,BBMUXS0,6,64290,128
5,5,BBMUXS0,7,64406,128
5,5,BBMUXS0,8,64405,4
5,5,BBMUXS1,0,64522,16
5,5,BBMUXS1,1,64638,16
5,5,BBMUXS1,2,64522,32
5,5,BBMUXS1,3,64638,32
5,5,BBMUXS1,4,64522,64
5,5,BBMUXS1,5,64638,64
5,5,BBMUXS1,6,64522,128
5,5,BBMUXS1,7,64638,128
5,5,BBMUXS1,8,64637,4
5,5,BBMUXS10,0,65446,2
5,5,BBMUXS10,1,65562,2
5,5,BBMUXS10,2,65446,1
5,5,BBMUXS10,3,65562,1
5,5,BBMUXS10,4,65447,128
5,5,BBMUXS10,5,65563,128
5,5,BBMUXS10,6,65447,64
5,5,BBMUXS10,7,65563,64
5,5,BBMUXS10,8,65563,8
5,5,BBMUXS11,0,65678,2
5,5,BBMUXS11,1,65794,2
5,5,BBMUXS11,2,65678,1
5,5,BBMUXS11,3,65794,1
5,5,BBMUXS11,4,65679,128
5,5,BBMUXS11,5,65795,128
5,5,BBMUXS11,6,65679,64
5,5,BBMUXS11,7,65795,64
5,5,BBMUXS11,8,65795,8
5,5,BBMUXS2,0,64754,16
5,5,BBMUXS2,1,64870,16
5,5,BBMUXS2,2,64754,32
5,5,BBMUXS2,3,64870,32
5,5,BBMUXS2,4,64754,64
5,5,BBMUXS2,5,64870,64
5,5,BBMUXS2,6,64754,128
5,5,BBMUXS2,7,64870,128
5,5,BBMUXS2,8,64869,4
5,5,BBMUXS3,0,65218,16
5,5,BBMUXS3,1,65334,16
5,5,BBMUXS3,2,65218,32
5,5,BBMUXS3,3,65334,32
5,5,BBMUXS3,4,65218,64
5,5,BBMUXS3,5,65334,64
5,5,BBMUXS3,6,65218,128
5,5,BBMUXS3,7,65334,128
5,5,BBMUXS3,8,65333,4
5,5,BBMUXS4,0,65450,16
5,5,BBMUXS4,1,65566,16
5,5,BBMUXS4,2,65450,32
5,5,BBMUXS4,3,65566,32
5,5,BBMUXS4,4,65450,64
5,5,BBMUXS4,5,65566,64
5,5,BBMUXS4,6,65450,128
5,5,BBMUXS4,7,65566,128
5,5,BBMUXS4,8,65565,4
5,5,BBMUXS5,0,65682,16
5,5,BBMUXS5,1,65798,16
5,5,BBMUXS5,2,65682,32
5,5,BBMUXS5,3,65798,32
5,5,BBMUXS5,4,65682,64
5,5,BBMUXS5,5,65798,64
5,5,BBMUXS5,6,65682,128
5,5,BBMUXS5,7,65798,128
5,5,BBMUXS5,8,65797,4
5,5,BBMUXS6,0,64286,2
5,5,BBMUXS6,1,64402,2
5,5,BBMUXS6,2,64286,1
5,5,BBMUXS6,3,64402,1
5,5,BBMUXS6,4,64287,128
5,5,BBMUXS6,5,64403,128
5,5,BBMUXS6,6,64287,64
5,5,BBMUXS6,7,64403,64
5,5,BBMUXS6,8,64403,8
5,5,BBMUXS7,0,64518,2
5,5,BBMUXS7,1,64634,2
5,5,BBMUXS7,2,64518,1
5,5,BBMUXS7,3,64634,1
5,5,BBMUXS7,4,64519,128
5,5,BBMUXS7,5,64635,128
5,5,BBMUXS7,6,64519,64
5,5,BBMUXS7,7,64635,64
5,5,BBMUXS7,8,64635,8
5,5,BBMUXS8,0,64750,2
5,5,BBMUXS8,1,64866,2
5,5,BBMUXS8,2,64750,1
5,5,BBMUXS8,3,64866,1
5,5,BBMUXS8,4,64751,128
5,5,BBMUXS8,5,64867,128
5,5,BBMUXS8,6,64751,64
5,5,BBMUXS8,7,64867,64
5,5,BBMUXS8,8,64867,8
5,5,BBMUXS9,0,65214,2
5,5,BBMUXS9,1,65330,2
5,5,BBMUXS9,2,65214,1
5,5,BBMUXS9,3,65330,1
5,5,BBMUXS9,4,65215,128
5,5,BBMUXS9,5,65331,128
5,5,BBMUXS9,6,65215,64
5,5,BBMUXS9,7,65331,64
5,5,BBMUXS9,8,65331,8
5,5,InputMUX0,0,64286,4
5,5,InputMUX1,0,64518,4
5,5,InputMUX10,0,65446,16
5,5,InputMUX11,0,65678,16
5,5,InputMUX2,0,64750,4
5,5,InputMUX3,0,65214,4
5,5,InputMUX4,0,65446,4
5,5,InputMUX5,0,65678,4
5,5,InputMUX6,0,64286,16
5,5,InputMUX7,0,64518,16
5,5,InputMUX8,0,64750,16
5,5,InputMUX9,0,65214,16
5,5,SeamMUX0,0,64289,32
5,5,SeamMUX0,1,64289,64
5,5,SeamMUX0,2,64289,128
5,5,SeamMUX0,3,64288,1
5,5,SeamMUX0,4,64288,2
5,5,SeamMUX0,5,64288,4
5,5,SeamMUX1,0,64521,32
5,5,SeamMUX1,1,64521,64
5,5,SeamMUX1,2,64521,128
5,5,SeamMUX1,3,64520,1
5,5,SeamMUX1,4,64520,2
5,5,SeamMUX1,5,64520,4
5,5,SeamMUX10,0,65447,1
5,5,SeamMUX10,1,65448,128
5,5,SeamMUX10,2,65448,64
5,5,SeamMUX10,3,65448,32
5,5,SeamMUX10,4,65448,16
5,5,SeamMUX10,5,65448,8
5,5,SeamMUX11,0,65679,1
5,5,SeamMUX11,1,65680,128
5,5,SeamMUX11,2,65680,64
5,5,SeamMUX11,3,65680,32
5,5,SeamMUX11,4,65680,16
5,5,SeamMUX11,5,65680,8
5,5,SeamMUX2,0,64753,32
5,5,SeamMUX2,1,64753,64
5,5,SeamMUX2,2,64753,128
5,5,SeamMUX2,3,64752,1
5,5,SeamMUX2,4,64752,2
5,5,SeamMUX2,5,64752,4
5,5,SeamMUX3,0,65217,32
5,5,SeamMUX3,1,65217,64
5,5,SeamMUX3,2,65217,128
5,5,SeamMUX3,3,65216,1
5,5,SeamMUX3,4,65216,2
5,5,SeamMUX3,5,65216,4
5,5,SeamMUX4,0,65449,32
5,5,SeamMUX4,1,65449,64
5,5,SeamMUX4,2,65449,128
5,5,SeamMUX4,3,65448,1
5,5,SeamMUX4,4,65448,2
5,5,SeamMUX4,5,65448,4
5,5,SeamMUX5,0,65681,32
5,5,SeamMUX5,1,65681,64
5,5,SeamMUX5,2,65681,128
5,5,SeamMUX5,3,65680,1
5,5,SeamMUX5,4,65680,2
5,5,SeamMUX5,5,65680,4
5,5,SeamMUX6,0,64287,1
5,5,SeamMUX6,1,64288,128
5,5,SeamMUX6,2,64288,64
5,5,SeamMUX6,3,64288,32
5,5,SeamMUX6,4,64288,16
5,5,SeamMUX6,5,64288,8
5,5,SeamMUX7,0,64519,1
5,5,SeamMUX7,1,64520,128
5,5,SeamMUX7,2,64520,64
5,5,SeamMUX7,3,64520,32
5,5,SeamMUX7,4,64520,16
5,5,SeamMUX7,5,64520,8
5,5,SeamMUX8,0,64751,1
5,5,SeamMUX8,1,64752,128
5,5,SeamMUX8,2,64752,64
5,5,SeamMUX8,3,64752,32
5,5,SeamMUX8,4,64752,16
5,5,SeamMUX8,5,64752,8
5,5,SeamMUX9,0,65215,1
5,5,SeamMUX9,1,65216,128
5,5,SeamMUX9,2,65216,64
5,5,SeamMUX9,3,65216,32
5,5,SeamMUX9,4,65216,16
5,5,SeamMUX9,5,65216,8
6,5,BBMUXS0,0,64285,1
6,5,BBMUXS0,1,64401,1
6,5,BBMUXS0,2,64285,2
6,5,BBMUXS0,3,64401,2
6,5,BBMUXS0,4,64285,4
6,5,BBMUXS0,5,64401,4
6,5,BBMUXS0,6,64285,8
6,5,BBMUXS0,7,64401,8
6,5,BBMUXS0,8,64401,64
6,5,BBMUXS1,0,64517,1
6,5,BBMUXS1,1,64633,1
6,5,BBMUXS1,2,64517,2
6,5,BBMUXS1,3,64633,2
6,5,BBMUXS1,4,64517,4
6,5,BBMUXS1,5,64633,4
6,5,BBMUXS1,6,64517,8
6,5,BBMUXS1,7,64633,8
6,5,BBMUXS1,8,64633,64
6,5,BBMUXS10,0,65442,32
6,5,BBMUXS10,1,65558,32
6,5,BBMUXS10,2,65442,16
6,5,BBMUXS10,3,65558,16
6,5,BBMUXS10,4,65442,8
6,5,BBMUXS10,5,65558,8
6,5,BBMUXS10,6,65442,4
6,5,BBMUXS10,7,65558,4
6,5,BBMUXS10,8,65559,128
6,5,BBMUXS11,0,65674,32
6,5,BBMUXS11,1,65790,32
6,5,BBMUXS11,2,65674,16
6,5,BBMUXS11,3,65790,16
6,5,BBMUXS11,4,65674,8
6,5,BBMUXS11,5,65790,8
6,5,BBMUXS11,6,65674,4
6,5,BBMUXS11,7,65790,4
6,5,BBMUXS11,8,65791,128
6,5,BBMUXS2,0,64749,1
6,5,BBMUXS2,1,64865,1
6,5,BBMUXS2,2,64749,2
6,5,BBMUXS2,3,64865,2
6,5,BBMUXS2,4,64749,4
6,5,BBMUXS2,5,64865,4
6,5,BBMUXS2,6,64749,8
6,5,BBMUXS2,7,64865,8
6,5,BBMUXS2,8,64865,64
6,5,BBMUXS3,0,65213,1
6,5,BBMUXS3,1,65329,1
6,5,BBMUXS3,2,65213,2
6,5,BBMUXS3,3,65329,2
6,5,BBMUXS3,4,65213,4
6,5,BBMUXS3,5,65329,4
6,5,BBMUXS3,6,65213,8
6,5,BBMUXS3,7,65329,8
6,5,BBMUXS3,8,65329,64
6,5,BBMUXS4,0,65445,1
6,5,BBMUXS4,1,65561,1
6,5,BBMUXS4,2,65445,2
6,5,BBMUXS4,3,65561,2
6,5,BBMUXS4,4,65445,4
6,5,BBMUXS4,5,65561,4
6,5,BBMUXS4,6,65445,8
6,5,BBMUXS4,7,65561,8
6,5,BBMUXS4,8,65561,64
6,5,BBMUXS5,0,65677,1
6,5,BBMUXS5,1,65793,1
6,5,BBMUXS5,2,65677,2
6,5,BBMUXS5,3,65793,2
6,5,BBMUXS5,4,65677,4
6,5,BBMUXS5,5,65793,4
6,5,BBMUXS5,6,65677,8
6,5,BBMUXS5,7,65793,8
6,5,BBMUXS5,8,65793,64
6,5,BBMUXS6,0,64282,32
6,5,BBMUXS6,1,64398,32
6,5,BBMUXS6,2,64282,16
6,5,BBMUXS6,3,64398,16
6,5,BBMUXS6,4,64282,8
6,5,BBMUXS6,5,64398,8
6,5,BBMUXS6,6,64282,4
6,5,BBMUXS6,7,64398,4
6,5,BBMUXS6,8,64399,128
6,5,BBMUXS7,0,64514,32
6,5,BBMUXS7,1,64630,32
6,5,BBMUXS7,2,64514,16
6,5,BBMUXS7,3,64630,16
6,5,BBMUXS7,4,64514,8
6,5,BBMUXS7,5,64630,8
6,5,BBMUXS7,6,64514,4
6,5,BBMUXS7,7,64630,4
6,5,BBMUXS7,8,64631,128
6,5,BBMUXS8,0,64746,32
6,5,BBMUXS8,1,64862,32
6,5,BBMUXS8,2,64746,16
6,5,BBMUXS8,3,64862,16
6,5,BBMUXS8,4,64746,8
6,5,BBMUXS8,5,64862,8
6,5,BBMUXS8,6,64746,4
6,5,BBMUXS8,7,64862,4
6,5,BBMUXS8,8,64863,128
6,5,BBMUXS9,0,65210,32
6,5,BBMUXS9,1,65326,32
6,5,BBMUXS9,2,65210,16
6,5,BBMUXS9,3,65326,16
6,5,BBMUXS9,4,65210,8
6,5,BBMUXS9,5,65326,8
6,5,BBMUXS9,6,65210,4
6,5,BBMUXS9,7,65326,4
6,5,BBMUXS9,8,65327,128
6,5,InputMUX0,0,64282,64
6,5,InputMUX1,0,64514,64
6,5,InputMUX10,0,65441,1
6,5,InputMUX11,0,65673,1
6,5,InputMUX2,0,64746,64
6,5,InputMUX3,0,65210,64
6,5,InputMUX4,0,65442,64
6,5,InputMUX5,0,65674,64
6,5,InputMUX6,0,64281,1
6,5,InputMUX7,0,64513,1
6,5,InputMUX8,0,64745,1
6,5,InputMUX9,0,65209,1
6,5,SeamMUX0,0,64284,2
6,5,SeamMUX0,1,64284,4
6,5,SeamMUX0,2,64284,8
6,5,SeamMUX0,3,64284,16
6,5,SeamMUX0,4,64284,32
6,5,SeamMUX0,5,64284,64
6,5,SeamMUX1,0,64516,2
6,5,SeamMUX1,1,64516,4
6,5,SeamMUX1,2,64516,8
6,5,SeamMUX1,3,64516,16
6,5,SeamMUX1,4,64516,32
6,5,SeamMUX1,5,64516,64
6,5,SeamMUX10,0,65443,16
6,5,SeamMUX10,1,65443,8
6,5,SeamMUX10,2,65443,4
6,5,SeamMUX10,3,65443,2
6,5,SeamMUX10,4,65443,1
6,5,SeamMUX10,5,65444,128
6,5,SeamMUX11,0,65675,16
6,5,SeamMUX11,1,65675,8
6,5,SeamMUX11,2,65675,4
6,5,SeamMUX11,3,65675,2
6,5,SeamMUX11,4,65675,1
6,5,SeamMUX11,5,65676,128
6,5,SeamMUX2,0,64748,2
6,5,SeamMUX2,1,64748,4
6,5,SeamMUX2,2,64748,8
6,5,SeamMUX2,3,64748,16
6,5,SeamMUX2,4,64748,32
6,5,SeamMUX2,5,64748,64
6,5,SeamMUX3,0,65212,2
6,5,SeamMUX3,1,65212,4
6,5,SeamMUX3,2,65212,8
6,5,SeamMUX3,3,65212,16
6,5,SeamMUX3,4,65212,32
6,5,SeamMUX3,5,65212,64
6,5,SeamMUX4,0,65444,2
6,5,SeamMUX4,1,65444,4
6,5,SeamMUX4,2,65444,8
6,5,SeamMUX4,3,65444,16
6,5,SeamMUX4,4,65444,32
6,5,SeamMUX4,5,65444,64
6,5,SeamMUX5,0,65676,2
6,5,SeamMUX5,1,65676,4
6,5,SeamMUX5,2,65676,8
6,5,SeamMUX5,3,65676,16
6,5,SeamMUX5,4,65676,32
6,5,SeamMUX5,5,65676,64
6,5,SeamMUX6,0,64283,16
6,5,SeamMUX6,1,64283,8
6,5,SeamMUX6,2,64283,4
6,5,SeamMUX6,3,64283,2
6,5,SeamMUX6,4,64283,1
6,5,SeamMUX6,5,64284,128
6,5,SeamMUX7,0,64515,16
6,5,SeamMUX7,1,64515,8
6,5,SeamMUX7,2,64515,4
6,5,SeamMUX7,3,64515,2
6,5,SeamMUX7,4,64515,1
6,5,SeamMUX7,5,64516,128
6,5,SeamMUX8,0,64747,16
6,5,SeamMUX8,1,64747,8
6,5,SeamMUX8,2,64747,4
6,5,SeamMUX8,3,64747,2
6,5,SeamMUX8,4,64747,1
6,5,SeamMUX8,5,64748,128
6,5,SeamMUX9,0,65211,16
6,5,SeamMUX9,1,65211,8
6,5,SeamMUX9,2,65211,4
6,5,SeamMUX9,3,65211,2
6,5,SeamMUX9,4,65211,1
6,5,SeamMUX9,5,65212,128
7,5,BBMUXS0,0,64281,16
7,5,BBMUXS0,1,64397,16
7,5,BBMUXS0,2,64281,32
7,5,BBMUXS0,3,64397,32
7,5,BBMUXS0,4,64281,64
7,5,BBMUXS0,5,64397,64
7,5,BBMUXS0,6,64281,128
7,5,BBMUXS0,7,64397,128
7,5,BBMUXS0,8,64396,4
7,5,BBMUXS1,0,64513,16
7,5,BBMUXS1,1,64629,16
7,5,BBMUXS1,2,64513,32
7,5,BBMUXS1,3,64629,32
7,5,BBMUXS1,4,64513,64
7,5,BBMUXS1,5,64629,64
7,5,BBMUXS1,6,64513,128
7,5,BBMUXS1,7,64629,128
7,5,BBMUXS1,8,64628,4
7,5,BBMUXS10,0,65437,2
7,5,BBMUXS10,1,65553,2
7,5,BBMUXS10,2,65437,1
7,5,BBMUXS10,3,65553,1
7,5,BBMUXS10,4,65438,128
7,5,BBMUXS10,5,65554,128
7,5,BBMUXS10,6,65438,64
7,5,BBMUXS10,7,65554,64
7,5,BBMUXS10,8,65554,8
7,5,BBMUXS11,0,65669,2
7,5,BBMUXS11,1,65785,2
7,5,BBMUXS11,2,65669,1
7,5,BBMUXS11,3,65785,1
7,5,BBMUXS11,4,65670,128
7,5,BBMUXS11,5,65786,128
7,5,BBMUXS11,6,65670,64
7,5,BBMUXS11,7,65786,64
7,5,BBMUXS11,8,65786,8
7,5,BBMUXS2,0,64745,16
7,5,BBMUXS2,1,64861,16
7,5,BBMUXS2,2,64745,32
7,5,BBMUXS2,3,64861,32
7,5,BBMUXS2,4,64745,64
7,5,BBMUXS2,5,64861,64
7,5,BBMUXS2,6,64745,128
7,5,BBMUXS2,7,64861,128
7,5,BBMUXS2,8,64860,4
7,5,BBMUXS3,0,65209,16
7,5,BBMUXS3,1,65325,16
7,5,BBMUXS3,2,65209,32
7,5,BBMUXS3,3,65325,32
7,5,BBMUXS3,4,65209,64
7,5,BBMUXS3,5,65325,64
7,5,BBMUXS3,6,65209,128
7,5,BBMUXS3,7,65325,128
7,5,BBMUXS3,8,65324,4
7,5,BBMUXS4,0,65441,16
7,5,BBMUXS4,1,65557,16
7,5,BBMUXS4,2,65441,32
7,5,BBMUXS4,3,65557,32
7,5,BBMUXS4,4,65441,64
7,5,BBMUXS4,5,65557,64
7,5,BBMUXS4,6,65441,128
7,5,BBMUXS4,7,65557,128
7,5,BBMUXS4,8,65556,4
7,5,BBMUXS5,0,65673,16
7,5,BBMUXS5,1,65789,16
7,5,BBMUXS5,2,65673,32
7,5,BBMUXS5,3,65789,32
7,5,BBMUXS5,4,65673,64
7,5,BBMUXS5,5,65789,64
7,5,BBMUXS5,6,65673,128
7,5,BBMUXS5,7,65789,128
7,5,BBMUXS5,8,65788,4
7,5,BBMUXS6,0,64277,2
7,5,BBMUXS6,1,64393,2
7,5,BBMUXS6,2,64277,1
7,5,BBMUXS6,3,64393,1
7,5,BBMUXS6,4,64278,128
7,5,BBMUXS6,5,64394,128
7,5,BBMUXS6,6,64278,64
7,5,BBMUXS6,7,64394,64
7,5,BBMUXS6,8,64394,8
7,5,BBMUXS7,0,64509,2
7,5,BBMUXS7,1,64625,2
7,5,BBMUXS7,2,64509,1
7,5,BBMUXS7,3,64625,1
7,5,BBMUXS7,4,64510,128
7,5,BBMUXS7,5,64626,128
7,5,BBMUXS7,6,64510,64
7,5,BBMUXS7,7,64626,64
7,5,BBMUXS7,8,64626,8
7,5,BBMUXS8,0,64741,2
7,5,BBMUXS8,1,64857,2
7,5,BBMUXS8,2,64741,1
7,5,BBMUXS8,3,64857,1
7,5,BBMUXS8,4,64742,128
7,5,BBMUXS8,5,64858,128
7,5,BBMUXS8,6,64742,64
7,5,BBMUXS8,7,64858,64
7,5,BBMUXS8,8,64858,8
7,5,BBMUXS9,0,65205,2
7,5,BBMUXS9,1,65321,2
7,5,BBMUXS9,2,65205,1
7,5,BBMUXS9,3,65321,1
7,5,BBMUXS9,4,65206,128
7,5,BBMUXS9,5,65322,128
7,5,BBMUXS9,6,65206,64
7,5,BBMUXS9,7,65322,64
7,5,BBMUXS9,8,65322,8
7,5,InputMUX0,0,64277,4
7,5,InputMUX1,0,64509,4
7,5,InputMUX10,0,65437,16
7,5,InputMUX11,0,65669,16
7,5,InputMUX2,0,64741,4
7,5,InputMUX3,0,65205,4
7,5,InputMUX4,0,65437,4
7,5,InputMUX5,0,65669,4
7,5,InputMUX6,0,64277,16
7,5,InputMUX7,0,64509,16
7,5,InputMUX8,0,64741,16
7,5,InputMUX9,0,65205,16
7,5,SeamMUX0,0,64280,32
7,5,SeamMUX0,1,64280,64
7,5,SeamMUX0,2,64280,128
7,5,SeamMUX0,3,64279,1
7,5,SeamMUX0,4,64279,2
7,5,SeamMUX0,5,64279,4
7,5,SeamMUX1,0,64512,32
7,5,SeamMUX1,1,64512,64
7,5,SeamMUX1,2,64512,128
7,5,SeamMUX1,3,64511,1
7,5,SeamMUX1,4,64511,2
7,5,SeamMUX1,5,64511,4
7,5,SeamMUX10,0,65438,1
7,5,SeamMUX10,1,65439,128
7,5,SeamMUX10,2,65439,64
7,5,SeamMUX10,3,65439,32
7,5,SeamMUX10,4,65439,16
7,5,SeamMUX10,5,65439,8
7,5,SeamMUX11,0,65670,1
7,5,SeamMUX11,1,65671,128
7,5,SeamMUX11,2,65671,64
7,5,SeamMUX11,3,65671,32
7,5,SeamMUX11,4,65671,16
7,5,SeamMUX11,5,65671,8
7,5,SeamMUX2,0,64744,32
7,5,SeamMUX2,1,64744,64
7,5,SeamMUX2,2,64744,128
7,5,SeamMUX2,3,64743,1
7,5,SeamMUX2,4,64743,2
7,5,SeamMUX2,5,64743,4
7,5,SeamMUX3,0,65208,32
7,5,SeamMUX3,1,65208,64
7,5,SeamMUX3,2,65208,128
7,5,SeamMUX3,3,65207,1
7,5,SeamMUX3,4,65207,2
7,5,SeamMUX3,5,65207,4
7,5,SeamMUX4,0,65440,32
7,5,SeamMUX4,1,65440,64
7,5,SeamMUX4,2,65440,128
7,5,SeamMUX4,3,65439,1
7,5,SeamMUX4,4,65439,2
7,5,SeamMUX4,5,65439,4
7,5,SeamMUX5,0,65672,32
7,5,SeamMUX5,1,65672,64
7,5,SeamMUX5,2,65672,128
7,5,SeamMUX5,3,65671,1
7,5,SeamMUX5,4,65671,2
7,5,SeamMUX5,5,65671,4
7,5,SeamMUX6,0,64278,1
7,5,SeamMUX6,1,64279,128
7,5,SeamMUX6,2,64279,64
7,5,SeamMUX6,3,64279,32
7,5,SeamMUX6,4,64279,16
7,5,SeamMUX6,5,64279,8
7,5,SeamMUX7,0,64510,1
7,5,SeamMUX7,1,64511,128
7,5,SeamMUX7,2,64511,64
7,5,SeamMUX7,3,64511,32
7,5,SeamMUX7,4,64511,16
7,5,SeamMUX7,5,64511,8
7,5,SeamMUX8,0,64742,1
7,5,SeamMUX8,1,64743,128
7,5,SeamMUX8,2,64743,64
7,5,SeamMUX8,3,64743,32
7,5,SeamMUX8,4,64743,16
7,5,SeamMUX8,5,64743,8
7,5,SeamMUX9,0,65206,1
7,5,SeamMUX9,1,65207,128
7,5,SeamMUX9,2,65207,64
7,5,SeamMUX9,3,65207,32
7,5,SeamMUX9,4,65207,16
7,5,SeamMUX9,5,65207,8
8,5,BBMUXS0,0,64276,1
8,5,BBMUXS0,1,64392,1
8,5,BBMUXS0,2,64276,2
8,5,BBMUXS0,3,64392,2
8,5,BBMUXS0,4,64276,4
8,5,BBMUXS0,5,64392,4
8,5,BBMUXS0,6,64276,8
8,5,BBMUXS0,7,64392,8
8,5,BBMUXS0,8,64392,64
8,5,BBMUXS1,0,64508,1
8,5,BBMUXS1,1,64624,1
8,5,BBMUXS1,2,64508,2
8,5,BBMUXS1,3,64624,2
8,5,BBMUXS1,4,64508,4
8,5,BBMUXS1,5,64624,4
8,5,BBMUXS1,6,64508,8
8,5,BBMUXS1,7,64624,8
8,5,BBMUXS1,8,64624,64
8,5,BBMUXS10,0,65433,32
8,5,BBMUXS10,1,65549,32
8,5,BBMUXS10,2,65433,16
8,5,BBMUXS10,3,65549,16
8,5,BBMUXS10,4,65433,8
8,5,BBMUXS10,5,65549,8
8,5,BBMUXS10,6,65433,4
8,5,BBMUXS10,7,65549,4
8,5,BBMUXS10,8,65550,128
8,5,BBMUXS11,0,65665,32
8,5,BBMUXS11,1,65781,32
8,5,BBMUXS11,2,65665,16
8,5,BBMUXS11,3,65781,16
8,5,BBMUXS11,4,65665,8
8,5,BBMUXS11,5,65781,8
8,5,BBMUXS11,6,65665,4
8,5,BBMUXS11,7,65781,4
8,5,BBMUXS11,8,65782,128
8,5,BBMUXS2,0,64740,1
8,5,BBMUXS2,1,64856,1
8,5,BBMUXS2,2,64740,2
8,5,BBMUXS2,3,64856,2
8,5,BBMUXS2,4,64740,4
8,5,BBMUXS2,5,64856,4
8,5,BBMUXS2,6,64740,8
8,5,BBMUXS2,7,64856,8
8,5,BBMUXS2,8,64856,64
8,5,BBMUXS3,0,65204,1
8,5,BBMUXS3,1,65320,1
8,5,BBMUXS3,2,65204,2
8,5,BBMUXS3,3,65320,2
8,5,BBMUXS3,4,65204,4
8,5,BBMUXS3,5,65320,4
8,5,BBMUXS3,6,65204,8
8,5,BBMUXS3,7,65320,8
8,5,BBMUXS3,8,65320,64
8,5,BBMUXS4,0,65436,1
8,5,BBMUXS4,1,65552,1
8,5,BBMUXS4,2,65436,2
8,5,BBMUXS4,3,65552,2
8,5,BBMUXS4,4,65436,4
8,5,BBMUXS4,5,65552,4
8,5,BBMUXS4,6,65436,8
8,5,BBMUXS4,7,65552,8
8,5,BBMUXS4,8,65552,64
8,5,BBMUXS5,0,65668,1
8,5,BBMUXS5,1,65784,1
8,5,BBMUXS5,2,65668,2
8,5,BBMUXS5,3,65784,2
8,5,BBMUXS5,4,65668,4
8,5,BBMUXS5,5,65784,4
8,5,BBMUXS5,6,65668,8
8,5,BBMUXS5,7,65784,8
8,5,BBMUXS5,8,65784,64
8,5,BBMUXS6,0,64273,32
8,5,BBMUXS6,1,64389,32
8,5,BBMUXS6,2,64273,16
8,5,BBMUXS6,3,64389,16
8,5,BBMUXS6,4,64273,8
8,5,BBMUXS6,5,64389,8
8,5,BBMUXS6,6,64273,4
8,5,BBMUXS6,7,64389,4
8,5,BBMUXS6,8,64390,128
8,5,BBMUXS7,0,64505,32
8,5,BBMUXS7,1,64621,32
8,5,BBMUXS7,2,64505,16
8,5,BBMUXS7,3,64621,16
8,5,BBMUXS7,4,64505,8
8,5,BBMUXS7,5,64621,8
8,5,BBMUXS7,6,64505,4
8,5,BBMUXS7,7,64621,4
8,5,BBMUXS7,8,64622,128
8,5,BBMUXS8,0,64737,32
8,5,BBMUXS8,1,64853,32
8,5,BBMUXS8,2,64737,16
8,5,BBMUXS8,3,64853,16
8,5,BBMUXS8,4,64737,8
8,5,BBMUXS8,5,64853,8
8,5,BBMUXS8,6,64737,4
8,5,BBMUXS8,7,64853,4
8,5,BBMUXS8,8,64854,128
8,5,BBMUXS9,0,65201,32
8,5,BBMUXS9,1,65317,32
8,5,BBMUXS9,2,65201,16
8,5,BBMUXS9,3,65317,16
8,5,BBMUXS9,4,65201,8
8,5,BBMUXS9,5,65317,8
8,5,BBMUXS9,6,65201,4
8,5,BBMUXS9,7,65317,4
8,5,BBMUXS9,8,65318,128
8,5,InputMUX0,0,64273,64
8,5,InputMUX1,0,64505,64
8,5,InputMUX10,0,65432,1
8,5,InputMUX11,0,65664,1
8,5,InputMUX2,0,64737,64
8,5,InputMUX3,0,65201,64
8,5,InputMUX4,0,65433,64
8,5,InputMUX5,0,65665,64
8,5,InputMUX6,0,64272,1
8,5,InputMUX7,0,64504,1
8,5,InputMUX8,0,64736,1
8,5,InputMUX9,0,65200,1
8,5,SeamMUX0,0,64275,2
8,5,SeamMUX0,1,64275,4
8,5,SeamMUX0,2,64275,8
8,5,SeamMUX0,3,64275,16
8,5,SeamMUX0,4,64275,32
8,5,SeamMUX0,5,64275,64
8,5,SeamMUX1,0,64507,2
8,5,SeamMUX1,1,64507,4
