x,y,mux,sel,byte,mask,kind,tile
0,4,CFG_IOMUX4,38,73242,64,mux,IOTILE
0,4,CFG_IOMUX4,39,73126,32,mux,IOTILE
0,4,CFG_IOMUX4,40,73242,32,mux,IOTILE
0,4,CFG_IOMUX4,41,73242,16,mux,IOTILE
0,4,CFG_IOMUX5,0,73358,128,mux,IOTILE
0,4,CFG_IOMUX5,1,73474,128,mux,IOTILE
0,4,CFG_IOMUX5,2,73358,64,mux,IOTILE
0,4,CFG_IOMUX5,3,73474,64,mux,IOTILE
0,4,CFG_IOMUX5,4,73358,32,mux,IOTILE
0,4,CFG_IOMUX5,5,73474,32,mux,IOTILE
0,4,CFG_IOMUX5,6,73474,16,mux,IOTILE
0,4,CFG_IOMUX5,7,73590,128,mux,IOTILE
0,4,CFG_IOMUX5,8,73706,128,mux,IOTILE
0,4,CFG_IOMUX5,9,73590,64,mux,IOTILE
0,4,CFG_IOMUX5,10,73706,64,mux,IOTILE
0,4,CFG_IOMUX5,11,73590,32,mux,IOTILE
0,4,CFG_IOMUX5,12,73706,32,mux,IOTILE
0,4,CFG_IOMUX5,13,73706,16,mux,IOTILE
0,4,CFG_IOMUX5,14,71037,1,mux,IOTILE
0,4,CFG_IOMUX5,15,71153,1,mux,IOTILE
0,4,CFG_IOMUX5,16,71037,2,mux,IOTILE
0,4,CFG_IOMUX5,17,71153,2,mux,IOTILE
0,4,CFG_IOMUX5,18,71037,4,mux,IOTILE
0,4,CFG_IOMUX5,19,71153,4,mux,IOTILE
0,4,CFG_IOMUX5,20,71153,8,mux,IOTILE
0,4,CFG_IOMUX5,21,71269,1,mux,IOTILE
0,4,CFG_IOMUX5,22,71385,1,mux,IOTILE
0,4,CFG_IOMUX5,23,71269,2,mux,IOTILE
0,4,CFG_IOMUX5,24,71385,2,mux,IOTILE
0,4,CFG_IOMUX5,25,71269,4,mux,IOTILE
0,4,CFG_IOMUX5,26,71385,4,mux,IOTILE
0,4,CFG_IOMUX5,27,71385,8,mux,IOTILE
0,4,CFG_IOMUX5,28,71501,1,mux,IOTILE
0,4,CFG_IOMUX5,29,71617,1,mux,IOTILE
0,4,CFG_IOMUX5,30,71501,2,mux,IOTILE
0,4,CFG_IOMUX5,31,71617,2,mux,IOTILE
0,4,CFG_IOMUX5,32,71501,4,mux,IOTILE
0,4,CFG_IOMUX5,33,71617,4,mux,IOTILE
0,4,CFG_IOMUX5,34,71617,8,mux,IOTILE
0,4,CFG_IOMUX5,35,71733,1,mux,IOTILE
0,4,CFG_IOMUX5,36,71849,1,mux,IOTILE
0,4,CFG_IOMUX5,37,71733,2,mux,IOTILE
0,4,CFG_IOMUX5,38,71849,2,mux,IOTILE
0,4,CFG_IOMUX5,39,71733,4,mux,IOTILE
0,4,CFG_IOMUX5,40,71849,4,mux,IOTILE
0,4,CFG_IOMUX5,41,71849,8,mux,IOTILE
0,4,CFG_OE_ASYNC_MODE,0,66398,1,ioreg,IOTILE
0,4,CFG_OE_ASYNC_MODE,1,67558,1,ioreg,IOTILE
0,4,CFG_OE_ASYNC_MODE,2,68718,1,ioreg,IOTILE
0,4,CFG_OE_ASYNC_MODE,3,70806,1,ioreg,IOTILE
0,4,CFG_OE_ASYNC_MODE,4,71966,1,ioreg,IOTILE
0,4,CFG_OE_ASYNC_MODE,5,73126,1,ioreg,IOTILE
0,4,CFG_OE_POWERUP,0,66514,2,ioreg,IOTILE
0,4,CFG_OE_POWERUP,1,67674,2,ioreg,IOTILE
0,4,CFG_OE_POWERUP,2,68834,2,ioreg,IOTILE
0,4,CFG_OE_POWERUP,3,70922,2,ioreg,IOTILE
0,4,CFG_OE_POWERUP,4,72082,2,ioreg,IOTILE
0,4,CFG_OE_POWERUP,5,73242,2,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,0,66282,1,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,1,67442,1,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,2,68602,1,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,3,70690,1,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,4,71850,1,ioreg,IOTILE
0,4,CFG_OE_REG_MODE,5,73010,1,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,0,66398,2,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,1,67558,2,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,2,68718,2,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,3,70806,2,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,4,71966,2,ioreg,IOTILE
0,4,CFG_OE_SYNC_MODE,5,73126,2,ioreg,IOTILE
0,4,CFG_OUTDELAY,0,66978,1,delay,IOTILE
0,4,CFG_OUTDELAY,1,68138,1,delay,IOTILE
0,4,CFG_OUTDELAY,2,69298,1,delay,IOTILE
0,4,CFG_OUTDELAY,3,71386,1,delay,IOTILE
0,4,CFG_OUTDELAY,4,72546,1,delay,IOTILE
0,4,CFG_OUTDELAY,5,73706,1,delay,IOTILE
0,4,CFG_OUT_ASYNC_MODE,0,66166,1,ioreg,IOTILE
0,4,CFG_OUT_ASYNC_MODE,1,67326,1,ioreg,IOTILE
0,4,CFG_OUT_ASYNC_MODE,2,68486,1,ioreg,IOTILE
0,4,CFG_OUT_ASYNC_MODE,3,70574,1,ioreg,IOTILE
0,4,CFG_OUT_ASYNC_MODE,4,71734,1,ioreg,IOTILE
0,4,CFG_OUT_ASYNC_MODE,5,72894,1,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,0,66282,2,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,1,67442,2,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,2,68602,2,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,3,70690,2,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,4,71850,2,ioreg,IOTILE
0,4,CFG_OUT_POWERUP,5,73010,2,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,0,66514,1,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,1,67674,1,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,2,68834,1,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,3,70922,1,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,4,72082,1,ioreg,IOTILE
0,4,CFG_OUT_REG_MODE,5,73242,1,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,0,66166,2,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,1,67326,2,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,2,68486,2,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,3,70574,2,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,4,71734,2,ioreg,IOTILE
0,4,CFG_OUT_SYNC_MODE,5,72894,2,ioreg,IOTILE
1,0,CFG_INDA_DELAY,0,99892,2,delay,IOTILE
1,0,CFG_INDA_DELAY,1,99892,1,delay,IOTILE
1,0,CFG_INDA_DELAY,2,99893,128,delay,IOTILE
1,0,CFG_INDA_DELAY,3,99776,2,delay,IOTILE
1,0,CFG_INDA_DELAY,4,99776,1,delay,IOTILE
1,0,CFG_INDA_DELAY,5,99777,128,delay,IOTILE
1,0,CFG_INDA_DELAY,6,99890,2,delay,IOTILE
1,0,CFG_INDA_DELAY,7,99890,1,delay,IOTILE
1,0,CFG_INDA_DELAY,8,99891,128,delay,IOTILE
1,0,CFG_INDA_DELAY,9,99774,2,delay,IOTILE
1,0,CFG_INDA_DELAY,10,99774,1,delay,IOTILE
1,0,CFG_INDA_DELAY,11,99775,128,delay,IOTILE
1,0,CFG_INPUTMUX0,0,99890,128,mux,IOTILE
1,0,CFG_INPUTMUX0,1,99774,128,mux,IOTILE
1,0,CFG_INPUTMUX1,0,99889,32,mux,IOTILE
1,0,CFG_INPUTMUX1,1,99889,16,mux,IOTILE
1,0,CFG_INPUTMUX2,0,99773,1,mux,IOTILE
1,0,CFG_INPUTMUX2,1,99889,1,mux,IOTILE
1,0,CFG_INPUTMUX3,0,99773,32,mux,IOTILE
1,0,CFG_INPUTMUX3,1,99773,16,mux,IOTILE
1,0,CFG_INREG_DELAY,0,99892,8,delay,IOTILE
1,0,CFG_INREG_DELAY,1,99892,16,delay,IOTILE
1,0,CFG_INREG_DELAY,2,99892,32,delay,IOTILE
1,0,CFG_INREG_DELAY,3,99776,8,delay,IOTILE
1,0,CFG_INREG_DELAY,4,99776,16,delay,IOTILE
1,0,CFG_INREG_DELAY,5,99776,32,delay,IOTILE
1,0,CFG_INREG_DELAY,6,99890,16,delay,IOTILE
1,0,CFG_INREG_DELAY,7,99890,8,delay,IOTILE
1,0,CFG_INREG_DELAY,8,99890,32,delay,IOTILE
1,0,CFG_INREG_DELAY,9,99774,32,delay,IOTILE
1,0,CFG_INREG_DELAY,10,99774,16,delay,IOTILE
1,0,CFG_INREG_DELAY,11,99774,8,delay,IOTILE
1,0,CFG_IN_ASYNC_MODE,0,99657,1,ioreg,IOTILE
1,0,CFG_IN_ASYNC_MODE,1,99657,16,ioreg,IOTILE
1,0,CFG_IN_ASYNC_MODE,2,97453,1,ioreg,IOTILE
1,0,CFG_IN_ASYNC_MODE,3,97453,16,ioreg,IOTILE
1,0,CFG_IN_POWERUP,0,99542,128,ioreg,IOTILE
1,0,CFG_IN_POWERUP,1,99541,32,ioreg,IOTILE
1,0,CFG_IN_POWERUP,2,97570,128,ioreg,IOTILE
1,0,CFG_IN_POWERUP,3,97569,32,ioreg,IOTILE
1,0,CFG_IN_SYNC_MODE,0,99658,128,ioreg,IOTILE
1,0,CFG_IN_SYNC_MODE,1,99657,32,ioreg,IOTILE
1,0,CFG_IN_SYNC_MODE,2,97454,128,ioreg,IOTILE
1,0,CFG_IN_SYNC_MODE,3,97453,32,ioreg,IOTILE
1,0,CFG_IOMUX0,0,99659,64,mux,IOTILE
1,0,CFG_IOMUX0,1,99543,64,mux,IOTILE
1,0,CFG_IOMUX0,2,99659,32,mux,IOTILE
1,0,CFG_IOMUX0,3,99543,32,mux,IOTILE
1,0,CFG_IOMUX0,4,99659,16,mux,IOTILE
1,0,CFG_IOMUX0,5,99543,16,mux,IOTILE
1,0,CFG_IOMUX0,6,99543,8,mux,IOTILE
1,0,CFG_IOMUX0,7,99427,64,mux,IOTILE
1,0,CFG_IOMUX0,8,99311,64,mux,IOTILE
1,0,CFG_IOMUX0,9,99427,32,mux,IOTILE
1,0,CFG_IOMUX0,10,99311,32,mux,IOTILE
1,0,CFG_IOMUX0,11,99427,16,mux,IOTILE
1,0,CFG_IOMUX0,12,99311,16,mux,IOTILE
1,0,CFG_IOMUX0,13,99311,8,mux,IOTILE
1,0,CFG_IOMUX0,14,97571,64,mux,IOTILE
1,0,CFG_IOMUX0,15,97455,64,mux,IOTILE
1,0,CFG_IOMUX0,16,97571,32,mux,IOTILE
1,0,CFG_IOMUX0,17,97455,32,mux,IOTILE
1,0,CFG_IOMUX0,18,97571,16,mux,IOTILE
1,0,CFG_IOMUX0,19,97455,16,mux,IOTILE
1,0,CFG_IOMUX0,20,97455,8,mux,IOTILE
1,0,CFG_IOMUX0,21,97803,64,mux,IOTILE
1,0,CFG_IOMUX0,22,97687,64,mux,IOTILE
1,0,CFG_IOMUX0,23,97803,32,mux,IOTILE
1,0,CFG_IOMUX0,24,97687,32,mux,IOTILE
1,0,CFG_IOMUX0,25,97803,16,mux,IOTILE
1,0,CFG_IOMUX0,26,97687,16,mux,IOTILE
1,0,CFG_IOMUX0,27,97687,8,mux,IOTILE
1,0,CFG_IOMUX0,28,99195,64,mux,IOTILE
1,0,CFG_IOMUX0,29,99079,64,mux,IOTILE
1,0,CFG_IOMUX0,30,99195,32,mux,IOTILE
1,0,CFG_IOMUX0,31,99079,32,mux,IOTILE
1,0,CFG_IOMUX0,32,99195,16,mux,IOTILE
1,0,CFG_IOMUX0,33,99079,16,mux,IOTILE
1,0,CFG_IOMUX0,34,99079,8,mux,IOTILE
1,0,CFG_IOMUX0,35,98963,64,mux,IOTILE
1,0,CFG_IOMUX0,36,98847,64,mux,IOTILE
1,0,CFG_IOMUX0,37,98963,32,mux,IOTILE
1,0,CFG_IOMUX0,38,98847,32,mux,IOTILE
1,0,CFG_IOMUX0,39,98963,16,mux,IOTILE
1,0,CFG_IOMUX0,40,98847,16,mux,IOTILE
1,0,CFG_IOMUX0,41,98847,8,mux,IOTILE
1,0,CFG_IOMUX1,0,98035,64,mux,IOTILE
1,0,CFG_IOMUX1,1,97919,64,mux,IOTILE
1,0,CFG_IOMUX1,2,98035,32,mux,IOTILE
1,0,CFG_IOMUX1,3,97919,32,mux,IOTILE
1,0,CFG_IOMUX1,4,98035,16,mux,IOTILE
1,0,CFG_IOMUX1,5,97919,16,mux,IOTILE
1,0,CFG_IOMUX1,6,97919,8,mux,IOTILE
1,0,CFG_IOMUX1,7,98267,64,mux,IOTILE
1,0,CFG_IOMUX1,8,98151,64,mux,IOTILE
1,0,CFG_IOMUX1,9,98267,32,mux,IOTILE
1,0,CFG_IOMUX1,10,98151,32,mux,IOTILE
1,0,CFG_IOMUX1,11,98267,16,mux,IOTILE
1,0,CFG_IOMUX1,12,98151,16,mux,IOTILE
1,0,CFG_IOMUX1,13,98151,8,mux,IOTILE
1,0,CFG_IOMUX1,14,99195,128,mux,IOTILE
1,0,CFG_IOMUX1,15,99079,128,mux,IOTILE
1,0,CFG_IOMUX1,16,99194,1,mux,IOTILE
1,0,CFG_IOMUX1,17,99078,1,mux,IOTILE
1,0,CFG_IOMUX1,18,99194,2,mux,IOTILE
1,0,CFG_IOMUX1,19,99078,2,mux,IOTILE
1,0,CFG_IOMUX1,20,99078,4,mux,IOTILE
1,0,CFG_IOMUX1,21,98963,128,mux,IOTILE
1,0,CFG_IOMUX1,22,98847,128,mux,IOTILE
1,0,CFG_IOMUX1,23,98962,1,mux,IOTILE
1,0,CFG_IOMUX1,24,98846,1,mux,IOTILE
1,0,CFG_IOMUX1,25,98962,2,mux,IOTILE
1,0,CFG_IOMUX1,26,98846,2,mux,IOTILE
1,0,CFG_IOMUX1,27,98846,4,mux,IOTILE
1,0,CFG_IOMUX1,28,98035,128,mux,IOTILE
1,0,CFG_IOMUX1,29,97919,128,mux,IOTILE
1,0,CFG_IOMUX1,30,98034,1,mux,IOTILE
1,0,CFG_IOMUX1,31,97918,1,mux,IOTILE
1,0,CFG_IOMUX1,32,98034,2,mux,IOTILE
1,0,CFG_IOMUX1,33,97918,2,mux,IOTILE
1,0,CFG_IOMUX1,34,97918,4,mux,IOTILE
1,0,CFG_IOMUX1,35,98267,128,mux,IOTILE
1,0,CFG_IOMUX1,36,98151,128,mux,IOTILE
1,0,CFG_IOMUX1,37,98266,1,mux,IOTILE
1,0,CFG_IOMUX1,38,98150,1,mux,IOTILE
1,0,CFG_IOMUX1,39,98266,2,mux,IOTILE
1,0,CFG_IOMUX1,40,98150,2,mux,IOTILE
1,0,CFG_IOMUX1,41,98150,4,mux,IOTILE
1,0,CFG_IOMUX2,0,99659,128,mux,IOTILE
1,0,CFG_IOMUX2,1,99543,128,mux,IOTILE
1,0,CFG_IOMUX2,2,99658,1,mux,IOTILE
1,0,CFG_IOMUX2,3,99542,1,mux,IOTILE
1,0,CFG_IOMUX2,4,99658,2,mux,IOTILE
1,0,CFG_IOMUX2,5,99542,2,mux,IOTILE
1,0,CFG_IOMUX2,6,99542,4,mux,IOTILE
1,0,CFG_IOMUX2,7,99427,128,mux,IOTILE
1,0,CFG_IOMUX2,8,99311,128,mux,IOTILE
1,0,CFG_IOMUX2,9,99426,1,mux,IOTILE
1,0,CFG_IOMUX2,10,99310,1,mux,IOTILE
1,0,CFG_IOMUX2,11,99426,2,mux,IOTILE
1,0,CFG_IOMUX2,12,99310,2,mux,IOTILE
1,0,CFG_IOMUX2,13,99310,4,mux,IOTILE
1,0,CFG_IOMUX2,14,97571,128,mux,IOTILE
1,0,CFG_IOMUX2,15,97455,128,mux,IOTILE
1,0,CFG_IOMUX2,16,97570,1,mux,IOTILE
1,0,CFG_IOMUX2,17,97454,1,mux,IOTILE
1,0,CFG_IOMUX2,18,97570,2,mux,IOTILE
1,0,CFG_IOMUX2,19,97454,2,mux,IOTILE
1,0,CFG_IOMUX2,20,97454,4,mux,IOTILE
1,0,CFG_IOMUX2,21,97803,128,mux,IOTILE
1,0,CFG_IOMUX2,22,97687,128,mux,IOTILE
1,0,CFG_IOMUX2,23,97802,1,mux,IOTILE
1,0,CFG_IOMUX2,24,97686,1,mux,IOTILE
1,0,CFG_IOMUX2,25,97802,2,mux,IOTILE
1,0,CFG_IOMUX2,26,97686,2,mux,IOTILE
1,0,CFG_IOMUX2,27,97686,4,mux,IOTILE
1,0,CFG_IOMUX2,28,99658,64,mux,IOTILE
1,0,CFG_IOMUX2,29,99542,64,mux,IOTILE
1,0,CFG_IOMUX2,30,99658,32,mux,IOTILE
1,0,CFG_IOMUX2,31,99542,32,mux,IOTILE
1,0,CFG_IOMUX2,32,99658,16,mux,IOTILE
1,0,CFG_IOMUX2,33,99542,16,mux,IOTILE
1,0,CFG_IOMUX2,34,99542,8,mux,IOTILE
1,0,CFG_IOMUX2,35,99426,64,mux,IOTILE
1,0,CFG_IOMUX2,36,99310,64,mux,IOTILE
1,0,CFG_IOMUX2,37,99426,32,mux,IOTILE
1,0,CFG_IOMUX2,38,99310,32,mux,IOTILE
1,0,CFG_IOMUX2,39,99426,16,mux,IOTILE
1,0,CFG_IOMUX2,40,99310,16,mux,IOTILE
1,0,CFG_IOMUX2,41,99310,8,mux,IOTILE
1,0,CFG_IOMUX3,0,97570,64,mux,IOTILE
1,0,CFG_IOMUX3,1,97454,64,mux,IOTILE
1,0,CFG_IOMUX3,2,97570,32,mux,IOTILE
1,0,CFG_IOMUX3,3,97454,32,mux,IOTILE
1,0,CFG_IOMUX3,4,97570,16,mux,IOTILE
1,0,CFG_IOMUX3,5,97454,16,mux,IOTILE
1,0,CFG_IOMUX3,6,97454,8,mux,IOTILE
1,0,CFG_IOMUX3,7,97802,64,mux,IOTILE
1,0,CFG_IOMUX3,8,97686,64,mux,IOTILE
1,0,CFG_IOMUX3,9,97802,32,mux,IOTILE
1,0,CFG_IOMUX3,10,97686,32,mux,IOTILE
1,0,CFG_IOMUX3,11,97802,16,mux,IOTILE
1,0,CFG_IOMUX3,12,97686,16,mux,IOTILE
1,0,CFG_IOMUX3,13,97686,8,mux,IOTILE
1,0,CFG_IOMUX3,14,99194,64,mux,IOTILE
1,0,CFG_IOMUX3,15,99078,64,mux,IOTILE
1,0,CFG_IOMUX3,16,99194,32,mux,IOTILE
1,0,CFG_IOMUX3,17,99078,32,mux,IOTILE
1,0,CFG_IOMUX3,18,99194,16,mux,IOTILE
1,0,CFG_IOMUX3,19,99078,16,mux,IOTILE
1,0,CFG_IOMUX3,20,99078,8,mux,IOTILE
1,0,CFG_IOMUX3,21,98962,64,mux,IOTILE
1,0,CFG_IOMUX3,22,98846,64,mux,IOTILE
1,0,CFG_IOMUX3,23,98962,32,mux,IOTILE
1,0,CFG_IOMUX3,24,98846,32,mux,IOTILE
1,0,CFG_IOMUX3,25,98962,16,mux,IOTILE
1,0,CFG_IOMUX3,26,98846,16,mux,IOTILE
1,0,CFG_IOMUX3,27,98846,8,mux,IOTILE
1,0,CFG_IOMUX3,28,98034,64,mux,IOTILE
1,0,CFG_IOMUX3,29,97918,64,mux,IOTILE
1,0,CFG_IOMUX3,30,98034,32,mux,IOTILE
1,0,CFG_IOMUX3,31,97918,32,mux,IOTILE
1,0,CFG_IOMUX3,32,98034,16,mux,IOTILE
1,0,CFG_IOMUX3,33,97918,16,mux,IOTILE
1,0,CFG_IOMUX3,34,97918,8,mux,IOTILE
1,0,CFG_IOMUX3,35,98266,64,mux,IOTILE
1,0,CFG_IOMUX3,36,98150,64,mux,IOTILE
1,0,CFG_IOMUX3,37,98266,32,mux,IOTILE
1,0,CFG_IOMUX3,38,98150,32,mux,IOTILE
1,0,CFG_IOMUX3,39,98266,16,mux,IOTILE
1,0,CFG_IOMUX3,40,98150,16,mux,IOTILE
1,0,CFG_IOMUX3,41,98150,8,mux,IOTILE
1,0,CFG_OE_ASYNC_MODE,0,99193,1,ioreg,IOTILE
1,0,CFG_OE_ASYNC_MODE,1,99193,16,ioreg,IOTILE
1,0,CFG_OE_ASYNC_MODE,2,97917,1,ioreg,IOTILE
1,0,CFG_OE_ASYNC_MODE,3,97917,16,ioreg,IOTILE
1,0,CFG_OE_POWERUP,0,99078,128,ioreg,IOTILE
1,0,CFG_OE_POWERUP,1,99077,32,ioreg,IOTILE
1,0,CFG_OE_POWERUP,2,98034,128,ioreg,IOTILE
1,0,CFG_OE_POWERUP,3,98033,32,ioreg,IOTILE
1,0,CFG_OE_REG_MODE,0,99309,1,ioreg,IOTILE
1,0,CFG_OE_REG_MODE,1,99309,16,ioreg,IOTILE
1,0,CFG_OE_REG_MODE,2,97801,1,ioreg,IOTILE
1,0,CFG_OE_REG_MODE,3,97801,16,ioreg,IOTILE
1,0,CFG_OE_SYNC_MODE,0,99194,128,ioreg,IOTILE
1,0,CFG_OE_SYNC_MODE,1,99193,32,ioreg,IOTILE
1,0,CFG_OE_SYNC_MODE,2,97918,128,ioreg,IOTILE
1,0,CFG_OE_SYNC_MODE,3,97917,32,ioreg,IOTILE
1,0,CFG_OUTDELAY,0,99891,8,delay,IOTILE
1,0,CFG_OUTDELAY,1,99775,8,delay,IOTILE
1,0,CFG_OUTDELAY,2,99890,64,delay,IOTILE
1,0,CFG_OUTDELAY,3,99774,64,delay,IOTILE
1,0,CFG_OUT_ASYNC_MODE,0,99425,1,ioreg,IOTILE
1,0,CFG_OUT_ASYNC_MODE,1,99425,16,ioreg,IOTILE
1,0,CFG_OUT_ASYNC_MODE,2,97685,1,ioreg,IOTILE
1,0,CFG_OUT_ASYNC_MODE,3,97685,16,ioreg,IOTILE
1,0,CFG_OUT_POWERUP,0,99310,128,ioreg,IOTILE
1,0,CFG_OUT_POWERUP,1,99309,32,ioreg,IOTILE
1,0,CFG_OUT_POWERUP,2,97802,128,ioreg,IOTILE
1,0,CFG_OUT_POWERUP,3,97801,32,ioreg,IOTILE
1,0,CFG_OUT_REG_MODE,0,99077,1,ioreg,IOTILE
1,0,CFG_OUT_REG_MODE,1,99077,16,ioreg,IOTILE
1,0,CFG_OUT_REG_MODE,2,98033,1,ioreg,IOTILE
1,0,CFG_OUT_REG_MODE,3,98033,16,ioreg,IOTILE
1,0,CFG_OUT_SYNC_MODE,0,99426,128,ioreg,IOTILE
1,0,CFG_OUT_SYNC_MODE,1,99425,32,ioreg,IOTILE
1,0,CFG_OUT_SYNC_MODE,2,97686,128,ioreg,IOTILE
1,0,CFG_OUT_SYNC_MODE,3,97685,32,ioreg,IOTILE
1,5,CFG_INPUTMUX,0,64304,4,mux,UFMTILE
1,5,CFG_INPUTMUX,1,64536,4,mux,UFMTILE
1,5,CFG_INPUTMUX,2,64768,4,mux,UFMTILE
1,5,CFG_INPUTMUX,3,65232,4,mux,UFMTILE
1,5,CFG_INPUTMUX,4,65464,4,mux,UFMTILE
1,5,CFG_INPUTMUX,5,65696,4,mux,UFMTILE
1,5,CFG_INPUTMUX,6,64304,16,mux,UFMTILE
1,5,CFG_INPUTMUX,7,64536,16,mux,UFMTILE
1,5,CFG_INPUTMUX,8,64768,16,mux,UFMTILE
1,5,CFG_INPUTMUX,9,65232,16,mux,UFMTILE
1,5,CFG_INPUTMUX,10,65464,16,mux,UFMTILE
1,5,CFG_INPUTMUX,11,65696,16,mux,UFMTILE
2,0,CFG_INDA_DELAY,0,99888,32,delay,IOTILE
2,0,CFG_INDA_DELAY,1,99888,16,delay,IOTILE
2,0,CFG_INDA_DELAY,2,99888,8,delay,IOTILE
2,0,CFG_INDA_DELAY,3,99772,32,delay,IOTILE
2,0,CFG_INDA_DELAY,4,99772,16,delay,IOTILE
2,0,CFG_INDA_DELAY,5,99772,8,delay,IOTILE
2,0,CFG_INDA_DELAY,6,99886,32,delay,IOTILE
2,0,CFG_INDA_DELAY,7,99886,16,delay,IOTILE
2,0,CFG_INDA_DELAY,8,99886,8,delay,IOTILE
2,0,CFG_INDA_DELAY,9,99770,32,delay,IOTILE
2,0,CFG_INDA_DELAY,10,99770,16,delay,IOTILE
2,0,CFG_INDA_DELAY,11,99770,8,delay,IOTILE
2,0,CFG_INPUTMUX0,0,99885,8,mux,IOTILE
2,0,CFG_INPUTMUX0,1,99769,8,mux,IOTILE
2,0,CFG_INPUTMUX1,0,99884,2,mux,IOTILE
2,0,CFG_INPUTMUX1,1,99884,1,mux,IOTILE
2,0,CFG_INPUTMUX2,0,99769,16,mux,IOTILE
2,0,CFG_INPUTMUX2,1,99885,16,mux,IOTILE
2,0,CFG_INPUTMUX3,0,99768,2,mux,IOTILE
2,0,CFG_INPUTMUX3,1,99768,1,mux,IOTILE
2,0,CFG_INREG_DELAY,0,99888,128,delay,IOTILE
2,0,CFG_INREG_DELAY,1,99887,1,delay,IOTILE
2,0,CFG_INREG_DELAY,2,99887,2,delay,IOTILE
2,0,CFG_INREG_DELAY,3,99772,128,delay,IOTILE
2,0,CFG_INREG_DELAY,4,99771,1,delay,IOTILE
2,0,CFG_INREG_DELAY,5,99771,2,delay,IOTILE
2,0,CFG_INREG_DELAY,6,99885,1,delay,IOTILE
2,0,CFG_INREG_DELAY,7,99886,128,delay,IOTILE
2,0,CFG_INREG_DELAY,8,99885,2,delay,IOTILE
2,0,CFG_INREG_DELAY,9,99769,2,delay,IOTILE
2,0,CFG_INREG_DELAY,10,99769,1,delay,IOTILE
2,0,CFG_INREG_DELAY,11,99770,128,delay,IOTILE
2,0,CFG_IN_ASYNC_MODE,0,99653,16,ioreg,IOTILE
2,0,CFG_IN_ASYNC_MODE,1,99652,1,ioreg,IOTILE
2,0,CFG_IN_ASYNC_MODE,2,97449,16,ioreg,IOTILE
2,0,CFG_IN_ASYNC_MODE,3,97448,1,ioreg,IOTILE
2,0,CFG_IN_POWERUP,0,99537,8,ioreg,IOTILE
2,0,CFG_IN_POWERUP,1,99536,2,ioreg,IOTILE
2,0,CFG_IN_POWERUP,2,97565,8,ioreg,IOTILE
2,0,CFG_IN_POWERUP,3,97564,2,ioreg,IOTILE
2,0,CFG_IN_SYNC_MODE,0,99653,8,ioreg,IOTILE
2,0,CFG_IN_SYNC_MODE,1,99652,2,ioreg,IOTILE
2,0,CFG_IN_SYNC_MODE,2,97449,8,ioreg,IOTILE
2,0,CFG_IN_SYNC_MODE,3,97448,2,ioreg,IOTILE
2,0,CFG_IOMUX0,0,99654,4,mux,IOTILE
2,0,CFG_IOMUX0,1,99538,4,mux,IOTILE
2,0,CFG_IOMUX0,2,99654,2,mux,IOTILE
2,0,CFG_IOMUX0,3,99538,2,mux,IOTILE
2,0,CFG_IOMUX0,4,99654,1,mux,IOTILE
2,0,CFG_IOMUX0,5,99538,1,mux,IOTILE
2,0,CFG_IOMUX0,6,99539,128,mux,IOTILE
2,0,CFG_IOMUX0,7,99422,4,mux,IOTILE
2,0,CFG_IOMUX0,8,99306,4,mux,IOTILE
2,0,CFG_IOMUX0,9,99422,2,mux,IOTILE
2,0,CFG_IOMUX0,10,99306,2,mux,IOTILE
2,0,CFG_IOMUX0,11,99422,1,mux,IOTILE
2,0,CFG_IOMUX0,12,99306,1,mux,IOTILE
2,0,CFG_IOMUX0,13,99307,128,mux,IOTILE
2,0,CFG_IOMUX0,14,97566,4,mux,IOTILE
2,0,CFG_IOMUX0,15,97450,4,mux,IOTILE
2,0,CFG_IOMUX0,16,97566,2,mux,IOTILE
2,0,CFG_IOMUX0,17,97450,2,mux,IOTILE
2,0,CFG_IOMUX0,18,97566,1,mux,IOTILE
2,0,CFG_IOMUX0,19,97450,1,mux,IOTILE
