signal,step,src_wire,dst_wire,evidence
slave_ahb_hrdata[21],0,X13Y8_BufMUX17,X14Y8_RMUX65,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[21],1,X14Y8_RMUX65,X14Y8_IMUX03,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[22],0,X13Y8_BufMUX18,X14Y8_RMUX88,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[22],1,X14Y8_RMUX88,X14Y8_IMUX00,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[23],0,X13Y8_BufMUX19,X14Y8_RMUX76,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[23],1,X14Y8_RMUX76,X14Y8_IMUX02,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[24],0,X13Y7_BufMUX00,X13Y7_InputMUX01,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[24],1,X13Y7_InputMUX01,X14Y7_RMUX19,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[24],2,X14Y7_RMUX19,X14Y8_RMUX89,vendor-slave-ahb-hrdata21-24
slave_ahb_hrdata[24],3,X14Y8_RMUX89,X14Y8_IMUX01,vendor-slave-ahb-hrdata21-24
