src_res,src_x,src_y,dst_res,dst_x,dst_y,sel_lo,sel_hi,passing_images,class
OMUX02,19,11,RMUX00,19,11,0,7,31,D
OMUX35,20,2,RMUX66,20,2,3,7,31,D
OMUX11,20,7,RMUX18,20,7,3,7,31,D
OMUX41,20,8,RMUX72,20,8,1,7,31,D
OMUX35,20,10,RMUX66,20,10,3,7,31,D
RMUX07,21,2,RMUX30,21,1,3,9,31,D
RMUX67,21,2,RMUX72,21,1,3,9,31,D
RMUX50,21,4,RMUX12,21,3,3,9,31,D
RMUX80,21,6,RMUX36,21,5,3,9,31,D
RMUX80,11,2,RMUX36,11,1,3,9,30,D
OMUX29,11,2,RMUX54,11,2,1,7,30,D
OMUX41,11,4,RMUX78,11,4,1,7,30,D
RMUX62,15,1,RMUX66,15,2,6,8,30,D
RMUX24,16,3,IMUX04,15,3,0,10,30,D
RMUX26,16,3,RMUX18,15,3,5,7,30,D
RMUX67,15,4,RMUX72,15,3,3,9,30,D
RMUX32,15,3,RMUX42,15,4,6,8,30,D
RMUX85,15,3,RMUX48,15,4,6,8,30,D
RMUX50,15,6,RMUX18,15,5,3,9,30,D
OMUX20,15,8,RMUX42,15,8,2,7,30,D
RMUX56,16,8,RMUX42,15,8,5,7,30,D
OMUX35,15,8,RMUX66,15,8,3,7,30,D
OMUX23,15,9,RMUX36,15,9,3,7,30,D
OMUX41,15,12,RMUX72,15,12,1,7,30,D
OMUX23,16,1,RMUX36,16,1,3,7,30,D
OMUX20,16,1,RMUX42,16,1,2,7,30,D
OMUX11,16,2,RMUX18,16,2,3,7,30,D
OMUX20,16,2,RMUX42,16,2,2,7,30,D
OMUX35,16,2,RMUX66,16,2,3,7,30,D
RMUX50,16,5,RMUX18,16,4,3,9,30,D
OMUX20,16,4,RMUX42,16,4,2,7,30,D
OMUX44,16,6,RMUX84,16,6,2,7,30,D
RMUX26,17,7,RMUX18,16,7,5,7,30,D
OMUX41,16,7,RMUX72,16,7,1,7,30,D
RMUX72,17,8,IMUX36,16,8,1,10,30,D
OMUX02,16,10,RMUX00,16,10,0,7,30,D
RMUX85,16,11,RMUX48,16,10,6,9,30,D
OMUX41,16,10,RMUX72,16,10,1,7,30,D
RMUX80,16,12,RMUX36,16,11,3,9,30,D
RMUX13,17,11,RMUX54,16,11,5,7,30,D
RMUX55,17,1,RMUX24,17,2,6,8,30,D
RMUX80,17,8,RMUX36,17,7,3,9,30,D
RMUX56,18,8,RMUX42,17,8,5,7,30,D
RMUX44,17,11,RMUX84,17,9,4,9,30,D
RMUX62,17,11,RMUX60,17,10,6,9,30,D
RMUX50,17,12,RMUX18,17,11,3,9,30,D
OMUX23,17,12,RMUX36,17,12,3,7,30,D
OMUX35,18,1,RMUX66,18,1,3,7,30,D
RMUX72,19,3,IMUX04,18,3,1,10,30,D
RMUX72,19,7,IMUX04,18,7,1,10,30,D
RMUX72,19,8,IMUX44,18,8,1,10,30,D
RMUX31,18,8,RMUX30,18,8,4,7,30,D
RMUX26,19,11,RMUX18,18,11,5,7,30,D
OMUX44,18,11,RMUX84,18,11,2,7,30,D
OMUX29,19,2,RMUX54,19,2,1,7,30,D
OMUX41,19,4,RMUX78,19,4,1,7,30,D
RMUX91,20,4,RMUX78,19,4,1,8,30,D
OMUX41,19,7,RMUX78,19,7,1,7,30,D
RMUX85,19,8,RMUX48,19,9,6,8,30,D
RMUX50,19,12,RMUX12,19,10,4,9,30,D
RMUX50,19,11,RMUX18,19,10,3,9,30,D
RMUX80,19,11,RMUX36,19,10,3,9,30,D
RMUX92,19,11,RMUX84,19,10,6,9,30,D
RMUX56,20,11,RMUX42,19,11,5,7,30,D
OMUX41,20,1,RMUX78,20,1,1,7,30,D
RMUX50,20,5,RMUX12,20,4,3,9,30,D
RMUX80,20,5,RMUX36,20,4,3,9,30,D
RMUX32,20,3,RMUX42,20,4,6,8,30,D
OMUX29,20,4,RMUX54,20,4,1,7,30,D
OMUX11,20,8,RMUX18,20,8,3,7,30,D
OMUX23,20,9,RMUX36,20,9,3,7,30,D
OMUX41,20,11,RMUX72,20,11,1,7,30,D
OMUX41,20,12,RMUX78,20,12,1,7,30,D
RMUX73,21,5,RMUX06,21,4,3,9,30,D
RMUX67,21,6,RMUX78,21,5,3,9,30,D
RMUX37,21,8,RMUX54,21,7,3,9,30,D
RMUX67,11,2,RMUX72,11,1,3,9,29,D
RMUX62,11,3,RMUX60,11,2,6,9,29,D
RMUX14,12,2,RMUX66,12,1,3,9,29,D
RMUX55,12,4,RMUX54,12,4,4,7,29,D
RMUX72,15,3,IMUX44,14,3,1,10,29,D
RMUX72,15,4,IMUX04,14,4,1,10,29,D
RMUX72,15,4,IMUX44,14,4,1,10,29,D
RMUX86,16,1,RMUX66,15,1,5,7,29,D
RMUX07,15,2,RMUX30,15,3,2,9,29,D
OMUX47,15,5,RMUX84,15,5,3,7,29,D
OMUX32,15,6,RMUX60,15,6,2,7,29,D
OMUX41,15,7,RMUX78,15,7,1,7,29,D
RMUX86,16,9,RMUX66,15,9,5,7,29,D
RMUX85,15,11,RMUX48,15,12,6,8,29,D
RMUX67,16,2,RMUX72,16,1,3,9,29,D
OMUX32,16,3,RMUX60,16,3,2,7,29,D
RMUX14,16,4,RMUX66,16,3,3,9,29,D
RMUX86,17,3,RMUX66,16,3,5,7,29,D
OMUX08,16,6,RMUX18,16,6,2,7,29,D
OMUX23,16,6,RMUX36,16,6,3,7,29,D
OMUX32,16,6,RMUX60,16,6,2,7,29,D
OMUX35,16,6,RMUX66,16,6,3,7,29,D
RMUX50,16,11,RMUX18,16,9,4,9,29,D
RMUX26,17,9,RMUX18,16,9,5,7,29,D
RMUX32,16,11,RMUX36,16,10,6,9,29,D
RMUX67,16,11,RMUX78,16,10,3,9,29,D
RMUX92,16,11,RMUX90,16,10,6,9,29,D
RMUX50,16,12,RMUX18,16,11,3,9,29,D
OMUX47,16,11,RMUX84,16,11,3,7,29,D
OMUX41,16,12,RMUX72,16,12,1,7,29,D
RMUX62,17,1,RMUX66,17,2,6,8,29,D
OMUX11,17,3,RMUX18,17,3,3,7,29,D
OMUX35,17,3,RMUX66,17,3,3,7,29,D
OMUX23,17,5,RMUX36,17,5,3,7,29,D
RMUX00,18,9,IMUX48,17,9,0,10,29,D
RMUX14,17,10,RMUX66,17,9,3,9,29,D
RMUX85,17,11,RMUX54,17,10,6,9,29,D
RMUX55,17,11,RMUX24,17,12,6,8,29,D
RMUX50,18,3,RMUX12,18,2,3,9,29,D
OMUX41,18,2,RMUX72,18,2,1,7,29,D
RMUX67,18,3,RMUX78,18,2,3,9,29,D
OMUX11,18,3,RMUX18,18,3,3,7,29,D
RMUX62,18,3,RMUX66,18,4,6,8,29,D
OMUX11,18,5,RMUX18,18,5,3,7,29,D
RMUX56,19,5,RMUX42,18,5,5,7,29,D
OMUX35,18,5,RMUX66,18,5,3,7,29,D
RMUX14,18,6,RMUX66,18,5,3,9,29,D
RMUX72,19,6,IMUX04,18,6,1,10,29,D
RMUX86,19,7,RMUX66,18,7,5,7,29,D
RMUX31,18,9,RMUX30,18,9,4,7,29,D
OMUX02,18,11,RMUX00,18,11,0,7,29,D
RMUX56,19,12,RMUX42,18,12,5,7,29,D
OMUX08,19,1,RMUX18,19,1,2,7,29,D
OMUX29,19,1,RMUX54,19,1,1,7,29,D
RMUX67,19,2,RMUX72,19,1,3,9,29,D
OMUX11,19,3,RMUX18,19,3,3,7,29,D
OMUX32,19,3,RMUX60,19,3,2,7,29,D
RMUX72,20,4,IMUX36,19,4,1,10,29,D
RMUX56,20,4,RMUX42,19,4,5,7,29,D
OMUX29,19,5,RMUX54,19,5,1,7,29,D
OMUX23,19,6,RMUX36,19,6,3,7,29,D
RMUX67,19,7,RMUX78,19,6,3,9,29,D
OMUX35,19,7,RMUX66,19,7,3,7,29,D
OMUX11,19,9,RMUX18,19,9,3,7,29,D
RMUX80,19,10,RMUX36,19,9,3,9,29,D
RMUX85,19,11,RMUX48,19,10,6,9,29,D
RMUX85,19,9,RMUX48,19,10,6,8,29,D
OMUX23,19,12,RMUX36,19,12,3,7,29,D
OMUX35,20,1,RMUX66,20,1,3,7,29,D
RMUX32,20,1,RMUX42,20,2,6,8,29,D
OMUX08,20,3,RMUX18,20,3,2,7,29,D
OMUX23,20,6,RMUX36,20,6,3,7,29,D
OMUX29,20,6,RMUX54,20,6,1,7,29,D
OMUX35,20,6,RMUX66,20,6,3,7,29,D
RMUX62,20,11,RMUX60,20,10,6,9,29,D
RMUX37,21,2,RMUX48,21,1,3,9,29,D
RMUX44,21,8,RMUX90,21,7,3,9,29,D
RMUX50,10,2,RMUX12,10,1,3,9,28,D
OMUX41,10,3,RMUX78,10,3,1,7,28,D
OMUX41,11,2,RMUX78,11,2,1,7,28,D
OMUX29,12,2,RMUX54,12,2,1,7,28,D
RMUX85,12,3,RMUX54,12,2,6,9,28,D
RMUX50,12,4,RMUX12,12,3,3,9,28,D
RMUX72,15,2,IMUX36,14,2,1,10,28,D
RMUX72,15,2,IMUX44,14,2,1,10,28,D
RMUX14,15,4,RMUX66,15,3,3,9,28,D
RMUX67,15,4,RMUX78,15,3,3,9,28,D
OMUX11,15,5,RMUX18,15,5,3,7,28,D
OMUX35,15,5,RMUX66,15,5,3,7,28,D
OMUX44,15,6,RMUX84,15,6,2,7,28,D
OMUX41,15,7,RMUX72,15,7,1,7,28,D
RMUX67,15,8,RMUX78,15,7,3,9,28,D
OMUX08,15,8,RMUX18,15,8,2,7,28,D
RMUX24,16,9,IMUX04,15,9,0,10,28,D
OMUX11,15,9,RMUX18,15,9,3,7,28,D
RMUX80,15,10,RMUX36,15,9,3,9,28,D
OMUX32,15,9,RMUX60,15,9,2,7,28,D
OMUX41,15,10,RMUX72,15,10,1,7,28,D
OMUX47,15,10,RMUX90,15,10,3,7,28,D
OMUX11,15,11,RMUX18,15,11,3,7,28,D
RMUX86,16,11,RMUX66,15,11,5,7,28,D
RMUX72,16,12,IMUX44,15,12,1,10,28,D
RMUX00,16,12,IMUX48,15,12,0,10,28,D
OMUX32,16,1,RMUX60,16,1,2,7,28,D
RMUX14,16,2,RMUX66,16,1,3,9,28,D
RMUX00,17,2,IMUX48,16,2,0,10,28,D
RMUX62,16,1,RMUX66,16,2,6,8,28,D
RMUX24,17,3,IMUX04,16,3,0,10,28,D
OMUX32,16,4,RMUX60,16,4,2,7,28,D
RMUX67,16,6,RMUX72,16,5,3,9,28,D
RMUX00,17,8,IMUX48,16,8,0,10,28,D
RMUX26,17,8,RMUX18,16,8,5,7,28,D
RMUX67,16,9,RMUX78,16,8,3,9,28,D
RMUX50,16,11,RMUX12,16,9,4,9,28,D
OMUX41,16,10,RMUX78,16,10,1,7,28,D
RMUX72,17,11,IMUX44,16,11,1,10,28,D
OMUX32,16,11,RMUX60,16,11,2,7,28,D
OMUX02,17,1,RMUX00,17,1,0,7,28,D
OMUX41,17,1,RMUX78,17,1,1,7,28,D
RMUX00,18,2,IMUX48,17,2,0,10,28,D
OMUX32,17,2,RMUX60,17,2,2,7,28,D
OMUX32,17,3,RMUX60,17,3,2,7,28,D
RMUX50,17,5,RMUX18,17,4,3,9,28,D
OMUX23,17,6,RMUX36,17,6,3,7,28,D
RMUX00,18,10,IMUX48,17,10,0,10,28,D
RMUX62,17,11,RMUX66,17,10,6,9,28,D
OMUX35,17,11,RMUX66,17,11,3,7,28,D
RMUX86,18,11,RMUX66,17,11,5,7,28,D
RMUX72,18,12,IMUX44,17,12,1,10,28,D
OMUX41,17,12,RMUX72,17,12,1,7,28,D
OMUX47,18,1,RMUX84,18,1,3,7,28,D
RMUX55,18,1,RMUX24,18,2,6,8,28,D
OMUX41,18,3,RMUX72,18,3,1,7,28,D
OMUX41,18,4,RMUX72,18,4,1,7,28,D
OMUX20,18,5,RMUX42,18,5,2,7,28,D
RMUX72,19,6,IMUX44,18,6,1,10,28,D
RMUX85,18,6,RMUX48,18,7,6,8,28,D
RMUX24,19,8,IMUX04,18,8,0,10,28,D
OMUX23,18,8,RMUX36,18,8,3,7,28,D
RMUX72,19,9,IMUX04,18,9,1,10,28,D
RMUX72,19,9,IMUX44,18,9,1,10,28,D
OMUX29,18,9,RMUX54,18,9,1,7,28,D
OMUX35,18,9,RMUX66,18,9,3,7,28,D
OMUX47,18,9,RMUX84,18,9,3,7,28,D
RMUX25,18,11,RMUX06,18,10,6,9,28,D
RMUX85,18,11,RMUX54,18,10,6,9,28,D
RMUX19,18,11,RMUX78,18,10,6,9,28,D
OMUX08,18,11,RMUX18,18,11,2,7,28,D
OMUX44,18,12,RMUX84,18,12,2,7,28,D
OMUX11,19,1,RMUX18,19,1,3,7,28,D
RMUX56,20,2,RMUX42,19,2,5,7,28,D
OMUX08,19,5,RMUX18,19,5,2,7,28,D
RMUX85,19,4,RMUX48,19,5,6,8,28,D
RMUX50,19,7,RMUX18,19,6,3,9,28,D
OMUX44,19,7,RMUX84,19,7,2,7,28,D
OMUX02,19,8,RMUX00,19,8,0,7,28,D
RMUX32,19,7,RMUX42,19,8,6,8,28,D
RMUX01,19,9,RMUX00,19,9,4,7,28,D
RMUX74,20,10,RMUX18,19,10,1,8,28,D
OMUX20,19,10,RMUX42,19,10,2,7,28,D
RMUX50,19,12,RMUX12,19,11,3,9,28,D
RMUX13,20,11,RMUX54,19,11,5,7,28,D
OMUX35,19,11,RMUX66,19,11,3,7,28,D
RMUX91,20,11,RMUX78,19,11,1,8,28,D
RMUX55,20,1,RMUX24,20,2,6,8,28,D
RMUX62,20,1,RMUX66,20,2,6,8,28,D
RMUX20,21,2,RMUX90,20,2,5,7,28,D
OMUX11,20,5,RMUX18,20,5,3,7,28,D
OMUX41,20,6,RMUX78,20,6,1,7,28,D
OMUX23,20,7,RMUX36,20,7,3,7,28,D
OMUX35,20,8,RMUX66,20,8,3,7,28,D
RMUX20,21,9,RMUX90,20,9,5,7,28,D
RMUX62,20,11,RMUX66,20,10,6,9,28,D
RMUX25,21,1,RMUX06,21,2,6,8,28,D
RMUX25,21,5,RMUX06,21,6,6,8,28,D
RMUX56,12,2,RMUX42,11,2,5,7,27,D
RMUX25,12,3,RMUX06,12,2,6,9,27,D
RMUX67,12,3,RMUX78,12,2,3,9,27,D
RMUX00,15,9,IMUX48,14,9,0,10,27,D
RMUX07,15,2,RMUX24,15,2,1,9,27,D
RMUX32,15,1,RMUX42,15,2,6,8,27,D
RMUX74,13,4,RMUX18,15,4,3,8,27,D
OMUX35,15,4,RMUX66,15,4,3,7,27,D
RMUX86,16,4,RMUX66,15,4,5,7,27,D
RMUX80,15,6,RMUX36,15,5,3,9,27,D
RMUX14,15,6,RMUX66,15,5,3,9,27,D
RMUX80,15,8,RMUX36,15,7,3,9,27,D
OMUX47,15,7,RMUX84,15,7,3,7,27,D
OMUX23,15,8,RMUX36,15,8,3,7,27,D
OMUX44,15,8,RMUX84,15,8,2,7,27,D
OMUX35,15,9,RMUX66,15,9,3,7,27,D
OMUX44,15,10,RMUX84,15,10,2,7,27,D
RMUX00,16,11,IMUX48,15,11,0,10,27,D
OMUX44,15,11,RMUX84,15,11,2,7,27,D
OMUX11,15,12,RMUX18,15,12,3,7,27,D
OMUX32,15,12,RMUX60,15,12,2,7,27,D
OMUX35,15,12,RMUX66,15,12,3,7,27,D
OMUX11,16,1,RMUX18,16,1,3,7,27,D
RMUX02,16,3,RMUX12,16,4,6,8,27,D
RMUX26,17,6,RMUX18,16,6,5,7,27,D
OMUX11,16,7,RMUX18,16,7,3,7,27,D
OMUX44,16,7,RMUX84,16,7,2,7,27,D
RMUX32,16,7,RMUX42,16,8,6,8,27,D
RMUX55,16,8,RMUX24,16,9,6,8,27,D
OMUX20,16,9,RMUX42,16,9,2,7,27,D
RMUX55,16,11,RMUX30,16,10,6,9,27,D
RMUX85,16,9,RMUX48,16,10,6,8,27,D
RMUX14,16,11,RMUX66,16,10,3,9,27,D
RMUX92,16,11,RMUX84,16,10,6,9,27,D
RMUX56,17,12,RMUX42,16,12,5,7,27,D
OMUX32,17,1,RMUX60,17,1,2,7,27,D
OMUX47,17,1,RMUX84,17,1,3,7,27,D
RMUX32,17,1,RMUX42,17,2,6,8,27,D
OMUX20,17,2,RMUX42,17,2,2,7,27,D
OMUX41,17,2,RMUX72,17,2,1,7,27,D
RMUX00,18,3,IMUX48,17,3,0,10,27,D
OMUX47,17,3,RMUX90,17,3,3,7,27,D
RMUX50,17,5,RMUX12,17,4,3,9,27,D
RMUX62,17,3,RMUX66,17,4,6,8,27,D
RMUX67,17,5,RMUX72,17,4,3,9,27,D
OMUX35,17,5,RMUX66,17,5,3,7,27,D
RMUX67,17,6,RMUX72,17,5,3,9,27,D
RMUX67,17,7,RMUX78,17,6,3,9,27,D
RMUX50,17,9,RMUX12,17,8,3,9,27,D
RMUX26,18,8,RMUX18,17,8,5,7,27,D
OMUX35,17,8,RMUX66,17,8,3,7,27,D
OMUX08,17,9,RMUX18,17,9,2,7,27,D
RMUX14,17,11,RMUX66,17,10,3,9,27,D
RMUX92,17,11,RMUX90,17,10,6,9,27,D
OMUX47,17,11,RMUX84,17,11,3,7,27,D
OMUX47,17,11,RMUX90,17,11,3,7,27,D
RMUX20,19,12,RMUX90,17,12,6,7,27,D
OMUX47,18,1,RMUX90,18,1,3,7,27,D
RMUX26,19,3,RMUX18,18,3,5,7,27,D
RMUX13,19,4,RMUX54,18,4,5,7,27,D
OMUX23,18,7,RMUX36,18,7,3,7,27,D
RMUX67,18,9,RMUX72,18,8,3,9,27,D
OMUX47,18,10,RMUX90,18,10,3,7,27,D
RMUX85,18,10,RMUX48,18,11,6,8,27,D
OMUX35,18,11,RMUX66,18,11,3,7,27,D
OMUX11,18,12,RMUX18,18,12,3,7,27,D
OMUX20,18,12,RMUX42,18,12,2,7,27,D
RMUX55,18,12,RMUX54,18,12,4,7,27,D
RMUX62,18,11,RMUX66,18,12,6,8,27,D
OMUX20,19,1,RMUX42,19,1,2,7,27,D
OMUX23,19,2,RMUX36,19,2,3,7,27,D
OMUX35,19,4,RMUX66,19,4,3,7,27,D
RMUX56,20,5,RMUX42,19,5,5,7,27,D
RMUX26,20,7,RMUX18,19,7,5,7,27,D
RMUX72,20,9,IMUX36,19,9,1,10,27,D
RMUX85,19,7,RMUX54,19,9,0,9,27,D
RMUX91,20,10,RMUX78,19,10,1,8,27,D
RMUX44,19,12,RMUX84,19,10,4,9,27,D
OMUX35,19,12,RMUX66,19,12,3,7,27,D
RMUX91,20,12,RMUX78,19,12,1,8,27,D
OMUX11,20,1,RMUX18,20,1,3,7,27,D
OMUX41,20,2,RMUX78,20,2,1,7,27,D
RMUX67,20,4,RMUX72,20,3,3,9,27,D
OMUX20,20,4,RMUX42,20,4,2,7,27,D
OMUX41,20,5,RMUX72,20,5,1,7,27,D
OMUX08,20,9,RMUX18,20,9,2,7,27,D
RMUX56,21,9,RMUX42,20,9,5,7,27,D
OMUX41,20,10,RMUX78,20,10,1,7,27,D
OMUX47,20,10,RMUX84,20,10,3,7,27,D
RMUX67,21,1,RMUX78,21,2,0,9,27,D
RMUX37,21,5,RMUX54,21,4,3,9,27,D
RMUX72,12,2,IMUX44,11,2,1,10,26,D
OMUX11,11,3,RMUX18,11,3,3,7,26,D
OMUX41,15,1,RMUX72,15,1,1,7,26,D
RMUX72,16,2,IMUX04,15,2,1,10,26,D
OMUX35,15,2,RMUX66,15,2,3,7,26,D
RMUX67,15,3,RMUX78,15,2,3,9,26,D
RMUX72,16,3,IMUX44,15,3,1,10,26,D
OMUX41,15,3,RMUX72,15,3,1,7,26,D
RMUX26,16,4,RMUX18,15,4,5,7,26,D
OMUX41,15,4,RMUX72,15,4,1,7,26,D
RMUX67,15,5,RMUX72,15,4,3,9,26,D
RMUX67,15,5,RMUX78,15,4,3,9,26,D
OMUX02,15,6,RMUX00,15,6,0,7,26,D
OMUX11,15,7,RMUX18,15,7,3,7,26,D
RMUX00,16,10,IMUX48,15,10,0,10,26,D
RMUX55,15,9,RMUX24,15,10,6,8,26,D
OMUX20,15,10,RMUX42,15,10,2,7,26,D
OMUX47,15,11,RMUX90,15,11,3,7,26,D
OMUX44,15,12,RMUX84,15,12,2,7,26,D
RMUX32,16,1,RMUX42,16,2,6,8,26,D
RMUX14,16,3,RMUX66,16,2,3,9,26,D
RMUX67,16,3,RMUX78,16,2,3,9,26,D
RMUX67,16,2,RMUX78,16,3,2,9,26,D
RMUX00,17,4,IMUX48,16,4,0,10,26,D
RMUX00,17,6,IMUX48,16,6,0,10,26,D
RMUX72,17,10,IMUX36,16,10,1,10,26,D
RMUX02,16,9,RMUX12,16,10,6,8,26,D
RMUX50,16,11,RMUX18,16,10,3,9,26,D
RMUX55,16,10,RMUX24,16,11,6,8,26,D
OMUX23,16,11,RMUX36,16,11,3,7,26,D
OMUX08,17,1,RMUX18,17,1,2,7,26,D
RMUX67,17,3,RMUX78,17,2,3,9,26,D
OMUX20,17,4,RMUX42,17,4,2,7,26,D
OMUX41,17,5,RMUX72,17,5,1,7,26,D
RMUX26,18,6,RMUX18,17,6,5,7,26,D
OMUX35,17,6,RMUX66,17,6,3,7,26,D
OMUX23,17,7,RMUX36,17,7,3,7,26,D
OMUX11,17,8,RMUX18,17,8,3,7,26,D
OMUX32,17,8,RMUX60,17,8,2,7,26,D
RMUX02,17,11,RMUX12,17,10,6,9,26,D
RMUX44,17,12,RMUX84,17,10,4,9,26,D
OMUX41,17,11,RMUX72,17,11,1,7,26,D
OMUX11,18,1,RMUX18,18,1,3,7,26,D
RMUX67,18,5,RMUX78,18,4,3,9,26,D
OMUX32,18,5,RMUX60,18,5,2,7,26,D
RMUX85,18,5,RMUX48,18,6,6,8,26,D
RMUX13,19,6,RMUX54,18,6,5,7,26,D
RMUX62,18,6,RMUX66,18,7,6,8,26,D
RMUX67,18,9,RMUX78,18,8,3,9,26,D
RMUX10,18,9,IMUX12,18,9,3,10,26,D
OMUX47,18,9,RMUX90,18,9,3,7,26,D
RMUX80,18,11,RMUX36,18,10,3,9,26,D
OMUX32,18,10,RMUX60,18,10,2,7,26,D
OMUX41,18,10,RMUX72,18,10,1,7,26,D
RMUX67,18,11,RMUX72,18,10,3,9,26,D
OMUX47,18,10,RMUX84,18,10,3,7,26,D
RMUX50,18,12,RMUX18,18,11,3,9,26,D
RMUX14,18,12,RMUX66,18,11,3,9,26,D
RMUX86,19,11,RMUX66,18,11,5,7,26,D
OMUX47,18,11,RMUX90,18,11,3,7,26,D
OMUX41,19,2,RMUX78,19,2,1,7,26,D
OMUX44,19,2,RMUX84,19,2,2,7,26,D
OMUX08,19,3,RMUX18,19,3,2,7,26,D
OMUX32,19,8,RMUX60,19,8,2,7,26,D
RMUX61,20,9,RMUX48,19,9,1,8,26,D
OMUX32,19,9,RMUX60,19,9,2,7,26,D
RMUX50,19,12,RMUX18,19,11,3,9,26,D
RMUX26,20,11,RMUX18,19,11,5,7,26,D
OMUX20,19,11,RMUX42,19,11,2,7,26,D
OMUX41,20,2,RMUX72,20,2,1,7,26,D
OMUX08,20,7,RMUX18,20,7,2,7,26,D
RMUX67,20,8,RMUX78,20,7,3,9,26,D
OMUX23,20,8,RMUX36,20,8,3,7,26,D
OMUX35,20,9,RMUX66,20,9,3,7,26,D
RMUX37,20,12,RMUX48,20,10,4,9,26,D
RMUX44,20,12,RMUX84,20,10,4,9,26,D
RMUX73,21,3,RMUX06,21,2,3,9,26,D
RMUX73,21,8,RMUX06,21,7,3,9,26,D
OMUX29,10,2,RMUX54,10,2,1,7,25,D
OMUX41,10,2,RMUX72,10,2,1,7,25,D
OMUX29,10,3,RMUX54,10,3,1,7,25,D
OMUX29,12,1,RMUX54,12,1,1,7,25,D
RMUX56,13,2,RMUX36,12,2,5,7,25,D
RMUX01,12,4,RMUX00,12,4,4,7,25,D
RMUX43,13,4,RMUX78,12,4,5,7,25,D
RMUX00,15,1,IMUX48,14,1,0,10,25,D
OMUX47,15,1,RMUX84,15,1,3,7,25,D
RMUX50,15,3,RMUX12,15,2,3,9,25,D
RMUX68,13,2,RMUX90,15,2,3,8,25,D
RMUX72,16,3,IMUX36,15,3,1,10,25,D
OMUX35,15,3,RMUX66,15,3,3,7,25,D
OMUX47,15,3,RMUX90,15,3,3,7,25,D
RMUX68,13,4,RMUX84,15,4,3,8,25,D
RMUX50,15,7,RMUX12,15,6,3,9,25,D
OMUX41,15,6,RMUX72,15,6,1,7,25,D
RMUX72,16,8,IMUX44,15,8,1,10,25,D
OMUX08,15,9,RMUX18,15,9,2,7,25,D
OMUX11,15,10,RMUX18,15,10,3,7,25,D
RMUX85,15,9,RMUX48,15,10,6,8,25,D
RMUX92,15,11,RMUX90,15,10,6,9,25,D
RMUX72,16,11,IMUX36,15,11,1,10,25,D
RMUX67,15,12,RMUX78,15,11,3,9,25,D
OMUX47,15,12,RMUX84,15,12,3,7,25,D
RMUX72,17,2,IMUX04,16,2,1,10,25,D
RMUX72,17,2,IMUX36,16,2,1,10,25,D
RMUX02,16,1,RMUX12,16,2,6,8,25,D
RMUX13,17,2,RMUX54,16,2,5,7,25,D
OMUX44,16,2,RMUX84,16,2,2,7,25,D
RMUX72,17,3,IMUX36,16,3,1,10,25,D
OMUX08,16,3,RMUX18,16,3,2,7,25,D
OMUX02,16,4,RMUX00,16,4,0,7,25,D
RMUX32,16,3,RMUX42,16,4,6,8,25,D
RMUX85,16,3,RMUX48,16,4,6,8,25,D
RMUX62,16,3,RMUX66,16,4,6,8,25,D
OMUX47,16,4,RMUX90,16,4,3,7,25,D
RMUX13,17,6,RMUX54,16,6,5,7,25,D
OMUX47,16,7,RMUX84,16,7,3,7,25,D
RMUX67,16,9,RMUX72,16,8,3,9,25,D
RMUX72,17,10,IMUX44,16,10,1,10,25,D
RMUX32,16,9,RMUX42,16,10,6,8,25,D
RMUX85,16,11,RMUX54,16,10,6,9,25,D
RMUX14,16,12,RMUX66,16,10,4,9,25,D
RMUX62,16,9,RMUX66,16,10,6,8,25,D
RMUX86,17,10,RMUX66,16,10,5,7,25,D
RMUX19,16,11,RMUX78,16,10,6,9,25,D
RMUX72,17,11,IMUX36,16,11,1,10,25,D
OMUX08,16,11,RMUX18,16,11,2,7,25,D
OMUX11,16,11,RMUX18,16,11,3,7,25,D
RMUX85,16,10,RMUX48,16,11,6,8,25,D
OMUX47,16,11,RMUX90,16,11,3,7,25,D
RMUX32,16,11,RMUX42,16,12,6,8,25,D
RMUX13,17,12,RMUX54,16,12,5,7,25,D
OMUX20,17,1,RMUX42,17,1,2,7,25,D
RMUX56,18,1,RMUX42,17,1,5,7,25,D
RMUX72,18,2,IMUX04,17,2,1,10,25,D
RMUX50,17,3,RMUX12,17,2,3,9,25,D
OMUX11,17,2,RMUX18,17,2,3,7,25,D
OMUX41,17,3,RMUX72,17,3,1,7,25,D
RMUX55,17,3,RMUX24,17,4,6,8,25,D
OMUX41,17,4,RMUX72,17,4,1,7,25,D
RMUX72,18,5,IMUX36,17,5,1,10,25,D
OMUX41,17,6,RMUX72,17,6,1,7,25,D
RMUX26,18,7,RMUX18,17,7,5,7,25,D
RMUX02,17,7,RMUX12,17,8,6,8,25,D
RMUX10,17,9,IMUX12,17,9,3,10,25,D
RMUX72,18,9,IMUX36,17,9,1,10,25,D
OMUX11,17,9,RMUX18,17,9,3,7,25,D
RMUX86,18,11,RMUX60,17,11,5,7,25,D
RMUX00,18,12,IMUX48,17,12,0,10,25,D
OMUX02,17,12,RMUX00,17,12,0,7,25,D
RMUX26,19,1,RMUX18,18,1,5,7,25,D
RMUX72,19,2,IMUX44,18,2,1,10,25,D
RMUX00,19,2,IMUX48,18,2,0,10,25,D
OMUX35,18,2,RMUX66,18,2,3,7,25,D
RMUX80,18,5,RMUX36,18,4,3,9,25,D
OMUX20,18,4,RMUX42,18,4,2,7,25,D
