x,y,mux,sel,byte,mask
13,4,CFG_IMUX5,22,68311,4
13,4,CFG_IMUX5,23,68311,8
13,4,CFG_IMUX5,24,68428,16
13,4,CFG_IMUX5,25,68544,16
13,4,CFG_IMUX5,26,68428,32
13,4,CFG_IMUX5,27,68544,32
13,4,CFG_IMUX5,28,68428,64
13,4,CFG_IMUX5,29,68544,64
13,4,CFG_IMUX5,30,68428,128
13,4,CFG_IMUX5,31,68544,128
13,4,CFG_IMUX5,32,68427,1
13,4,CFG_IMUX5,33,68427,2
13,4,CFG_IMUX5,34,68543,2
13,4,CFG_IMUX5,35,68543,1
13,4,CFG_IMUX5,36,68427,128
13,4,CFG_IMUX5,37,68543,128
13,4,CFG_IMUX5,38,68427,64
13,4,CFG_IMUX5,39,68543,64
13,4,CFG_IMUX5,40,68427,32
13,4,CFG_IMUX5,41,68543,32
13,4,CFG_IMUX5,42,68427,16
13,4,CFG_IMUX5,43,68543,16
13,4,CFG_IMUX5,44,68427,8
13,4,CFG_IMUX5,45,68427,4
13,4,CFG_IMUX5,46,68543,4
13,4,CFG_IMUX5,47,68543,8
13,4,CFG_IMUX6,0,68660,16
13,4,CFG_IMUX6,1,68776,16
13,4,CFG_IMUX6,2,68660,32
13,4,CFG_IMUX6,3,68776,32
13,4,CFG_IMUX6,4,68660,64
13,4,CFG_IMUX6,5,68776,64
13,4,CFG_IMUX6,6,68660,128
13,4,CFG_IMUX6,7,68776,128
13,4,CFG_IMUX6,8,68659,1
13,4,CFG_IMUX6,9,68659,2
13,4,CFG_IMUX6,10,68775,2
13,4,CFG_IMUX6,11,68775,1
13,4,CFG_IMUX6,12,68659,128
13,4,CFG_IMUX6,13,68775,128
13,4,CFG_IMUX6,14,68659,64
13,4,CFG_IMUX6,15,68775,64
13,4,CFG_IMUX6,16,68659,32
13,4,CFG_IMUX6,17,68775,32
13,4,CFG_IMUX6,18,68659,16
