signal,step,src_wire,dst_wire,evidence
slave_ahb_hrdata[25],0,X13Y7_BufMUX01,X13Y7_InputMUX00,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[25],1,X13Y7_InputMUX00,X14Y7_RMUX17,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[25],2,X14Y7_RMUX17,X14Y7_IMUX03,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[26],0,X13Y7_BufMUX02,X13Y7_InputMUX03,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[26],1,X13Y7_InputMUX03,X14Y7_RMUX40,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[26],2,X14Y7_RMUX40,X14Y7_IMUX00,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[27],0,X13Y7_BufMUX03,X13Y7_InputMUX02,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[27],1,X13Y7_InputMUX02,X14Y7_RMUX04,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[27],2,X14Y7_RMUX04,X14Y7_IMUX02,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[28],0,X13Y7_BufMUX04,X13Y7_InputMUX05,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[28],1,X13Y7_InputMUX05,X14Y7_RMUX35,vendor-slave-ahb-hrdata25-28
slave_ahb_hrdata[28],2,X14Y7_RMUX35,X14Y7_IMUX01,vendor-slave-ahb-hrdata25-28
